cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11122,196620,Viral enteritis,8718,8630,25,24,292.08,273.4166666666667,320.1733180638262,297.10631047189526
11122,196625,Viral hepatitis A without hepatic coma,8718,8630,8,13,197.125,533.7692307692307,184.4853906817556,336.9490155101428
11122,196653,Malignant tumor of kidney,8718,8630,17,33,420.7647058823529,274.6363636363636,279.0215107481995,338.20272011000617
11122,196654,Lipoma of intra-abdominal organs,8718,8630,9,6,491.8888888888889,473.0,374.57693007339606,304.167168949357
11122,4128827,Voice production finding,8718,8630,9,8,672.4444444444445,505.375,210.313581275998,337.96595150251454
11122,4030563,Para 1,8718,8630,12,18,407.25,483.22222222222223,282.17462825940487,318.4712712589378
11122,4096099,Phlebitis of deep veins of lower extremity,8718,8630,16,6,395.5,409.1666666666667,283.16073174082595,338.2520838401772
11122,196715,Budd-Chiari syndrome,8718,8630,15,16,384.4,268.25,392.45684263793055,266.79099966078314
11122,196724,Disorder of diaphragm,8718,8630,104,185,245.68269230769232,166.57297297297296,278.27259962210394,258.97230640699024
11122,196726,Gallbladder calculus with acute cholecystitis and no obstruction,8718,8630,89,85,282.69662921348316,224.7764705882353,350.4016124229993,325.662740611875
11122,196732,Blind loop syndrome,8718,8630,2,1,30.5,930.0,27.5,0.0
11122,196735,Acute pyelonephritis without medullary necrosis,8718,8630,213,49,172.71361502347418,116.46938775510205,296.2010287609486,256.88360757043387
11122,4227210,Retinopathy due to type 1 diabetes mellitus,8718,8630,16,13,376.625,220.69230769230768,280.9047603281226,365.9397564155114
11122,4128914,Fracture of multiple ribs,8718,8630,12,11,330.0,301.8181818181818,334.4246302731504,316.1584235163292
11122,4194462,Chorioretinal tumor,8718,8630,3,7,256.6666666666667,619.2857142857143,239.69471324072953,333.4116778680307
11122,4096185,Pituitary dependent hypercortisolism,8718,8630,1,1,348.0,1013.0,0.0,0.0
11122,196796,Congenital biliary atresia,8718,8630,21,8,536.0952380952381,311.25,263.4799901613394,208.7688614233454
11122,4096196,Mild protein-calorie malnutrition,8718,8630,37,44,189.05405405405406,303.3636363636364,208.77194928411473,318.53286478856967
11122,4096204,Disorders of amino acid transport and metabolism,8718,8630,6,3,572.8333333333334,622.3333333333334,230.59012458376347,340.13853386851395
11122,196813,Simple renal cyst,8718,8630,1,3,1067.0,949.3333333333334,0.0,34.081601422990026
11122,40403168,Congenital glaucoma,8718,8630,1,1,426.0,268.0,0.0,0.0
11122,196858,Late effect of fracture of neck of femur,8718,8630,12,7,498.3333333333333,322.14285714285717,351.2744258015693,225.15101508062702
11122,196895,Viral gastroenteritis due to Norwalk-like agent,8718,8630,30,32,199.5,242.75,249.7571820789144,331.5178162633194
11122,196907,Trichuriasis,8718,8630,1,1,43.0,27.0,0.0,0.0
11122,4096313,Multiple injuries,8718,8630,4,3,320.25,317.0,299.5015651044248,316.5891133104022
11122,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,8718,8630,175,108,174.90857142857143,166.10185185185185,250.37362409170885,228.3222600646181
11122,196931,Neoplasm of digestive tract,8718,8630,81,107,314.0740740740741,353.01869158878503,312.30701805335275,327.2130970263534
11122,196943,Red blood cell sequestration in spleen,8718,8630,5,9,101.4,540.0,51.199999999999996,367.7610939485337
11122,196951,Chronic congestive splenomegaly,8718,8630,7,7,276.85714285714283,292.0,273.07530545433724,279.0069123567679
11122,4096343,Bleeding from ear,8718,8630,3,2,670.0,134.5,227.72351657218013,86.5
11122,4096347,Gouty arthropathy,8718,8630,47,103,527.4255319148937,440.5533980582524,310.3074484114274,353.4773369413825
11122,4063581,Drug-induced systemic lupus erythematosus,8718,8630,1,1,524.0,127.0,0.0,0.0
11122,4096359,Benign neoplasm of skin of auricle,8718,8630,3,2,421.6666666666667,326.0,103.13852604897724,135.0
11122,4227449,Spondylosis,8718,8630,18,10,301.6666666666667,251.3,284.49096841747206,232.52270856843208
11122,197006,Residual hemorrhoidal skin tags,8718,8630,74,50,438.56756756756755,308.52,330.8753370649844,255.14554591448388
11122,197018,Chronic gastric ulcer with hemorrhage but without obstruction,8718,8630,16,29,319.4375,460.82758620689657,299.33968345969436,379.43515814826804
