cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11151,4104196,Familial dysautonomia,1876,274,5,1,219.6,547.0,130.81681849059012,0.0
11151,81931,Psoriasis with arthropathy,1876,274,14,1,132.64285714285714,1012.0,272.1784097512032,0.0
11151,24609,Hypoglycemia,1876,274,7,2,578.4285714285714,274.5,224.18478165685246,159.5
11151,4153380,Disorder of carotid artery,1876,274,9,1,410.0,315.0,349.4420950283148,0.0
11151,40484908,Imaging of brain abnormal,1876,274,25,1,229.16,49.0,245.11477801226104,0.0
11151,4128827,Voice production finding,1876,274,2,1,343.0,1045.0,343.0,0.0
11151,81984,Sprain of shoulder and upper arm,1876,274,4,1,555.0,277.0,216.431282396977,0.0
11151,4038720,Exercises regularly,1876,274,4,1,94.25,72.0,147.52351507471613,0.0
11151,4145220,"Drug abuse, continuous",1876,274,1,2,782.0,516.0,0.0,415.0
11151,4317258,Disorder of skin,1876,274,9,1,405.0,328.0,271.3967984745255,0.0
11151,24660,Acute tonsillitis,1876,274,7,1,365.0,537.0,292.3696290656743,0.0
11151,434272,Varicella,1876,274,10,1,238.0,16.0,258.59079643328374,0.0
11151,45768812,Anemia in chronic kidney disease,1876,274,9,9,222.44444444444446,389.8888888888889,301.7155065845643,339.2227863299164
11151,254061,Pleural effusion,1876,274,42,13,291.1190476190476,278.15384615384613,313.48556603674547,348.4453044274162
11151,73840,"Localized, primary osteoarthritis of the shoulder region",1876,274,20,2,437.6,334.0,317.2857387277279,36.0
11151,73843,Synovial cyst of popliteal space,1876,274,6,2,621.5,558.5,302.86451866579995,324.5
11151,254068,Disorder of upper respiratory system,1876,274,1,1,873.0,129.0,0.0,0.0
11151,376961,Disturbance of consciousness,1876,274,7,2,347.14285714285717,244.0,296.0518432260658,7.0
11151,376965,Hypertensive retinopathy,1876,274,11,4,306.3636363636364,379.75,306.41453583111075,372.1722551453829
11151,4079750,Osteoarthritis of knee,1876,274,71,5,404.07042253521126,301.8,350.69662359542315,123.65823870652534
11151,4079749,Osteoarthritis of hip,1876,274,24,2,303.0416666666667,397.5,307.6795518022318,392.5
11151,434314,Chronic graft-versus-host disease,1876,274,1,1,763.0,160.0,0.0,0.0
11151,376973,Cataract secondary to ocular disease,1876,274,4,1,462.75,392.0,278.6362996811435,0.0
11151,376984,Conjunctival cyst,1876,274,2,1,211.0,174.0,211.0,0.0
11151,36716700,Perforation and abscess of large intestine co-occurrent and due to diverticulitis,1876,274,2,1,407.0,3.0,407.0,0.0
11151,434337,Retinal vascular disorder,1876,274,6,1,138.33333333333334,678.0,152.47367714534275,0.0
11151,4055201,Angiodysplasia of colon,1876,274,1,2,336.0,20.5,0.0,20.5
11151,377001,Nonruptured cerebral aneurysm,1876,274,4,1,580.75,279.0,327.6021787168089,0.0
11151,434348,Acute and subacute iridocyclitis,1876,274,2,1,230.5,144.0,14.5,0.0
11151,4169905,Foot pain,1876,274,21,3,387.42857142857144,529.6666666666666,359.841310451542,395.5943489091937
11151,4038838,Non-Hodgkin's lymphoma,1876,274,10,3,277.2,262.0,258.35433032949146,133.91788528796295
11151,442555,Breathing painful,1876,274,19,2,394.1578947368421,787.5,313.67251832677755,29.5
11151,4096204,Disorders of amino acid transport and metabolism,1876,274,1,1,716.0,342.0,0.0,0.0
11151,45768908,Exercise induced bronchospasm,1876,274,2,1,0.0,0.0,0.0,0.0
11151,45768910,Uncomplicated asthma,1876,274,65,7,327.44615384615383,641.7142857142857,348.7007988241376,317.14787640815774
11151,442588,Obstructive sleep apnea syndrome,1876,274,58,19,316.58620689655174,462.6842105263158,312.29837823967256,316.41961690328054
11151,24818,Injury of neck,1876,274,2,1,283.0,735.0,283.0,0.0
11151,45768963,Uncomplicated mild persistent asthma,1876,274,5,1,522.0,211.0,333.7981425951918,0.0
11151,377091,Seizure,1876,274,18,7,227.77777777777777,274.14285714285717,289.609613782177,216.04260728676948
11151,45768964,Uncomplicated moderate persistent asthma,1876,274,3,1,727.6666666666666,20.0,151.0172911365524,0.0
11151,4309257,Refractory localization-related epilepsy,1876,274,2,1,489.5,872.0,456.5,0.0
11151,4047124,Expressive language disorder,1876,274,2,1,157.0,350.0,157.0,0.0
11151,434489,Dead,1876,274,20,2,143.05,588.5,214.99220334700513,369.5
11151,434490,Chill,1876,274,9,2,300.3333333333333,306.5,287.1867375458383,156.5
11151,4096313,Multiple injuries,1876,274,2,1,437.5,0.0,65.5,0.0
11151,434492,Abnormal histology findings,1876,274,4,1,908.0,852.0,104.81650633368773,0.0
11151,4055361,Generalized epilepsy,1876,274,2,2,906.0,110.0,46.0,37.0
11151,196931,Neoplasm of digestive tract,1876,274,2,2,343.0,115.5,343.0,38.5
11151,4055370,Lung disease with Sj̦gren's disease,1876,274,2,4,0.0,0.0,0.0,0.0
11151,319835,Congestive heart failure,1876,274,36,9,429.02777777777777,577.6666666666666,336.06534468025967,412.52313066461295
11151,4096347,Gouty arthropathy,1876,274,1,3,1001.0,257.3333333333333,0.0,185.98625994650487
11151,319843,Mitral valve disorder,1876,274,35,5,494.25714285714287,663.4,357.8187364620044,337.8488419397054
11151,762212,Bursitis of right shoulder,1876,274,1,1,891.0,158.0,0.0,0.0
