cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11154,196620,Viral enteritis,22904,14781,13,10,450.2307692307692,448.4,328.5633421769465,324.92959237348634
11154,196625,Viral hepatitis A without hepatic coma,22904,14781,8,4,567.875,223.75,430.64383122831333,222.54255211082665
11154,196653,Malignant tumor of kidney,22904,14781,4,6,489.0,654.5,376.57602154146775,222.72685064895072
11154,196654,Lipoma of intra-abdominal organs,22904,14781,4,2,480.75,337.5,176.82671602447408,318.5
11154,4128827,Voice production finding,22904,14781,51,25,315.15686274509807,264.08,347.89497922584303,248.28240694821693
11154,4030563,Para 1,22904,14781,41,19,121.63414634146342,206.94736842105263,240.49408046034395,295.3453774257505
11154,4096099,Phlebitis of deep veins of lower extremity,22904,14781,1,3,964.0,360.6666666666667,0.0,245.15890538360804
11154,196724,Disorder of diaphragm,22904,14781,13,12,304.6923076923077,407.4166666666667,212.12891023199316,432.9292587196614
11154,196726,Gallbladder calculus with acute cholecystitis and no obstruction,22904,14781,53,14,503.7358490566038,488.64285714285717,316.84780888916373,272.55867183385806
11154,196733,Urethral syndrome,22904,14781,3,2,342.0,280.5,237.6145337866913,105.5
11154,196735,Acute pyelonephritis without medullary necrosis,22904,14781,36,8,502.8888888888889,607.375,325.2861797947034,362.2367794343915
11154,4128914,Fracture of multiple ribs,22904,14781,3,6,410.3333333333333,281.1666666666667,305.9023082982903,135.7981549539201
11154,4194462,Chorioretinal tumor,22904,14781,2,2,668.5,741.5,59.5,231.5
11154,4161701,Pericardial effusion,22904,14781,1,1,56.0,1068.0,0.0,0.0
11154,4096185,Pituitary dependent hypercortisolism,22904,14781,5,1,491.6,266.0,274.3768211784661,0.0
11154,4096196,Mild protein-calorie malnutrition,22904,14781,17,12,345.88235294117646,295.0,290.6910392097022,228.1943616013916
11154,4096204,Disorders of amino acid transport and metabolism,22904,14781,5,2,399.6,701.0,425.05039701193084,27.0
11154,196813,Simple renal cyst,22904,14781,2,1,404.0,1049.0,145.0,0.0
11154,196895,Viral gastroenteritis due to Norwalk-like agent,22904,14781,11,7,341.3636363636364,337.42857142857144,277.62966593100003,234.0402023724356
11154,4096313,Multiple injuries,22904,14781,12,11,441.6666666666667,392.45454545454544,379.5809824296025,355.2672140634846
11154,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,22904,14781,7,2,432.0,537.5,339.4293530534531,207.5
11154,196931,Neoplasm of digestive tract,22904,14781,25,16,436.24,456.375,375.00562982440675,307.2161037038911
11154,196943,Red blood cell sequestration in spleen,22904,14781,2,2,511.0,762.5,2.0,22.5
11154,4096343,Bleeding from ear,22904,14781,4,5,250.0,355.8,166.75880786333298,308.9481509897737
11154,4096347,Gouty arthropathy,22904,14781,19,41,515.3684210526316,428.0731707317073,292.22237576459975,316.620291958981
11154,4096359,Benign neoplasm of skin of auricle,22904,14781,7,7,448.0,649.0,377.91420039096556,342.8214862411215
11154,4227449,Spondylosis,22904,14781,23,4,379.60869565217394,311.75,319.6938398354486,324.76943744755295
11154,4030847,Secondary impetiginization,22904,14781,1,1,77.0,229.0,0.0,0.0
11154,197006,Residual hemorrhoidal skin tags,22904,14781,80,32,417.2,342.53125,308.2946804601078,296.7976988176248
11154,197018,Chronic gastric ulcer with hemorrhage but without obstruction,22904,14781,2,2,750.5,561.0,329.5,176.0
11154,197023,Bilateral inguinal hernia,22904,14781,6,36,459.0,448.6111111111111,354.678727865092,324.05471741133965
11154,197034,Intussusception of intestine,22904,14781,4,6,433.75,764.8333333333334,258.26960235381944,227.56787754182025
11154,197036,Vesicoureteric reflux,22904,14781,9,8,410.77777777777777,609.625,371.05698208040405,422.34610732786444
11154,4096435,Drug groups primarily affecting central nervous system adverse reaction,22904,14781,1,1,222.0,1025.0,0.0,0.0
11154,197087,Vascular hamartomas,22904,14781,9,11,323.0,611.4545454545455,235.9194777885031,293.55698335985613
11154,4030977,Cellulitis of periorbital region,22904,14781,8,10,264.125,269.8,219.89965751451274,274.8911784688625
11154,4227594,Acne vulgaris,22904,14781,85,29,356.7647058823529,303.2758620689655,283.795271985606,295.39300490769034
11154,197150,Late effect of fracture of lower extremities,22904,14781,14,13,283.42857142857144,365.53846153846155,200.63033323065807,284.628128612815
11154,4031019,Allergic contact dermatitis,22904,14781,69,44,213.5072463768116,230.8409090909091,276.9815367251407,337.65750151069693
11154,4293175,"Mental state, behavior and/or psychosocial function finding",22904,14781,33,50,404.54545454545456,475.04,327.6242388366255,332.52759043423754
11154,4063812,Boil of back,22904,14781,1,1,0.0,553.0,0.0,0.0
11154,4194889,Enthesopathy of lower limb,22904,14781,20,8,362.2,560.75,274.7505414007405,237.6203642367379
11154,4194891,Spinal dislocation with lumbar cord lesion,22904,14781,4,4,208.5,396.75,142.30688669210636,199.56249021296563
11154,4194893,Dislocation of metacarpophalangeal joint,22904,14781,2,1,401.5,7.0,391.5,0.0
11154,4194894,Muscle and tendon injury,22904,14781,8,15,226.0,407.46666666666664,316.2483201536413,201.53671846313486
11154,197223,Enterobiasis,22904,14781,8,10,750.875,551.9,298.28025307586154,372.46917993305163
11154,4129393,Fracture of cervical spine,22904,14781,4,4,420.75,284.75,93.89721774365842,234.29615340419056
11154,197236,Uterine leiomyoma,22904,14781,390,1,459.61538461538464,515.0,332.8434848458645,0.0
11154,197239,Hemangioma of intra-abdominal structure,22904,14781,40,12,516.45,445.6666666666667,367.8443250887527,321.4203720294586
11154,4129404,Open wound of upper arm,22904,14781,2,1,136.0,77.0,32.0,0.0
11154,4129407,Open wound of knee,22904,14781,3,1,563.3333333333334,683.0,281.1053578682239,0.0
11154,4031106,Melanocytic nevus of face,22904,14781,20,15,350.7,535.0666666666667,314.4522380266994,313.79939805905013
11154,4096643,Contusion of lung,22904,14781,2,1,111.5,17.0,111.5,0.0
11154,197253,Hemolytic uremic syndrome,22904,14781,1,1,147.0,22.0,0.0,0.0
11154,4031128,Lipoma of skin and subcutaneous tissue of limb,22904,14781,15,3,283.46666666666664,209.0,269.14131769181944,115.88212401689341
11154,4194981,"Pain due to any device, implant AND/OR graft",22904,14781,9,3,313.77777777777777,335.0,185.89290691015128,223.7871012070773
11154,4096682,Bleeding from nose,22904,14781,317,344,324.42902208201895,364.7994186046512,335.4639315612618,341.70208005116075
11154,4063919,"Acute lymphadenitis of face, head and neck",22904,14781,1,2,461.0,382.5,0.0,303.5
11154,4260535,Diverticulitis of large intestine,22904,14781,42,24,381.8809523809524,407.3333333333333,325.33676342704985,327.84087434133176
11154,197304,Ulcer of lower extremity,22904,14781,19,19,510.2105263157895,439.94736842105266,392.35450926659206,272.43453558109206
11154,4031164,Non-scarring alopecia,22904,14781,236,49,356.3813559322034,222.81632653061226,321.2142592263999,272.8928677786666
11154,197311,Pelvic varices,22904,14781,2,1,595.0,154.0,49.0,0.0
11154,4260546,Ulcerative stomatitis,22904,14781,37,48,608.3783783783783,476.1458333333333,279.88311762681485,304.81367188164677
11154,197318,Cholesterolosis of gallbladder,22904,14781,26,17,354.4230769230769,337.8235294117647,312.2049589460945,316.0138186282585
11154,197319,Nephrotic syndrome with proliferative glomerulonephritis,22904,14781,6,2,539.1666666666666,431.0,269.5325686360659,56.0
11154,197320,Acute renal failure syndrome,22904,14781,237,198,428.40084388185653,412.27777777777777,323.24711269285416,331.21249337668274
11154,197324,Disorder of peritoneum,22904,14781,19,5,576.0,596.2,365.5974202373569,310.60096587100304
11154,197328,Abscess of intestine,22904,14781,6,3,554.5,295.0,335.4806253720176,208.14578224568152
11154,197329,Acute renal failure due to acute cortical necrosis,22904,14781,5,4,702.2,391.5,264.0828657826933,296.3566263811221
11154,197331,Disorder of urinary tract,22904,14781,5,3,548.0,502.6666666666667,337.85381454114145,300.0103701911356
11154,4195039,Osteopenia,22904,14781,30,2,542.8333333333334,802.0,329.42354533673245,189.0
11154,4195061,Microalbuminuria,22904,14781,3,1,494.3333333333333,978.0,339.64131406856586,0.0
11154,197377,Abnormal bowel sounds,22904,14781,4,9,408.75,681.5555555555555,278.15586907343874,270.317554455706
11154,197378,Overflow incontinence of urine,22904,14781,6,4,619.1666666666666,671.25,348.1826228990885,245.61389924025065
11154,197381,Epigastric pain,22904,14781,831,275,477.25391095066186,423.35636363636365,316.7695344189021,304.6521060689248
11154,4195085,Nasal congestion,22904,14781,827,621,217.10278113663844,236.0112721417069,298.6962931312586,300.55157807050074
11154,4064031,"Allergic contact dermatitis due to plants, except food",22904,14781,11,3,397.1818181818182,285.3333333333333,356.5809402395882,241.25413064972705
11154,4064032,Irritant contact dermatitis due to cosmetic,22904,14781,1,1,46.0,13.0,0.0,0.0
11154,4064036,Generalized skin eruption caused by drug and medicament,22904,14781,31,20,323.3225806451613,306.3,290.44664016035205,298.47648148556027
11154,4227902,Acute lymphangitis,22904,14781,1,1,436.0,201.0,0.0,0.0
11154,197440,Nonvenomous insect bite of trunk without infection,22904,14781,6,2,436.6666666666667,656.5,407.1243326334379,317.5
11154,197444,Vascular complication of medical care,22904,14781,28,26,496.32142857142856,476.5769230769231,314.4005695164131,359.9126147229163
11154,4096856,Incomplete passage of stool,22904,14781,7,3,250.85714285714286,830.3333333333334,227.26348997925518,127.88102109208995
11154,197484,Diarrhea of presumed infectious origin,22904,14781,14,6,539.3571428571429,601.6666666666666,326.1841301085844,232.2309674057752
11154,4326255,Abdominal abscess,22904,14781,2,1,422.5,927.0,173.5,0.0
