cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11133,439297,Nuclear senile cataract,66,22,1,1,65.0,169.0,0.0,0.0
11133,4227594,Acne vulgaris,66,22,1,1,703.0,477.0,0.0,0.0
11133,437264,Tobacco dependence syndrome,66,22,1,1,787.0,200.0,0.0,0.0
11133,4170770,Epidermoid cyst,66,22,1,1,1.0,173.0,0.0,0.0
11133,313878,Respiratory symptom,66,22,2,1,77.0,241.0,66.0,0.0
11133,320536,Electrocardiogram abnormal,66,22,3,2,155.33333333333334,341.5,211.9439129161822,65.5
11133,4168217,Generalized hyperhidrosis,66,22,1,2,840.0,478.5,0.0,424.5
11133,260123,Acute sinusitis,66,22,1,1,105.0,490.0,0.0,0.0
11133,200219,Abdominal pain,66,22,8,1,512.0,303.0,400.47159699534245,0.0
11133,321052,Peripheral vascular disease,66,22,1,1,85.0,346.0,0.0,0.0
11133,377889,Hearing loss,66,22,2,1,91.0,0.0,91.0,0.0
11133,4102183,Borderline glaucoma,66,22,1,1,826.0,171.0,0.0,0.0
11133,378425,Blepharitis,66,22,1,1,1001.0,3.0,0.0,0.0
11133,45766714,Inflammatory dermatosis,66,22,10,2,342.3,508.0,429.21068253248313,162.0
11133,137275,Disorder of muscle,66,22,3,1,632.6666666666666,6.0,215.78435737765813,0.0
11133,437827,Pure hypercholesterolemia,66,22,3,1,629.6666666666666,956.0,106.24918300339485,0.0
11133,138825,Actinic keratosis,66,22,2,2,438.0,689.0,24.0,36.0
11133,317002,Low blood pressure,66,22,1,1,591.0,268.0,0.0,0.0
11133,4329041,Pain,66,22,2,1,356.0,1033.0,216.0,0.0
11133,314962,Raynaud's disease,66,22,11,1,300.45454545454544,0.0,358.47539883546807,0.0
11133,435796,Dehydration,66,22,2,1,718.5,239.0,128.5,0.0
11133,194133,Low back pain,66,22,1,2,500.0,261.5,0.0,49.5
11133,257628,Systemic lupus erythematosus,66,22,2,1,246.5,0.0,192.5,0.0
11133,40405599,Fibromyalgia,66,22,2,1,567.0,346.0,178.0,0.0
11133,4346975,Lumbar spondylosis,66,22,3,1,551.3333333333334,212.0,401.6850618194419,0.0
11133,135777,Neoplasm of uncertain behavior of skin,66,22,8,4,396.5,451.5,325.9417125806392,374.72556624815445
11133,374375,Impacted cerumen,66,22,1,1,443.0,542.0,0.0,0.0
11133,440940,Methicillin resistant Staphylococcus aureus infection,66,22,1,1,0.0,96.0,0.0,0.0
11133,141932,Senile hyperkeratosis,66,22,6,3,662.3333333333334,505.6666666666667,352.2218366629506,358.60501328837495
11133,4272240,Malaise,66,22,4,1,418.75,51.0,430.7118381238203,0.0
11133,141941,Cervical spondylosis without myelopathy,66,22,2,1,716.0,162.0,215.0,0.0
11133,4147829,Pain in pelvis,66,22,1,1,10.0,132.0,0.0,0.0
11133,198263,Right upper quadrant pain,66,22,2,1,886.0,303.0,79.0,0.0
11133,312437,Dyspnea,66,22,6,1,513.6666666666666,145.0,335.9169870998224,0.0
11133,194684,Crohn's disease of large bowel,66,22,1,1,314.0,611.0,0.0,0.0
11133,201340,Gastritis,66,22,1,1,188.0,137.0,0.0,0.0
11133,434814,Late effect of medical and surgical care complication,66,22,1,1,121.0,346.0,0.0,0.0
11133,320128,Essential hypertension,66,22,2,2,110.5,81.5,110.5,66.5
11133,4079750,Osteoarthritis of knee,66,22,1,1,769.0,67.0,0.0,0.0
11133,141456,Chilblains,66,22,66,22,0.0,0.0,0.0,0.0
11133,4172432,Hyperpigmentation of skin,66,22,5,2,510.2,820.5,417.8618910597136,228.5
11133,4180628,Disorder of body system,66,22,1,1,931.0,364.0,0.0,0.0
11133,436892,Injury of unknown intent by extremes of cold,66,22,1,1,0.0,0.0,0.0,0.0
11133,442019,Complication of procedure,66,22,1,1,141.0,382.0,0.0,0.0
11133,433316,Dizziness and giddiness,66,22,2,3,761.5,198.33333333333334,7.5,152.25490322336276
11133,4223659,Fatigue,66,22,4,1,369.25,54.0,427.04412828184394,0.0
11133,197320,Acute renal failure syndrome,66,22,1,1,589.0,265.0,0.0,0.0
11133,261325,Pulmonary emphysema,66,22,1,1,11.0,15.0,0.0,0.0
11133,81112,Arthralgia of the lower leg,66,22,1,1,755.0,354.0,0.0,0.0
11133,442077,Anxiety disorder,66,22,3,3,974.6666666666666,378.3333333333333,30.5650490302604,226.91603929402808
11133,72418,Scoliosis deformity of spine,66,22,1,1,667.0,45.0,0.0,0.0
11133,4115171,Pain in right lower limb,66,22,1,2,720.0,107.0,0.0,25.0
11133,432867,Hyperlipidemia,66,22,6,2,494.1666666666667,256.0,380.20933561511725,108.0
11133,4024561,Pain in lower limb,66,22,1,1,502.0,285.0,0.0,0.0
11133,261880,Atelectasis,66,22,3,1,449.3333333333333,15.0,323.5349886625694,0.0
11133,198400,Hemangioma of skin and subcutaneous tissue,66,22,3,2,928.0,352.5,114.65600725648875,300.5
11133,4209423,Nicotine dependence,66,22,3,1,970.0,225.0,73.82863039950469,0.0
11133,318736,Migraine,66,22,1,1,262.0,129.0,0.0,0.0
11133,138525,Pain in limb,66,22,1,1,776.0,1064.0,0.0,0.0
11133,40483107,Inflamed seborrheic keratosis,66,22,3,1,670.6666666666666,592.0,147.61737326239378,0.0
11133,134438,Contact dermatitis,66,22,3,2,135.66666666666666,90.5,161.74946333416037,84.5
11133,141095,Acne,66,22,3,3,602.3333333333334,613.3333333333334,224.6038487846744,204.94281045100254
11133,254761,Cough,66,22,7,1,561.7142857142857,816.0,134.95577506905659,0.0
11133,193322,Right lower quadrant pain,66,22,1,1,636.0,320.0,0.0,0.0
11133,4150062,Knee pain,66,22,2,1,561.0,354.0,163.0,0.0
11133,4033839,Melanocytic nevus of upper limb,66,22,1,1,0.0,175.0,0.0,0.0
11133,136497,Scar conditions and fibrosis of skin,66,22,3,1,560.6666666666666,751.0,324.17107966147887,0.0
11133,44784439,Benign hypertensive renal disease with renal failure,66,22,1,1,589.0,209.0,0.0,0.0
11133,75576,Irritable bowel syndrome,66,22,2,1,519.0,346.0,482.0,0.0
11133,4170554,Hip pain,66,22,3,1,595.0,212.0,336.63135128307147,0.0
11133,4239682,Chronic phototoxic dermatitis,66,22,3,2,394.3333333333333,862.0,301.51211510577076,70.0
11133,73026,Abnormal breath sounds,66,22,4,2,38.75,410.0,60.342253023896944,3.0
11133,77635,Disorder of hand,66,22,1,1,1002.0,512.0,0.0,0.0
11133,40481101,Erythema of skin,66,22,1,1,1003.0,590.0,0.0,0.0
11133,77646,Disorder of bone and articular cartilage,66,22,1,1,589.0,413.0,0.0,0.0
11133,73553,Arthropathy,66,22,3,1,263.6666666666667,896.0,357.41790044086423,0.0
11133,137053,Seborrheic dermatitis,66,22,4,1,469.5,592.0,472.8115375072821,0.0
11133,140641,Verruca vulgaris,66,22,4,2,352.0,761.0,386.02784873633146,171.0
11133,77670,Chest pain,66,22,4,1,377.25,392.0,306.77057795688296,0.0
11133,255848,Pneumonia,66,22,1,1,11.0,93.0,0.0,0.0
11133,439147,Amnesia,66,22,1,1,203.0,140.0,0.0,0.0
11133,257907,Disorder of lung,66,22,3,1,610.6666666666666,645.0,426.2724741549966,0.0
11133,138102,Benign neoplasm of skin,66,22,2,2,191.0,265.0,191.0,90.0
11133,136057,Benign neoplasm of skin of trunk,66,22,1,2,1022.0,626.0,0.0,166.0
11133,443257,Swelling / lump finding,66,22,1,1,501.0,0.0,0.0,0.0
11133,442752,Muscle pain,66,22,4,2,625.0,283.0,186.26191237072598,71.0
11133,436096,Chronic pain,66,22,3,2,735.3333333333334,289.5,135.49251721856163,222.5
11133,201606,Crohn's disease,66,22,2,1,623.5,650.0,307.5,0.0
11133,140168,Psoriasis,66,22,2,1,1024.5,1049.0,19.5,0.0
11133,378253,Headache,66,22,4,2,300.0,363.0,208.69954480065354,214.0
11133,255891,Lupus erythematosus,66,22,2,2,47.5,0.0,47.5,0.0
11133,316822,Heart murmur,66,22,1,1,0.0,227.0,0.0,0.0
11133,4113821,Anxiety state,66,22,1,1,990.0,346.0,0.0,0.0
11133,437663,Fever,66,22,1,1,306.0,145.0,0.0,0.0
11133,4271013,Melanocytic nevus,66,22,11,1,356.8181818181818,1049.0,313.35771548063036,0.0
11133,4193704,Type 2 diabetes mellitus without complication,66,22,2,1,730.5,148.0,38.5,0.0
11133,437677,Abnormal findings on diagnostic imaging of lung,66,22,3,1,417.0,218.0,312.43986087992465,0.0
11133,434610,Hyperkalemia,66,22,2,1,625.5,346.0,35.5,0.0
11133,4174262,Polyneuropathy,66,22,1,1,1002.0,652.0,0.0,0.0
11133,140214,Eruption,66,22,7,6,198.14285714285714,142.5,260.67025068434015,308.8412483245505
11133,256448,Chronic asthmatic bronchitis,66,22,1,1,824.0,413.0,0.0,0.0
11133,46269889,Complication due to Crohn's disease,66,22,1,1,0.0,646.0,0.0,0.0
11133,135618,Pruritic rash,66,22,2,1,245.5,0.0,150.5,0.0
11133,439777,Anemia,66,22,2,1,911.0,227.0,104.0,0.0
11133,4168681,Irritability and anger,66,22,1,1,118.0,226.0,0.0,0.0
11133,200174,Disorder of skin and/or subcutaneous tissue,66,22,3,1,169.33333333333334,0.0,226.1715180025008,0.0
11133,4144111,Gastroesophageal reflux disease without esophagitis,66,22,2,1,66.5,129.0,66.5,0.0
11133,436222,Altered mental status,66,22,1,1,0.0,31.0,0.0,0.0
