cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11189,253954,Pulmonary tuberculosis,1195,1218,1,2,213.0,217.5,0.0,194.5
11189,196620,Viral enteritis,1195,1218,3,3,529.6666666666666,693.0,387.2297624006824,251.7419313503414
11189,4153359,Arthritis of spine,1195,1218,1,2,49.0,324.0,0.0,285.0
11189,73754,Restless legs,1195,1218,4,2,337.25,793.0,121.48533862158017,163.0
11189,40484892,Imaging of biliary tract abnormal,1195,1218,2,1,473.0,218.0,464.0,0.0
11189,24609,Hypoglycemia,1195,1218,2,8,77.0,343.0,50.0,327.64424304418964
11189,4153380,Disorder of carotid artery,1195,1218,6,9,367.5,490.1111111111111,302.9349490127102,291.4841121816436
11189,40484908,Imaging of brain abnormal,1195,1218,40,40,150.25,166.675,237.04406235972246,271.2159091480439
11189,196653,Malignant tumor of kidney,1195,1218,2,4,429.0,488.5,21.0,331.70355741233766
11189,442425,Lumbar post-laminectomy syndrome,1195,1218,1,1,73.0,475.0,0.0,0.0
11189,4210746,Localized amyloidosis,1195,1218,6,5,278.6666666666667,201.6,241.83580288194622,299.4832883484486
11189,4128827,Voice production finding,1195,1218,3,3,564.6666666666666,662.0,162.51017062188924,335.435040904594
11189,81984,Sprain of shoulder and upper arm,1195,1218,3,3,573.3333333333334,261.6666666666667,369.0495299489698,106.16130284723441
11189,4079687,Tumor lysis syndrome,1195,1218,2,10,526.0,240.6,505.0,320.30335621095196
11189,4317258,Disorder of skin,1195,1218,6,4,488.1666666666667,432.75,292.41489740131607,385.28974486741794
11189,36716624,Neoplasm of uncertain behavior of bone and articular cartilage,1195,1218,1,2,833.0,14.5,0.0,14.5
11189,376918,Primary malignant neoplasm of nervous system,1195,1218,6,3,299.3333333333333,303.0,200.63953304925283,226.01917322799557
11189,434272,Varicella,1195,1218,9,4,470.22222222222223,457.25,337.22454694421106,296.1767842015981
11189,4030563,Para 1,1195,1218,3,2,36.666666666666664,363.5,51.85449728701349,279.5
11189,434281,Aspergillosis,1195,1218,3,7,408.0,216.71428571428572,383.33884054015016,232.15494474024658
11189,45768812,Anemia in chronic kidney disease,1195,1218,16,20,453.75,374.05,384.8297513186838,359.38217471098926
11189,254061,Pleural effusion,1195,1218,103,155,169.55339805825244,184.0774193548387,270.59555777305627,300.4445208940841
11189,254062,Acute chest syndrome,1195,1218,1,1,447.0,835.0,0.0,0.0
11189,73840,"Localized, primary osteoarthritis of the shoulder region",1195,1218,17,19,455.94117647058823,351.36842105263156,340.1159785907354,257.9598521447854
11189,376946,Senile dementia with delirium,1195,1218,2,2,585.5,714.5,340.5,308.5
11189,36716659,Recurrent aphthous stomatitis,1195,1218,3,2,312.0,318.0,398.87926326981034,252.0
11189,196724,Disorder of diaphragm,1195,1218,1,7,564.0,420.2857142857143,0.0,275.0094618038308
11189,254068,Disorder of upper respiratory system,1195,1218,4,5,156.5,55.2,148.76239444160612,53.82341497898475
11189,434293,Primary malignant neoplasm of body of pancreas,1195,1218,2,1,105.5,9.0,105.5,0.0
11189,4243575,Benign neoplasm of rectosigmoid junction,1195,1218,1,1,56.0,350.0,0.0,0.0
11189,73843,Synovial cyst of popliteal space,1195,1218,3,6,423.0,449.5,467.284353115602,268.3578146182195
11189,196726,Gallbladder calculus with acute cholecystitis and no obstruction,1195,1218,3,1,59.0,784.0,54.5221667458903,0.0
11189,434298,Secondary malignant neoplasm of lymph nodes of upper limb,1195,1218,1,1,92.0,29.0,0.0,0.0
11189,434300,Neuroendocrine tumor,1195,1218,2,4,175.0,131.25,162.0,95.64354395357796
11189,434303,Benign neoplasm of rectum and anal canal,1195,1218,3,1,467.0,351.0,328.9903747325545,0.0
11189,196735,Acute pyelonephritis without medullary necrosis,1195,1218,2,1,353.0,692.0,186.0,0.0
11189,376961,Disturbance of consciousness,1195,1218,4,9,436.25,248.88888888888889,320.9605700082177,316.6924355986926
11189,376965,Hypertensive retinopathy,1195,1218,4,1,621.25,753.0,316.7446724098134,0.0
11189,376966,Exudative age-related macular degeneration,1195,1218,2,4,533.5,638.25,519.5,158.4950709012744
11189,4079750,Osteoarthritis of knee,1195,1218,36,18,441.80555555555554,435.8888888888889,378.43668334672464,329.4712749051946
11189,434311,Disorder of the urea cycle metabolism,1195,1218,1,1,328.0,396.0,0.0,0.0
11189,4079749,Osteoarthritis of hip,1195,1218,21,18,243.8095238095238,309.0,276.9654644188073,312.1936720833542
11189,434314,Chronic graft-versus-host disease,1195,1218,1,2,181.0,137.0,0.0,113.0
11189,4112521,Acute bronchitis due to rhinovirus,1195,1218,1,2,1041.0,168.0,0.0,4.0
11189,434316,von Willebrand disorder,1195,1218,2,1,4.0,88.0,4.0,0.0
11189,434323,Disorder of sulfur-bearing amino acid metabolism,1195,1218,1,1,898.0,378.0,0.0,0.0
11189,376981,Amblyopia,1195,1218,2,1,455.0,890.0,217.0,0.0
11189,434327,Cannabis abuse,1195,1218,1,6,997.0,392.5,0.0,328.5994268609325
11189,434337,Retinal vascular disorder,1195,1218,3,1,888.0,86.0,171.83131262956704,0.0
11189,434348,Acute and subacute iridocyclitis,1195,1218,2,1,233.5,1087.0,212.5,0.0
11189,4169905,Foot pain,1195,1218,16,21,471.625,426.1904761904762,392.21627882457915,311.317877516981
11189,4038835,Hodgkin's disease,1195,1218,15,13,212.93333333333334,208.6153846153846,280.81843877415804,305.92320264595776
11189,4038838,Non-Hodgkin's lymphoma,1195,1218,295,236,228.78983050847458,205.76694915254237,286.85867878015597,302.93475679384034
11189,4038839,"Hodgkin lymphoma, nodular lymphocyte predominance",1195,1218,11,1,338.54545454545456,306.0,330.102563575836,0.0
11189,4038841,Lymphocyte-rich classical Hodgkin lymphoma,1195,1218,2,1,247.5,306.0,223.5,0.0
11189,4038842,"Hodgkin's disease, nodular sclerosis",1195,1218,1,1,6.0,0.0,0.0,0.0
11189,442555,Breathing painful,1195,1218,10,8,547.4,263.0,385.97518054921613,288.8347278289091
11189,4096196,Mild protein-calorie malnutrition,1195,1218,1,4,338.0,474.75,0.0,365.74948735439125
11189,434374,Anisocoria,1195,1218,1,1,0.0,389.0,0.0,0.0
11189,40493255,Viral syndrome,1195,1218,2,1,570.0,852.0,134.0,0.0
11189,4096201,Dietary calcium deficiency,1195,1218,1,1,447.0,758.0,0.0,0.0
11189,45768910,Uncomplicated asthma,1195,1218,50,27,250.68,382.4074074074074,263.4338960726201,323.734374341551
11189,442588,Obstructive sleep apnea syndrome,1195,1218,23,45,388.6521739130435,381.8222222222222,327.0355131221993,311.3835997171969
11189,24818,Injury of neck,1195,1218,3,2,503.6666666666667,11.5,258.4070862461442,11.5
11189,45768963,Uncomplicated mild persistent asthma,1195,1218,3,5,535.0,412.2,96.43996405363632,218.5135236089519
11189,377091,Seizure,1195,1218,23,26,304.0,227.6153846153846,258.76932820060284,262.172737672509
11189,45768964,Uncomplicated moderate persistent asthma,1195,1218,3,2,262.0,408.0,184.96666366312246,293.0
11189,4112662,"Influenza with pneumonia, influenza virus identified",1195,1218,2,1,81.5,98.0,51.5,0.0
11189,196895,Viral gastroenteritis due to Norwalk-like agent,1195,1218,1,4,4.0,371.5,0.0,432.41212980211367
11189,434489,Dead,1195,1218,7,11,394.14285714285717,293.90909090909093,300.4574743246555,366.27199395219805
11189,434490,Chill,1195,1218,7,6,305.0,563.6666666666666,309.9373208523666,499.6604402547349
11189,434492,Abnormal histology findings,1195,1218,3,1,615.3333333333334,818.0,344.9930756148915,0.0
11189,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,1195,1218,4,5,13.25,2.0,16.753730927766508,2.756809750418044
11189,434494,Closed fracture of upper end of humerus,1195,1218,7,3,394.2857142857143,713.0,390.95075111312724,341.3395181731331
11189,4079936,Convalescence after chemotherapy,1195,1218,6,6,178.66666666666666,297.5,107.37111136407016,330.3471658725106
11189,4055361,Generalized epilepsy,1195,1218,1,2,301.0,187.0,0.0,186.0
11189,196931,Neoplasm of digestive tract,1195,1218,4,16,55.25,127.9375,51.15845482420281,213.59876777207774
11189,434500,Closed fracture of neck of femur,1195,1218,4,3,219.75,272.6666666666667,245.10240206901278,215.82760610161887
11189,434502,Closed fracture of phalanx of foot,1195,1218,1,1,1059.0,170.0,0.0,0.0
11189,37396808,Cancer-related fatigue,1195,1218,3,6,122.33333333333333,148.16666666666666,87.42361745483248,171.08128347529885
11189,4309320,Transplanted organ rejection,1195,1218,1,3,809.0,281.3333333333333,0.0,155.11142948073027
11189,319825,Rheumatic heart disease,1195,1218,1,2,384.0,31.0,0.0,14.0
11189,319826,Secondary hypertension,1195,1218,2,4,87.0,453.5,87.0,224.47438606665128
11189,196951,Chronic congestive splenomegaly,1195,1218,1,1,39.0,399.0,0.0,0.0
11189,319835,Congestive heart failure,1195,1218,43,72,296.2093023255814,380.375,316.77404155302696,352.91628049959195
11189,4096347,Gouty arthropathy,1195,1218,1,6,365.0,703.1666666666666,0.0,305.4889068726101
11189,762207,Adhesive capsulitis of left shoulder,1195,1218,1,1,0.0,515.0,0.0,0.0
11189,319843,Mitral valve disorder,1195,1218,19,32,448.05263157894734,492.53125,398.703883481966,379.29844650807297
11189,319844,Acute ischemic heart disease,1195,1218,2,3,123.5,170.0,74.5,218.86220931596816
11189,762213,Bursitis of left shoulder,1195,1218,1,1,350.0,696.0,0.0,0.0
