cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11228,253954,Pulmonary tuberculosis,5162,4494,8,6,548.0,212.83333333333334,282.34110575684866,215.81737392732975
11228,4341763,Gallstone acute pancreatitis,5162,4494,6,1,268.0,245.0,339.2506448041035,0.0
11228,4218884,Fracture of carpal bone,5162,4494,2,2,495.5,643.0,140.5,273.0
11228,81931,Psoriasis with arthropathy,5162,4494,5,6,197.0,128.66666666666666,230.60962685889763,79.92844021720651
11228,196620,Viral enteritis,5162,4494,10,3,404.4,714.3333333333334,374.7327581090289,301.5806507203154
11228,4153359,Arthritis of spine,5162,4494,2,2,571.0,35.5,474.0,35.5
11228,196625,Viral hepatitis A without hepatic coma,5162,4494,2,2,195.5,79.5,154.5,77.5
11228,4153362,Extravasation injury,5162,4494,1,1,9.0,96.0,0.0,0.0
11228,4005907,Injury of brachial artery,5162,4494,1,2,0.0,402.5,0.0,381.5
11228,81942,Enthesopathy of ankle AND/OR tarsus,5162,4494,7,1,500.85714285714283,738.0,258.0561558882809,0.0
11228,4177944,Panacinar emphysema,5162,4494,7,4,276.42857142857144,300.75,182.0901324249357,376.74684802928346
11228,73754,Restless legs,5162,4494,20,17,527.15,448.4117647058824,370.184585713668,289.23043099669314
11228,434203,Late effect of contusion,5162,4494,2,1,408.5,237.0,142.5,0.0
11228,40484892,Imaging of biliary tract abnormal,5162,4494,3,1,420.6666666666667,765.0,292.8541540691468,0.0
11228,24602,Benign neoplasm of esophagus,5162,4494,4,1,439.5,260.0,331.0207697411146,0.0
11228,24609,Hypoglycemia,5162,4494,62,44,380.758064516129,367.04545454545456,360.21005007758885,347.6081881649781
11228,4153380,Disorder of carotid artery,5162,4494,52,70,396.25,463.4,310.80007641569205,354.3317815671795
11228,40484908,Imaging of brain abnormal,5162,4494,239,250,253.6276150627615,191.232,297.59916499059386,251.57388214200614
11228,196653,Malignant tumor of kidney,5162,4494,8,23,517.125,433.4347826086956,377.89133275982925,314.8857385709736
11228,196654,Lipoma of intra-abdominal organs,5162,4494,1,1,39.0,863.0,0.0,0.0
11228,434223,Poisoning by psychotropic agent,5162,4494,2,2,387.5,476.0,333.5,113.0
11228,434228,Passenger in vehicular AND/OR traffic accident,5162,4494,7,2,323.14285714285717,248.0,253.55609611593056,248.0
11228,4210746,Localized amyloidosis,5162,4494,21,41,157.33333333333334,221.46341463414635,250.09014247882575,283.2179284631791
11228,4128827,Voice production finding,5162,4494,3,9,380.3333333333333,577.4444444444445,119.23180038153504,283.04106930546357
11228,4038720,Exercises regularly,5162,4494,8,14,579.0,511.85714285714283,361.61339853495474,304.68247104693324
11228,81984,Sprain of shoulder and upper arm,5162,4494,7,4,527.4285714285714,341.25,322.5017639565744,287.29895144256966
11228,4145220,"Drug abuse, continuous",5162,4494,9,15,659.2222222222222,617.2,317.0179727739871,354.69652756499704
