cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11118,253954,Pulmonary tuberculosis,4127,1057,9,2,416.55555555555554,182.5,344.2873835462691,133.5
11118,81931,Psoriasis with arthropathy,4127,1057,31,20,226.61290322580646,311.0,309.96843516920995,380.89512992423516
11118,196620,Viral enteritis,4127,1057,2,1,413.5,550.0,93.5,0.0
11118,4153359,Arthritis of spine,4127,1057,7,3,352.57142857142856,439.0,197.7891064043844,439.50047402325595
11118,196625,Viral hepatitis A without hepatic coma,4127,1057,2,1,477.0,741.0,477.0,0.0
11118,81942,Enthesopathy of ankle AND/OR tarsus,4127,1057,14,1,556.2857142857143,56.0,366.15325217951107,0.0
11118,73754,Restless legs,4127,1057,22,6,422.59090909090907,256.5,316.1393046069333,285.83080659718956
11118,40484892,Imaging of biliary tract abnormal,4127,1057,2,1,345.5,683.0,345.5,0.0
11118,24609,Hypoglycemia,4127,1057,23,4,331.1304347826087,717.75,297.02295392895235,246.70668312796067
11118,4153380,Disorder of carotid artery,4127,1057,30,10,388.56666666666666,256.7,367.217708662798,259.44673827203917
11118,40484908,Imaging of brain abnormal,4127,1057,63,20,202.0793650793651,245.2,256.1143904640493,303.70670061755305
11118,196653,Malignant tumor of kidney,4127,1057,1,3,122.0,179.0,0.0,146.97618854766918
11118,434223,Poisoning by psychotropic agent,4127,1057,1,2,676.0,0.0,0.0,0.0
11118,442425,Lumbar post-laminectomy syndrome,4127,1057,4,1,722.0,24.0,277.15338713427263,0.0
11118,4128827,Voice production finding,4127,1057,4,1,504.75,3.0,386.5665369635608,0.0
11118,81984,Sprain of shoulder and upper arm,4127,1057,16,4,512.125,460.5,369.44872360721456,122.97662379493104
11118,4038720,Exercises regularly,4127,1057,3,3,184.66666666666666,372.3333333333333,261.1581045182316,490.55773247283435
11118,4145220,"Drug abuse, continuous",4127,1057,7,3,154.0,577.0,320.5419517896883,376.1808075912433
11118,4317258,Disorder of skin,4127,1057,18,3,515.5,250.33333333333334,348.2193194589359,201.72974220200868
11118,37109843,Absence of lower limb,4127,1057,2,1,49.5,0.0,49.5,0.0
11118,24660,Acute tonsillitis,4127,1057,4,1,531.5,163.0,369.79757976493033,0.0
11118,73819,Pain of breast,4127,1057,51,2,434.70588235294116,644.5,341.7449624751806,181.5
11118,4317278,Calcific tendinitis,4127,1057,3,1,388.3333333333333,88.0,280.44290367599285,0.0
11118,434272,Varicella,4127,1057,14,3,387.64285714285717,866.3333333333334,417.09276240301705,127.01006084383849
11118,4096099,Phlebitis of deep veins of lower extremity,4127,1057,1,2,56.0,371.5,0.0,348.5
11118,434281,Aspergillosis,4127,1057,4,2,7.0,694.5,5.0,286.5
11118,45768812,Anemia in chronic kidney disease,4127,1057,31,31,290.19354838709677,317.83870967741933,313.15547198763124,290.52400897668247
11118,254061,Pleural effusion,4127,1057,180,88,287.0388888888889,207.4659090909091,342.89333235941353,269.9546236644409
11118,254062,Acute chest syndrome,4127,1057,1,1,2.0,464.0,0.0,0.0
