cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11136,196620,Viral enteritis,39822,24419,12,10,542.9166666666666,542.2,300.08233823772804,298.6445378706934
11136,196625,Viral hepatitis A without hepatic coma,39822,24419,8,8,625.125,336.5,280.5732691740252,365.55847685425107
11136,196653,Malignant tumor of kidney,39822,24419,15,21,439.46666666666664,366.3809523809524,300.70868885942684,308.13424350133596
11136,196654,Lipoma of intra-abdominal organs,39822,24419,15,5,508.0,810.4,376.92881732939094,206.3071496579796
11136,4128827,Voice production finding,39822,24419,61,22,432.1311475409836,486.8636363636364,303.8560096552332,307.0022646428976
11136,4030563,Para 1,39822,24419,53,39,389.811320754717,325.4871794871795,335.43646906307146,307.2877939280585
11136,4096099,Phlebitis of deep veins of lower extremity,39822,24419,7,8,592.1428571428571,455.5,348.78295689498384,331.4886875897879
11136,196715,Budd-Chiari syndrome,39822,24419,12,6,542.0833333333334,561.8333333333334,294.779990934859,330.626383634996
11136,196724,Disorder of diaphragm,39822,24419,50,56,338.64,391.2857142857143,300.9012303065576,273.41332619090736
11136,196726,Gallbladder calculus with acute cholecystitis and no obstruction,39822,24419,118,36,477.9237288135593,494.55555555555554,331.1434006738241,332.02488565069643
11136,196733,Urethral syndrome,39822,24419,4,3,366.5,636.6666666666666,316.8544618590687,271.4311862864857
11136,196734,Disorder of prostate,39822,24419,1,53,975.0,375.8301886792453,0.0,310.2190179351415
11136,196735,Acute pyelonephritis without medullary necrosis,39822,24419,184,18,364.7228260869565,610.9444444444445,343.08796615802197,262.6976445823902
11136,196738,Disorder of male genital organ,39822,24419,1,429,44.0,436.3682983682984,0.0,333.63668181404006
11136,4227210,Retinopathy due to type 1 diabetes mellitus,39822,24419,11,4,351.54545454545456,574.25,295.8047155676632,254.1548494520614
11136,4161682,Hypesthesia,39822,24419,3,1,702.0,814.0,72.0324001173546,0.0
11136,4128914,Fracture of multiple ribs,39822,24419,6,16,100.16666666666667,256.8125,54.069142976583436,234.21710514765996
11136,4194462,Chorioretinal tumor,39822,24419,2,2,527.5,598.5,499.5,244.5
11136,4161701,Pericardial effusion,39822,24419,6,3,609.8333333333334,434.3333333333333,319.7303117038205,364.0021367458652
11136,4096196,Mild protein-calorie malnutrition,39822,24419,11,6,511.54545454545456,544.8333333333334,366.3221045712648,241.10745644951663
11136,4096204,Disorders of amino acid transport and metabolism,39822,24419,10,13,310.1,743.7692307692307,201.03852864563052,191.49137512055765
11136,196813,Simple renal cyst,39822,24419,1,1,487.0,295.0,0.0,0.0
11136,40403168,Congenital glaucoma,39822,24419,4,6,405.0,217.0,302.69043592422935,213.38853452485836
11136,196858,Late effect of fracture of neck of femur,39822,24419,13,5,528.6923076923077,258.4,253.81713120803047,298.5368318985113
11136,196895,Viral gastroenteritis due to Norwalk-like agent,39822,24419,8,11,538.75,223.63636363636363,331.83570859688984,210.6143708846585
11136,4096313,Multiple injuries,39822,24419,35,23,326.25714285714287,345.69565217391306,320.19443582719214,379.29470414150535
11136,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,39822,24419,34,15,256.2647058823529,163.06666666666666,250.96218473325808,243.77324618496502
11136,196931,Neoplasm of digestive tract,39822,24419,51,30,519.2352941176471,506.06666666666666,356.1004808755746,314.5873416963174
11136,196943,Red blood cell sequestration in spleen,39822,24419,2,3,359.0,590.3333333333334,184.0,138.62499373810223
11136,196951,Chronic congestive splenomegaly,39822,24419,1,2,115.0,651.5,0.0,148.5
11136,4096343,Bleeding from ear,39822,24419,6,2,393.1666666666667,923.0,249.7194536986567,132.0
11136,4096347,Gouty arthropathy,39822,24419,22,69,272.6363636363636,445.7391304347826,283.58973975774893,354.2261887786322
11136,4096359,Benign neoplasm of skin of auricle,39822,24419,4,5,538.25,608.2,348.1266831198091,363.02859391513505
11136,4227449,Spondylosis,39822,24419,69,38,214.9855072463768,311.0263157894737,305.76596585773996,382.26805742637174
11136,4030847,Secondary impetiginization,39822,24419,1,1,947.0,980.0,0.0,0.0
11136,197006,Residual hemorrhoidal skin tags,39822,24419,144,80,443.49305555555554,405.5875,297.3006333973094,291.23236829677774
11136,197018,Chronic gastric ulcer with hemorrhage but without obstruction,39822,24419,6,11,465.6666666666667,327.72727272727275,324.0985789677099,255.1164051277167
11136,197019,Bile duct calculus with acute cholecystitis and no obstruction,39822,24419,1,2,416.0,164.0,0.0,104.0
11136,197023,Bilateral inguinal hernia,39822,24419,11,81,208.9090909090909,328.39506172839504,273.1324868482342,296.6228298453948
11136,197028,Calculus of lower urinary tract,39822,24419,1,1,227.0,1025.0,0.0,0.0
11136,197034,Intussusception of intestine,39822,24419,9,8,546.1111111111111,627.125,247.9365709407883,316.09984083355687
11136,197035,Acute pyelonephritis with medullary necrosis,39822,24419,6,1,721.8333333333334,1065.0,354.2115265707139,0.0
11136,197036,Vesicoureteric reflux,39822,24419,11,4,364.0,551.0,252.5070656077136,192.67459614593722
11136,4194739,Late effect of fracture of cervical vertebra,39822,24419,3,3,666.3333333333334,363.6666666666667,258.701028645466,268.3683207004052
