cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11172,196620,Viral enteritis,15666,14252,9,19,238.0,335.94736842105266,255.92490217943927,310.0055133099224
11172,196625,Viral hepatitis A without hepatic coma,15666,14252,2,1,638.5,510.0,81.5,0.0
11172,196653,Malignant tumor of kidney,15666,14252,3,6,299.6666666666667,462.6666666666667,177.71575306902,202.6472030127455
11172,196654,Lipoma of intra-abdominal organs,15666,14252,4,1,679.5,985.0,399.5832203684234,0.0
11172,4128827,Voice production finding,15666,14252,19,8,375.10526315789474,426.5,322.5766159072816,305.66444019545355
11172,4128845,Delivery problem,15666,14252,10,15,615.6,623.2,197.05593114646408,200.08171663931049
11172,4030563,Para 1,15666,14252,11,10,521.3636363636364,607.9,254.20867331146837,370.41799362342
11172,196715,Budd-Chiari syndrome,15666,14252,2,2,350.0,514.0,194.0,227.0
11172,196724,Disorder of diaphragm,15666,14252,14,18,360.2857142857143,363.72222222222223,220.61713072050168,283.9140725946566
11172,196726,Gallbladder calculus with acute cholecystitis and no obstruction,15666,14252,17,1,581.6470588235294,874.0,306.617205529376,0.0
11172,196733,Urethral syndrome,15666,14252,1,1,138.0,933.0,0.0,0.0
11172,196735,Acute pyelonephritis without medullary necrosis,15666,14252,35,10,535.4857142857143,667.4,296.69786184684546,352.5740205970939
11172,196738,Disorder of male genital organ,15666,14252,1,122,153.0,512.2704918032787,0.0,302.59598224948166
11172,4128914,Fracture of multiple ribs,15666,14252,1,1,505.0,503.0,0.0,0.0
11172,4194462,Chorioretinal tumor,15666,14252,2,2,893.0,422.5,118.0,36.5
11172,196796,Congenital biliary atresia,15666,14252,7,12,514.2857142857143,644.9166666666666,277.46078965489585,272.6641579957945
11172,4096196,Mild protein-calorie malnutrition,15666,14252,22,41,397.77272727272725,392.0,285.4372931960844,282.9609125811911
11172,4096204,Disorders of amino acid transport and metabolism,15666,14252,5,3,578.4,257.3333333333333,266.6657833318703,300.4688928251235
11172,196895,Viral gastroenteritis due to Norwalk-like agent,15666,14252,17,14,438.94117647058823,332.5,301.6003336299128,224.2408622122968
