cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11141,253954,Pulmonary tuberculosis,2396,3550,3,5,878.0,534.6,156.62268886296988,293.4802207986085
11141,4341763,Gallstone acute pancreatitis,2396,3550,2,4,235.5,237.25,177.5,132.2958332677186
11141,4145158,Right hypoplastic heart syndrome,2396,3550,4,1,256.5,0.0,339.878287038169,0.0
11141,81931,Psoriasis with arthropathy,2396,3550,4,10,492.75,420.3,278.45679646939845,356.72371662114085
11141,196620,Viral enteritis,2396,3550,7,4,325.57142857142856,288.5,286.33290172846864,166.26259350798063
11141,196625,Viral hepatitis A without hepatic coma,2396,3550,2,7,447.0,439.14285714285717,192.0,309.41392921430787
11141,4177944,Panacinar emphysema,2396,3550,2,1,94.0,230.0,94.0,0.0
11141,73754,Restless legs,2396,3550,8,13,352.0,352.46153846153845,383.5384596099849,278.45662979098955
11141,40484892,Imaging of biliary tract abnormal,2396,3550,3,4,138.66666666666666,340.5,128.01128422482483,286.1315257010314
11141,24609,Hypoglycemia,2396,3550,55,46,284.4,260.39130434782606,350.21383597609463,337.6929708079238
11141,4153380,Disorder of carotid artery,2396,3550,41,60,320.0731707317073,415.68333333333334,327.95332730427737,362.45424960338863
11141,40484908,Imaging of brain abnormal,2396,3550,194,266,145.52061855670104,114.2406015037594,244.41968319601025,224.88095933252083
11141,196653,Malignant tumor of kidney,2396,3550,2,5,398.5,703.4,315.5,144.4113568941169
11141,196654,Lipoma of intra-abdominal organs,2396,3550,3,1,521.3333333333334,1047.0,410.2107859246132,0.0
11141,434223,Poisoning by psychotropic agent,2396,3550,2,2,152.5,376.5,152.5,2.5
11141,45768755,Localized chronic periodontitis,2396,3550,1,1,268.0,388.0,0.0,0.0
11141,434228,Passenger in vehicular AND/OR traffic accident,2396,3550,2,1,582.5,836.0,109.5,0.0
11141,442425,Lumbar post-laminectomy syndrome,2396,3550,3,1,313.6666666666667,198.0,194.82698877608192,0.0
11141,4210746,Localized amyloidosis,2396,3550,12,20,149.58333333333334,311.55,190.2198107161525,335.2368528369159
11141,4128827,Voice production finding,2396,3550,1,1,691.0,279.0,0.0,0.0
