cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11221,253954,Pulmonary tuberculosis,2000,2672,4,8,698.25,203.5,417.36756881674455,172.22369175000284
11221,4341763,Gallstone acute pancreatitis,2000,2672,3,9,122.33333333333333,289.77777777777777,173.00545913030862,295.01253373666754
11221,4145158,Right hypoplastic heart syndrome,2000,2672,3,1,344.3333333333333,207.0,163.31020244376106,0.0
11221,81931,Psoriasis with arthropathy,2000,2672,3,4,648.3333333333334,580.75,380.19673269973737,309.73970927215646
11221,196620,Viral enteritis,2000,2672,3,5,380.3333333333333,233.6,214.22936825333315,400.6897053831056
11221,196625,Viral hepatitis A without hepatic coma,2000,2672,15,18,587.4,464.77777777777777,363.39836726839235,355.96637724424903
11221,81942,Enthesopathy of ankle AND/OR tarsus,2000,2672,1,1,415.0,720.0,0.0,0.0
11221,73754,Restless legs,2000,2672,11,7,389.1818181818182,217.42857142857142,317.0141431263734,306.87356965874733
11221,24602,Benign neoplasm of esophagus,2000,2672,3,2,365.3333333333333,175.0,247.81220488282835,88.0
11221,40484892,Imaging of biliary tract abnormal,2000,2672,10,14,153.0,434.7857142857143,139.34346055699922,287.94001820107025
11221,24609,Hypoglycemia,2000,2672,77,73,268.3636363636364,212.7945205479452,339.5093828090002,276.5903433819904
11221,4153380,Disorder of carotid artery,2000,2672,15,29,458.2,348.51724137931035,316.9330528676364,334.57957361746577
11221,40484908,Imaging of brain abnormal,2000,2672,180,255,137.22222222222223,164.19607843137254,222.538200355094,238.1870264990611
11221,196653,Malignant tumor of kidney,2000,2672,3,15,192.66666666666666,414.73333333333335,158.47046692961086,344.7200732317294
11221,196654,Lipoma of intra-abdominal organs,2000,2672,3,3,478.3333333333333,390.0,239.15452930874815,423.1028243819698
11221,434223,Poisoning by psychotropic agent,2000,2672,4,7,279.5,204.42857142857142,380.7837312701266,304.7241643298585
