cohort_definition_id,condition_concept_id,concept_name,num_females_COHORT,num_males_COHORT,num_females_this_symptom,num_males_this_symptom,avg_TTD_females_days,avg_TTD_males_days,std_TTD_females_days,std_TTD_males_days
11181,196620,Viral enteritis,7491,6757,11,8,398.0,448.5,292.3161426824172,319.9437450552831
11181,196625,Viral hepatitis A without hepatic coma,7491,6757,4,4,786.75,619.0,455.3204228892001,186.06047404002817
11181,196653,Malignant tumor of kidney,7491,6757,13,8,366.61538461538464,468.875,340.66914661533605,320.83969420101374
11181,196654,Lipoma of intra-abdominal organs,7491,6757,4,4,453.0,551.5,361.3613150297082,370.62278667130005
11181,4128827,Voice production finding,7491,6757,4,10,565.0,501.3,22.214859891523062,346.826195665783
11181,4030563,Para 1,7491,6757,10,10,471.4,508.0,238.18404648506583,335.0119400857229
11181,4096099,Phlebitis of deep veins of lower extremity,7491,6757,2,5,602.0,543.4,327.0,390.14079509838496
11181,196715,Budd-Chiari syndrome,7491,6757,5,4,215.6,645.75,169.85005151603576,388.70321261857356
11181,196724,Disorder of diaphragm,7491,6757,67,88,219.1044776119403,190.13636363636363,324.144851273033,297.2003908376461
11181,196726,Gallbladder calculus with acute cholecystitis and no obstruction,7491,6757,40,34,500.325,392.11764705882354,353.9517189886214,350.8638721034197
11181,196733,Urethral syndrome,7491,6757,1,1,490.0,233.0,0.0,0.0
11181,196735,Acute pyelonephritis without medullary necrosis,7491,6757,43,10,437.8139534883721,534.1,340.76693636792174,304.8325605967971
11181,4227210,Retinopathy due to type 1 diabetes mellitus,7491,6757,3,3,288.3333333333333,235.33333333333334,237.79029042881928,248.47848107141098
11181,4128914,Fracture of multiple ribs,7491,6757,14,9,357.92857142857144,20.77777777777778,336.9210302314845,50.234511770689146
11181,4194462,Chorioretinal tumor,7491,6757,1,3,1088.0,608.0,0.0,322.1500685498401
11181,196796,Congenital biliary atresia,7491,6757,1,1,271.0,305.0,0.0,0.0
11181,4096196,Mild protein-calorie malnutrition,7491,6757,10,13,137.2,260.46153846153845,135.61032409075645,227.413420679883
11181,4096204,Disorders of amino acid transport and metabolism,7491,6757,3,5,369.0,503.0,155.9422970204043,249.31024848569703
11181,196858,Late effect of fracture of neck of femur,7491,6757,9,4,500.55555555555554,442.0,378.35906259387207,318.70283964847255
11181,196895,Viral gastroenteritis due to Norwalk-like agent,7491,6757,10,10,100.9,274.4,94.38903538017539,210.06437108657906
11181,4096313,Multiple injuries,7491,6757,5,3,152.2,356.3333333333333,237.97092259349674,503.2244915431769
11181,196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,7491,6757,45,17,303.0888888888889,213.23529411764707,269.8471849211634,248.5722831105589
11181,196931,Neoplasm of digestive tract,7491,6757,30,29,345.9,496.2758620689655,317.07720931449273,325.07260690834573
11181,196943,Red blood cell sequestration in spleen,7491,6757,3,2,88.0,699.0,18.05547008526779,77.0
11181,4096347,Gouty arthropathy,7491,6757,26,45,582.4230769230769,520.1111111111111,315.3087830971806,353.6893943198198
11181,4227449,Spondylosis,7491,6757,17,11,462.70588235294116,310.54545454545456,358.98316603262845,364.95538049474777
11181,197006,Residual hemorrhoidal skin tags,7491,6757,52,22,462.0769230769231,360.8636363636364,294.8612350394573,267.6404126731756
11181,197018,Chronic gastric ulcer with hemorrhage but without obstruction,7491,6757,6,12,304.3333333333333,374.9166666666667,305.0845055973108,262.1918694179682
11181,197023,Bilateral inguinal hernia,7491,6757,6,45,473.0,348.4888888888889,376.70014600475,313.5279978440502
11181,197028,Calculus of lower urinary tract,7491,6757,1,2,936.0,552.5,0.0,532.5
11181,197034,Intussusception of intestine,7491,6757,3,4,26.0,160.5,19.510680835549195,60.3179077886493
11181,197035,Acute pyelonephritis with medullary necrosis,7491,6757,4,2,722.5,498.0,300.76111783274115,114.0
11181,197036,Vesicoureteric reflux,7491,6757,3,1,247.66666666666666,115.0,152.36214169609923,0.0
11181,4194739,Late effect of fracture of cervical vertebra,7491,6757,1,2,87.0,238.0,0.0,238.0
11181,4030977,Cellulitis of periorbital region,7491,6757,1,2,92.0,73.5,0.0,66.5
11181,4227594,Acne vulgaris,7491,6757,8,2,151.125,241.5,152.2189520887593,99.5
11181,197150,Late effect of fracture of lower extremities,7491,6757,9,8,552.3333333333334,606.625,377.44550747241794,222.39432181375494
11181,197154,Injury of portal vein,7491,6757,2,1,604.5,478.0,49.5,0.0
11181,4031019,Allergic contact dermatitis,7491,6757,2,4,158.0,525.5,135.0,291.8771145533682
11181,4293175,"Mental state, behavior and/or psychosocial function finding",7491,6757,15,23,406.93333333333334,354.39130434782606,337.03025910970604,347.9862240064952
11181,4162118,Malignant neoplasm of border of tongue,7491,6757,1,1,49.0,414.0,0.0,0.0
11181,4194889,Enthesopathy of lower limb,7491,6757,3,2,430.0,309.5,282.9181271439967,196.5
11181,4194890,Spinal dislocation with cervical cord lesion,7491,6757,2,1,341.5,0.0,21.5,0.0
11181,4194891,Spinal dislocation with lumbar cord lesion,7491,6757,8,3,212.625,127.66666666666667,163.08045368774273,171.43771139655618
11181,4194893,Dislocation of metacarpophalangeal joint,7491,6757,3,3,125.33333333333333,78.33333333333333,121.5931284608176,63.28945848682508
11181,4194894,Muscle and tendon injury,7491,6757,5,3,326.8,372.3333333333333,238.2497848897245,141.1862442150635
11181,4096616,Diffuse brain injury,7491,6757,4,11,8.25,0.2727272727272727,13.718144918318949,0.616575453011388
11181,4129393,Fracture of cervical spine,7491,6757,6,12,14.333333333333334,95.41666666666667,32.05030767749699,168.86308967786758
11181,197239,Hemangioma of intra-abdominal structure,7491,6757,28,19,454.64285714285717,259.0,365.56807205515423,218.22803138966938
11181,4129404,Open wound of upper arm,7491,6757,1,1,193.0,184.0,0.0,0.0
11181,4031106,Melanocytic nevus of face,7491,6757,2,1,501.5,118.0,145.5,0.0
11181,4096643,Contusion of lung,7491,6757,3,3,328.3333333333333,0.0,244.14249027065233,0.0
11181,197253,Hemolytic uremic syndrome,7491,6757,3,2,16.333333333333332,386.5,15.412837362262522,349.5
11181,4031128,Lipoma of skin and subcutaneous tissue of limb,7491,6757,6,2,402.0,82.5,380.3774441262258,41.5
11181,4194981,"Pain due to any device, implant AND/OR graft",7491,6757,9,5,287.8888888888889,148.0,282.43836867317697,89.30397527546016
11181,4096682,Bleeding from nose,7491,6757,77,95,455.4935064935065,424.42105263157896,326.06969310720854,336.2599426492411
11181,4260535,Diverticulitis of large intestine,7491,6757,27,16,469.3703703703704,435.75,332.51178181834547,302.6457293602538
