,11220,condition_concept_id,concept_name
8438,0.526487748654678,435785,Meningitis
8892,0.2617308923097201,437663,Fever
8559,0.2373597667473663,436222,Altered mental status
2961,0.2106000842646933,378253,Headache
7691,0.2072901440816983,433403,Viral meningitis
8894,0.1874465276488711,437677,Abnormal findings on diagnostic imaging of lung
2440,0.1845635126436272,372887,Disorder of brain
11040,0.1805040636618759,73026,Abnormal breath sounds
1713,0.1748118346510853,261880,Atelectasis
1537,0.1437090045308012,254061,Pleural effusion
2855,0.1211420739359715,377091,Seizure
11434,0.107608191798426,77670,Chest pain
1578,0.107608191798426,255848,Pneumonia
2043,0.0985829886153322,320536,Electrocardiogram abnormal
9230,0.0893186369195992,439154,Abnormal findings on diagnostic imaging of skull and head
41,0.0869372530599325,132797,Sepsis
8531,0.0798478084227424,436091,Bacterial meningitis
1057,0.0798263501263464,197320,Acute renal failure syndrome
1265,0.0735901182621494,200219,Abdominal pain
2820,0.0713162123878215,376690,Cerebral edema
9511,0.0701698845655251,440385,Obstructive hydrocephalus
2014,0.0688858445964073,319049,Acute respiratory failure
4013,0.0658311645169211,40484908,Imaging of brain abnormal
74,0.0642849368274117,133299,Swelling of limb
2626,0.0641828283937829,374384,Cerebral ischemia
2033,0.0619412012543215,320128,Essential hypertension
1797,0.0612529656848291,312437,Dyspnea
6014,0.0609269863069674,4180628,Disorder of body system
1630,0.0603994366868584,257907,Disorder of lung
9058,0.0601163327018436,438418,Non-pyogenic meningitis
2830,0.0595446885512565,376713,Cerebral hemorrhage
8369,0.0570536759146649,435515,Hypo-osmolality and or hyponatremia
5004,0.0570536759146649,4110192,Cerebral infarction due to thrombosis of cerebral arteries
2836,0.056185261276245,376961,Disturbance of consciousness
1555,0.0548454654972623,254761,Cough
1284,0.053658447369833,200528,Ascites
10328,0.053223574245167,444070,Tachycardia
11728,0.0517556774606647,81902,Urinary tract infectious disease
7566,0.0514831049088938,432870,Thrombocytopenic disorder
8828,0.0501563792829256,437390,Hypoxemia
11263,0.0501563792829256,75860,Constipation
8445,0.0494499514057013,435796,Dehydration
1742,0.0490076446959301,27674,Nausea and vomiting
1823,0.048161533192563,31317,Dysphagia
1380,0.0480370956512527,201418,"Flatulence, eructation and gas pain"
8371,0.0478575341406619,435517,Acidosis
7590,0.0474584943485283,432923,Subarachnoid hemorrhage
1874,0.0473306677740284,314658,Cardiomegaly
9145,0.0471324199870155,438791,Pulmonary congestion and hypostasis
9049,0.0470316287045536,438398,Leukocytosis
