,11203,condition_concept_id,concept_name
9509,0.5333649599123962,440383,Depressive disorder
6931,0.5251172313248365,4282096,"Major depression, single episode"
2033,0.1766422041806126,320128,Essential hypertension
9910,0.1537019318094291,442077,Anxiety disorder
7563,0.137847301858646,432867,Hyperlipidemia
11434,0.1225269296593979,77670,Chest pain
1265,0.1191384238082701,200219,Abdominal pain
2961,0.1029906600138631,378253,Headache
7786,0.0976066605584932,433736,Obesity
7390,0.0961588022931026,432284,Single major depressive episode
4698,0.0943123290263468,4094448,Pregnancy test negative
820,0.0928091780274571,194696,Dysmenorrhea
1797,0.0903759122744829,312437,Dyspnea
5084,0.0868161256619803,4113821,Anxiety state
7703,0.0849281161281237,433440,Dysthymia
6880,0.0810453495264052,4273391,Suicidal thoughts
1555,0.0807113255390974,254761,Cough
770,0.0746813832758708,194133,Low back pain
7674,0.0720037108892605,433316,Dizziness and giddiness
6179,0.0709678154093609,4193704,Type 2 diabetes mellitus without complication
11263,0.0658413963556916,75860,Constipation
3407,0.0618256996249882,4014295,Single live birth
9347,0.0611733449932328,439777,Anemia
930,0.0601571282895094,195867,Noninflammatory disorder of the vagina
8514,0.0601295276710196,436070,Vitamin D deficiency
2043,0.0596593317406012,320536,Electrocardiogram abnormal
8892,0.0590825647872178,437663,Fever
5455,0.0587259054377311,4144111,Gastroesophageal reflux disease without esophagitis
10337,0.0581100486008834,444094,Finding related to pregnancy
410,0.0570532171094737,138525,Pain in limb
11728,0.056583714431574,81902,Urinary tract infectious disease
8089,0.0564719942774658,434613,Generalized anxiety disorder
199,0.0559376765695987,134736,Backache
1713,0.0551046487652244,261880,Atelectasis
2007,0.0548005828163806,318800,Gastroesophageal reflux disease
11040,0.0536753745992479,73026,Abnormal breath sounds
8918,0.0531499628520318,437827,Pure hypercholesterolemia
8894,0.051440402654887,437677,Abnormal findings on diagnostic imaging of lung
6585,0.0512598741527442,4239938,First trimester pregnancy
1954,0.0502260428211912,317009,Asthma
10716,0.0494332645395756,45768910,Uncomplicated asthma
8737,0.0490815201039049,436962,Insomnia
1609,0.0488412493953891,257011,Acute upper respiratory infection
6466,0.0477751678577933,4223659,Fatigue
530,0.0466492256787525,140673,Hypothyroidism
1888,0.0458811736744564,315078,Palpitations
6873,0.0453443988116722,4272240,Malaise
6934,0.0450885824219371,4282316,Recurrent major depression
957,0.0445058265955273,196168,Irregular periods
5541,0.0442056960425626,4149084,Vaginitis
