,11229,condition_concept_id,concept_name
1537,0.2612700869358623,254061,Pleural effusion
8894,0.25958447347176,437677,Abnormal findings on diagnostic imaging of lung
1713,0.2590079940068573,261880,Atelectasis
11434,0.2073304560845875,77670,Chest pain
1797,0.1787990668305402,312437,Dyspnea
2043,0.1567620521615174,320536,Electrocardiogram abnormal
6148,0.1487951893290395,4188331,Chronic pulmonary edema
6014,0.1479292490945315,4180628,Disorder of body system
11040,0.1466483713769034,73026,Abnormal breath sounds
1578,0.1432771444486987,255848,Pneumonia
8559,0.1320696145479121,436222,Altered mental status
1630,0.12979223673588,257907,Disorder of lung
10328,0.1190235337542207,444070,Tachycardia
2033,0.1186423714483023,320128,Essential hypertension
1057,0.1149177165546768,197320,Acute renal failure syndrome
3800,0.112592554150224,40479589,Takotsubo cardiomyopathy
6962,0.1114873369560297,42872402,Coronary arteriosclerosis in native artery
2021,0.1088215165752875,319835,Congestive heart failure
8892,0.1078792617025496,437663,Fever
41,0.1072709504465169,132797,Sepsis
6749,0.1021124583373449,4256228,Respiratory failure
1265,0.0977655809179356,200219,Abdominal pain
1825,0.0968898907258862,313217,Atrial fibrillation
1284,0.0968307794578271,200528,Ascites
2440,0.0934295374856759,372887,Disorder of brain
7563,0.0927087405256285,432867,Hyperlipidemia
6845,0.0919067208436858,4270024,Acute non-ST segment elevation myocardial infarction
8828,0.0909050593641473,437390,Hypoxemia
1874,0.0874746797655002,314658,Cardiomegaly
2773,0.0823291103675296,376208,Disorder of soft tissue
9347,0.0809094462769122,439777,Anemia
4013,0.0763663159143216,40484908,Imaging of brain abnormal
1555,0.0758526058846052,254761,Cough
5455,0.0748147926455102,4144111,Gastroesophageal reflux disease without esophagitis
1952,0.0737531613709119,317002,Low blood pressure
10403,0.0710902654950517,444406,Acute subendocardial infarction
838,0.0698687072086433,194984,Disease of liver
1924,0.0692624725734545,316139,Heart failure
5873,0.0686618254337319,4171917,Localized edema
11728,0.0680666637326163,81902,Urinary tract infectious disease
6536,0.0645760655924821,4233565,Severe protein-calorie malnutrition
9074,0.0634620225749707,438485,Postoperative state
8560,0.062830766522415,436230,Blood chemistry abnormal
8757,0.0621586292325874,437113,Asthenia
7884,0.0601601521877952,434004,Hypervolemia
2075,0.0591196753303905,321319,Cardiomyopathy
991,0.0570958284634686,196523,Diarrhea
8088,0.056830746726937,434610,Hyperkalemia
7585,0.0566012633776766,4329041,Pain
5614,0.0558495702421467,4152351,"Abdominal distension, gaseous"
