,11206,condition_concept_id,concept_name
9597,0.9312304751571796,440740,Takayasu's disease
2033,0.1119347888023271,320128,Essential hypertension
7563,0.0752749276167311,432867,Hyperlipidemia
1875,0.0698605105395096,314659,Arteritis
6931,0.0612765812531246,4282096,"Major depression, single episode"
11040,0.0602199420933849,73026,Abnormal breath sounds
1797,0.0596985540279077,312437,Dyspnea
1713,0.0596985540279077,261880,Atelectasis
410,0.0531526834522993,138525,Pain in limb
9347,0.0526924493317118,439777,Anemia
1961,0.0501449637602257,317305,Stricture of artery
2022,0.0475857577676455,319843,Mitral valve disorder
1420,0.0459574359398434,201826,Type 2 diabetes mellitus
6962,0.0459574359398434,42872402,Coronary arteriosclerosis in native artery
6993,0.0455328161715638,4290976,Temporal arteritis
11434,0.0451649565700387,77670,Chest pain
1537,0.0451649565700387,254061,Pleural effusion
2075,0.040001885259042,321319,Cardiomyopathy
1853,0.0393109100254934,314054,Aortic valve disorder
1974,0.0392253924991238,317895,Renovascular hypertension
8514,0.0389701624858615,436070,Vitamin D deficiency
1888,0.0386324986766555,315078,Palpitations
1944,0.0386324986766555,316822,Heart murmur
991,0.0386324986766555,196523,Diarrhea
6973,0.0382978632832028,4288310,Carotid artery obstruction
7786,0.0382978632832028,433736,Obesity
1057,0.0382978632832028,197320,Acute renal failure syndrome
8659,0.0382978632832028,436659,Iron deficiency anemia
1370,0.037966202465928,201340,Gastritis
1555,0.0376374638083655,254761,Cough
8894,0.0376374638083655,437677,Abnormal findings on diagnostic imaging of lung
2961,0.0373115962674423,378253,Headache
5296,0.0349302552697548,4132130,Dilatation of aorta
2258,0.0346241061550707,36717267,Ectasia of thoracic aorta
603,0.0334299758401505,142026,Disorder of cardiovascular prostheses and implants
1883,0.0331831185406989,314963,Giant cell arteritis
7605,0.0331113791877694,433015,Congenital anomaly of aortic arch
2048,0.0328700091323827,320739,Dissection of aorta
5004,0.0317238385117636,4110192,Cerebral infarction due to thrombosis of cerebral arteries
10716,0.0309059989413244,45768910,Uncomplicated asthma
9910,0.0309059989413244,442077,Anxiety disorder
7674,0.0306382906265623,433316,Dizziness and giddiness
9074,0.0306382906265623,438485,Postoperative state
5455,0.0303729619727424,4144111,Gastroesophageal reflux disease without esophagitis
1265,0.0301099710466924,200219,Abdominal pain
8892,0.0301099710466924,437663,Fever
1968,0.0271404394960798,317585,Aortic aneurysm
9684,0.0266641032757879,441051,Thoracic aortic aneurysm without rupture
6828,0.026485863686,4267558,Precocious puberty
3190,0.0264296827279616,381591,Cerebrovascular disease
