,11209,condition_concept_id,concept_name
10149,0.4409713441270853,443454,Cerebral infarction
5004,0.3865653906546562,4110192,Cerebral infarction due to thrombosis of cerebral arteries
1713,0.2046032636141694,261880,Atelectasis
8559,0.2028179080709017,436222,Altered mental status
8894,0.1863355101188725,437677,Abnormal findings on diagnostic imaging of lung
2440,0.175415808181966,372887,Disorder of brain
11040,0.1681564359609337,73026,Abnormal breath sounds
4013,0.156343886861311,40484908,Imaging of brain abnormal
6973,0.1523886996580499,4288310,Carotid artery obstruction
1537,0.1500495009861614,254061,Pleural effusion
2043,0.132447540293554,320536,Electrocardiogram abnormal
11434,0.1288405811352328,77670,Chest pain
2626,0.1206021150465674,374384,Cerebral ischemia
6014,0.1108276009550215,4180628,Disorder of body system
8757,0.1039759053117518,437113,Asthenia
2033,0.1026949620936551,320128,Essential hypertension
7674,0.0973349786833209,433316,Dizziness and giddiness
1797,0.0896077907404943,312437,Dyspnea
1578,0.0867834373492077,255848,Pneumonia
8892,0.0863506022502092,437663,Fever
2961,0.0853884294845572,378253,Headache
7563,0.0843307051215493,432867,Hyperlipidemia
9230,0.0813643511400697,439154,Abnormal findings on diagnostic imaging of skull and head
1874,0.0795709780488083,314658,Cardiomegaly
1057,0.0789837383584112,197320,Acute renal failure syndrome
1630,0.0789202663840675,257907,Disorder of lung
1825,0.0779708087866653,313217,Atrial fibrillation
1933,0.0759862350757906,316437,Cerebral atherosclerosis
2524,0.0755594146078294,373503,Transient cerebral ischemia
1265,0.0681715280922704,200219,Abdominal pain
8108,0.0648703447917775,434657,Weakness of face muscles
2855,0.0637539091788403,377091,Seizure
6148,0.0615325186151176,4188331,Chronic pulmonary edema
9380,0.0611068153765752,439926,Malaise and fatigue
6962,0.0576228946202163,42872402,Coronary arteriosclerosis in native artery
74,0.056668630123321,133299,Swelling of limb
2458,0.0555359490242332,372924,Cerebral artery occlusion
2021,0.0544314153081786,319835,Congestive heart failure
6873,0.0542131074927715,4272240,Malaise
9267,0.0541460677973927,439295,Multiple and bilateral precerebral arterial occlusion
2590,0.0520846450209309,374060,Acute ill-defined cerebrovascular disease
1555,0.0507859849491623,254761,Cough
2773,0.0494749439159564,376208,Disorder of soft tissue
8828,0.048961109186859,437390,Hypoxemia
9524,0.0481135549606534,440424,Aphasia
11728,0.0480279510227367,81902,Urinary tract infectious disease
6179,0.0479820361764094,4193704,Type 2 diabetes mellitus without complication
41,0.0478339434721612,132797,Sepsis
5681,0.0469469212376638,4155909,Anesthesia of skin
2853,0.0468982994793619,377001,Nonruptured cerebral aneurysm
