,11227,condition_concept_id,concept_name
7259,0.4075070126939086,4311499,Primary malignant neoplasm of respiratory tract
8894,0.222033825195148,437677,Abnormal findings on diagnostic imaging of lung
2033,0.2217656382033153,320128,Essential hypertension
1797,0.1846496176368863,312437,Dyspnea
7563,0.1820906805029255,432867,Hyperlipidemia
1630,0.1732260139263226,257907,Disorder of lung
1713,0.1580790959500555,261880,Atelectasis
11434,0.1453805318562876,77670,Chest pain
1555,0.1379759280099487,254761,Cough
1537,0.1245224928525161,254061,Pleural effusion
11040,0.1169093086161394,73026,Abnormal breath sounds
8918,0.1113199906838422,437827,Pure hypercholesterolemia
4716,0.1090871989277015,4094876,"Malignant neoplasm of lower lobe, bronchus or lung"
5438,0.1068609646906615,4142875,Solitary nodule of lung
1265,0.1049159361889708,200219,Abdominal pain
6179,0.0965567111294866,4193704,Type 2 diabetes mellitus without complication
2043,0.0951126578571982,320536,Electrocardiogram abnormal
1571,0.0922748170660947,255573,Chronic obstructive lung disease
1695,0.0897577862080154,261236,"Primary malignant neoplasm of upper lobe, bronchus or lung"
6962,0.0894592489480257,42872402,Coronary arteriosclerosis in native artery
1747,0.0894024884304329,28083,Primary malignant neoplasm of pharynx
2007,0.0826675621951507,318800,Gastroesophageal reflux disease
1578,0.0811377717246712,255848,Pneumonia
410,0.0806892450337167,138525,Pain in limb
9347,0.079886289384445,439777,Anemia
1799,0.0788938981179951,312648,Benign essential hypertension
11728,0.0778557351678555,81902,Urinary tract infectious disease
1966,0.0751561604394277,317576,Coronary arteriosclerosis
11633,0.0749144313653207,80502,Osteoporosis
1825,0.0745049567030185,313217,Atrial fibrillation
1698,0.0744133786275584,261325,Pulmonary emphysema
6540,0.0727053339476773,4233903,Mass of thoracic structure
770,0.0715249511162151,194133,Low back pain
1889,0.0685151908375455,315085,Lymphadenopathy
8804,0.0684293014859347,437264,Tobacco dependence syndrome
11709,0.0673564743355252,81611,Diverticular disease of colon
2021,0.0663818951972298,319835,Congestive heart failure
10072,0.0660140411736907,443211,Benign prostatic hypertrophy with outflow obstruction
5580,0.0655217748614241,4151250,"Malignant neoplasm of upper lobe, bronchus or lung"
1850,0.0652246830781022,313878,Respiratory symptom
11263,0.0636720633082034,75860,Constipation
1420,0.0629292225696076,201826,Type 2 diabetes mellitus
74,0.0620802617254983,133299,Swelling of limb
7674,0.0615496611979299,433316,Dizziness and giddiness
2961,0.0614120228870719,378253,Headache
1057,0.0570926167663557,197320,Acute renal failure syndrome
259,0.056917869014359,135777,Neoplasm of uncertain behavior of skin
7753,0.0559252956057053,433595,Edema
7171,0.0555528574358477,4305080,Abnormal breathing
8892,0.052770838679542,437663,Fever
