,11197,condition_concept_id,concept_name
8752,0.9108880057858614,437082,Ankylosing spondylitis
770,0.1006765717745533,194133,Low back pain
2033,0.0804508351957696,320128,Essential hypertension
199,0.0701342410114866,134736,Backache
8534,0.0621569711987387,436096,Chronic pain
1477,0.059854861154341,24134,Neck pain
11434,0.0566962577975755,77670,Chest pain
7563,0.054472875138847,432867,Hyperlipidemia
5837,0.054104542231848,4169580,Pain in spine
1797,0.0540012455423658,312437,Dyspnea
11387,0.0531687978557868,77074,Joint pain
409,0.0502437261306488,138519,Spondylosis without myelopathy
5559,0.0502075861775403,4150062,Knee pain
71,0.049690682412767,133295,Inflammatory spondylopathy
11078,0.0494953659545512,73553,Arthropathy
8116,0.0476059045832103,4346975,Lumbar spondylosis
11657,0.0476059045832103,80813,Lumbosacral spondylosis without myelopathy
6321,0.0471941355567245,4208390,Inflammation of sacroiliac joint
11677,0.0464832013245571,81112,Arthralgia of the lower leg
11600,0.0464447849592296,80180,Osteoarthritis
5852,0.0448761651939222,4170554,Hip pain
11018,0.0438517390601462,72714,Chronic polyarticular juvenile rheumatoid arthritis
5455,0.0426132466203356,4144111,Gastroesophageal reflux disease without esophagitis
10027,0.0405238165393575,442752,Muscle pain
11036,0.0400821259059173,73008,Enthesopathy
1265,0.0400208878571121,200219,Abdominal pain
596,0.0383169475913644,141941,Cervical spondylosis without myelopathy
11130,0.0381400626252776,74132,Degeneration of lumbosacral intervertebral disc
6737,0.0363597706302101,4253901,Juvenile rheumatoid arthritis
410,0.03588483925923,138525,Pain in limb
2961,0.0352661195378716,378253,Headache
7786,0.0350671205057433,433736,Obesity
1856,0.0348673716605243,314131,Degeneration of cervical intervertebral disc
5418,0.0344447946745159,4140164,Disorder of sacrococcygeal spine
8892,0.0333507398809267,437663,Fever
11655,0.0332373047465609,80809,Rheumatoid arthritis
11263,0.032804725634405,75860,Constipation
8514,0.0322295406215682,436070,Vitamin D deficiency
10716,0.0319502821129801,45768910,Uncomplicated asthma
8918,0.0316735281987359,437827,Pure hypercholesterolemia
11126,0.0312908192870254,74125,Inflammatory polyarthropathy
11492,0.0308092006089451,78508,Arthralgia of the ankle and/or foot
1555,0.030015665892834,254761,Cough
9910,0.0296681191049101,442077,Anxiety disorder
6179,0.0296681191049101,4193704,Type 2 diabetes mellitus without complication
11470,0.0287763755549716,78232,Shoulder joint pain
10265,0.028637926280807,443769,Degeneration of lumbar intervertebral disc
10996,0.028637926280807,72418,Scoliosis deformity of spine
5786,0.0285382304101922,4166231,Genetic predisposition
6466,0.0276253205327727,4223659,Fatigue
