,11147,condition_concept_id,concept_name
1370,0.2968576618610877,201340,Gastritis
1265,0.2124233554834782,200219,Abdominal pain
1064,0.1709493976222584,197381,Epigastric pain
3221,0.1605360360988741,4000609,Disorder of upper gastrointestinal tract
2033,0.1579693202029506,320128,Essential hypertension
11434,0.155901277955236,77670,Chest pain
874,0.1480077860945267,195306,Gastroduodenitis
7563,0.1443250732967358,432867,Hyperlipidemia
1797,0.1267097563662013,312437,Dyspnea
1555,0.1197130555662724,254761,Cough
2007,0.1159495256357049,318800,Gastroesophageal reflux disease
2961,0.1102192761618187,378253,Headache
410,0.1084721044238436,138525,Pain in limb
6476,0.1058944744446899,4225273,Chronic gastritis
7674,0.0957198159951999,433316,Dizziness and giddiness
5455,0.094840108150592,4144111,Gastroesophageal reflux disease without esophagitis
770,0.0944394546255476,194133,Low back pain
5541,0.0932961949927183,4149084,Vaginitis
11263,0.0918787318862432,75860,Constipation
1234,0.0918762437374702,199866,Acute gastritis
643,0.0913912371689167,192667,Atrophic gastritis
9347,0.0907473782577209,439777,Anemia
4698,0.0903484895000678,4094448,Pregnancy test negative
3720,0.0901824084256954,4043371,Inflammatory disorder of digestive tract
991,0.0879544724847068,196523,Diarrhea
2043,0.0877526644438915,320536,Electrocardiogram abnormal
11728,0.0875506767727063,81902,Urinary tract infectious disease
9483,0.085619708458617,440321,Helicobacter-associated disease
1776,0.0855832447908619,30437,Gastro-esophageal reflux disease with esophagitis
7786,0.0849391732627282,433736,Obesity
1335,0.083121029435992,201061,Diaphragmatic hernia
1145,0.0830932108359149,198194,Female genital organ symptoms
1713,0.0813546988600477,261880,Atelectasis
6179,0.0808509541489375,4193704,Type 2 diabetes mellitus without complication
8918,0.0788958675979697,437827,Pure hypercholesterolemia
8892,0.0782400440940805,437663,Fever
11040,0.0778373934972631,73026,Abnormal breath sounds
1742,0.0762292428386706,27674,Nausea and vomiting
8894,0.0753711585917565,437677,Abnormal findings on diagnostic imaging of lung
1083,0.0750815802311716,197610,Cyst of ovary
1120,0.071887605557985,197988,Generalized abdominal pain
199,0.0712136993800564,134736,Backache
1463,0.0709189939711143,23325,Heartburn
1049,0.0704315695874538,197236,Uterine leiomyoma
4330,0.0695219838243037,4059049,Mammography abnormal
7736,0.0691319608644795,433516,Duodenitis
9509,0.067356696267097,440383,Depressive disorder
1082,0.0666640170501512,197607,Excessive and frequent menstruation
9756,0.0662623128074381,441408,Vomiting
74,0.0660154322192684,133299,Swelling of limb
