,11226,condition_concept_id,concept_name
6993,0.4319915175311223,4290976,Temporal arteritis
1883,0.377712403682956,314963,Giant cell arteritis
2033,0.1955020831084228,320128,Essential hypertension
2961,0.185701187121457,378253,Headache
7563,0.1831603075960471,432867,Hyperlipidemia
1797,0.1305066676159128,312437,Dyspnea
11434,0.1129141668986995,77670,Chest pain
1555,0.105629381937493,254761,Cough
8918,0.1016585996472,437827,Pure hypercholesterolemia
6179,0.1014786659172996,4193704,Type 2 diabetes mellitus without complication
410,0.0955293663823779,138525,Pain in limb
770,0.09106916218395,194133,Low back pain
1713,0.088723900513585,261880,Atelectasis
6973,0.087892330944975,4288310,Carotid artery obstruction
11040,0.0853360524027037,73026,Abnormal breath sounds
7674,0.0852449715791625,433316,Dizziness and giddiness
2007,0.084715499706,318800,Gastroesophageal reflux disease
11633,0.0842389321914686,80502,Osteoporosis
1477,0.0840475706202175,24134,Neck pain
1799,0.0822511292171797,312648,Benign essential hypertension
8894,0.0811733181391572,437677,Abnormal findings on diagnostic imaging of lung
1265,0.0801326345732706,200219,Abdominal pain
11728,0.0797374387935397,81902,Urinary tract infectious disease
2043,0.0785716092244406,320536,Electrocardiogram abnormal
9347,0.0738885331779508,439777,Anemia
9269,0.0724469497934828,439297,Nuclear senile cataract
1566,0.0718540953635384,255348,Polymyalgia rheumatica
6962,0.070949231003775,42872402,Coronary arteriosclerosis in native artery
1966,0.0700396421835146,317576,Coronary arteriosclerosis
1420,0.0661839841453125,201826,Type 2 diabetes mellitus
1630,0.0655630646508577,257907,Disorder of lung
11600,0.0652172817465229,80180,Osteoarthritis
11263,0.0651250403989875,75860,Constipation
1875,0.0645897940817407,314659,Arteritis
2021,0.0645610553023762,319835,Congestive heart failure
11470,0.0635744444434978,78232,Shoulder joint pain
5455,0.0603619622745794,4144111,Gastroesophageal reflux disease without esophagitis
7753,0.0593008497942,433595,Edema
8892,0.0587986214725946,437663,Fever
2578,0.0586955535718706,374034,Visual disturbance
7786,0.058241906047875,433736,Obesity
11657,0.0581520762239829,80813,Lumbosacral spondylosis without myelopathy
2715,0.0558560452606241,375545,Cataract
1145,0.0552572084525397,198194,Female genital organ symptoms
8514,0.0544154143118075,436070,Vitamin D deficiency
8013,0.0539647634963108,4343935,Giant cell arteritis with polymyalgia rheumatica
1825,0.0539439224086698,313217,Atrial fibrillation
1888,0.0539439224086698,315078,Palpitations
5559,0.0528757259253298,4150062,Knee pain
991,0.0528757259253298,196523,Diarrhea
