,11182,condition_concept_id,concept_name
7535,0.8820860149919852,432791,Angioedema
10087,0.2451952218157274,443257,Swelling / lump finding
1580,0.1535612265630507,255919,Finding of head and neck region
8296,0.1136858555797615,43530807,Allergic disposition
9641,0.0907210854910558,440933,Effects of accidental exposure to external cause
3711,0.0844432295450696,4042836,Disorder of head
1713,0.0773318553767759,261880,Atelectasis
2033,0.0756864967517381,320128,Essential hypertension
8894,0.0719215752971168,437677,Abnormal findings on diagnostic imaging of lung
11040,0.0663891464281078,73026,Abnormal breath sounds
7753,0.0647392811474707,433595,Edema
1797,0.0641689863764736,312437,Dyspnea
7563,0.0625164462198015,432867,Hyperlipidemia
1537,0.0575372602376934,254061,Pleural effusion
2043,0.0547710458031889,320536,Electrocardiogram abnormal
9715,0.0521394972424412,441202,Anaphylaxis
11434,0.0520048313686844,77670,Chest pain
501,0.0448126738389727,140214,Eruption
1265,0.0437061880651709,200219,Abdominal pain
8892,0.0387270020830629,437663,Fever
1592,0.0362404494688799,256531,Head and neck swelling
1555,0.0359607876485584,254761,Cough
1630,0.0359607876485584,257907,Disorder of lung
6014,0.0340425812269256,4180628,Disorder of body system
1578,0.0320880874402521,255848,Pneumonia
1823,0.0320786240316609,31317,Dysphagia
478,0.0299007395107355,139900,Urticaria
6179,0.0295291965116021,4193704,Type 2 diabetes mellitus without complication
2014,0.0288920654430114,319049,Acute respiratory failure
1057,0.027584563271531,197320,Acute renal failure syndrome
1742,0.0273961218629746,27674,Nausea and vomiting
1799,0.0272577198568635,312648,Benign essential hypertension
1874,0.0270216130006834,314658,Cardiomegaly
7786,0.0270216130006834,433736,Obesity
74,0.0264586627298358,133299,Swelling of limb
9347,0.0260024156843422,439777,Anemia
8559,0.0258957124589883,436222,Altered mental status
2021,0.0256714546957144,319835,Congestive heart failure
2961,0.0241319265005541,378253,Headache
10328,0.0239972293894721,444070,Tachycardia
10716,0.0238505048747555,45768910,Uncomplicated asthma
6749,0.0236914936632693,4256228,Respiratory failure
11263,0.023643911375598,75860,Constipation
7674,0.023643911375598,433316,Dizziness and giddiness
2773,0.0230809611047504,376208,Disorder of soft tissue
11728,0.0223404703077639,81902,Urinary tract infectious disease
1850,0.0223230040832299,313878,Respiratory symptom
1571,0.0221468973837015,255573,Chronic obstructive lung disease
1825,0.0221468973837015,313217,Atrial fibrillation
1420,0.0213921102922077,201826,Type 2 diabetes mellitus
