,11139,condition_concept_id,concept_name
1379,0.2876196245188901,198964,Chronic hepatitis C
1221,0.2742026929197196,197494,Viral hepatitis C
2288,0.193850806693676,320128,Essential hypertension
8931,0.1517743005912905,432867,Hyperlipidemia
13524,0.1505134064017629,77670,Chest pain
2036,0.1425744429862185,312437,Dyspnea
1458,0.1367836696713508,200219,Abdominal pain
1777,0.133748183659525,254761,Cough
449,0.125155423256818,138525,Pain in limb
8178,0.1202052460683021,4272240,Malaise
2039,0.1167961617780977,312648,Benign essential hypertension
10992,0.1140408744750558,439777,Anemia
667,0.1137663704390392,192242,Acute hepatitis C
10910,0.1117992848047845,439297,Nuclear senile cataract
856,0.111145487817622,194133,Low back pain
2259,0.0985365459223455,318800,Gastroesophageal reflux disease
2301,0.0935396689490323,320536,Electrocardiogram abnormal
13864,0.0930726711010591,81902,Urinary tract infectious disease
10499,0.0909244810003823,437827,Pure hypercholesterolemia
9070,0.0894300878868681,433316,Dizziness and giddiness
9164,0.0867215003686235,433595,Edema
7374,0.0850870079007173,4193704,Type 2 diabetes mellitus without complication
8507,0.0830322173696352,4305080,Abnormal breathing
938,0.0794235432673045,194984,Disease of liver
12281,0.0778018414723354,44784217,Cardiac arrhythmia
10071,0.0770079451307809,436230,Blood chemistry abnormal
913,0.0755542752010424,194692,Cirrhosis - non-alcoholic
1793,0.0746262561061176,255573,Chronic obstructive lung disease
214,0.0742993576125364,134736,Backache
13567,0.0742059580429417,78232,Shoulder joint pain
13478,0.0741125584733471,77234,Benign neoplasm of colon
13715,0.0729226838539664,80180,Osteoarthritis
1908,0.0727582647142248,260139,Acute bronchitis
6699,0.0724780660054409,4150062,Knee pain
10025,0.0722912668662516,436070,Vitamin D deficiency
1832,0.072074745669618,257011,Acute upper respiratory infection
13842,0.0712268074852695,81611,Diverticular disease of colon
3598,0.0705633748287507,378253,Headache
5510,0.0698628780567909,4079750,Osteoarthritis of knee
1700,0.0688354827912499,24134,Neck pain
1198,0.0682750853736821,197320,Acute renal failure syndrome
570,0.067247690108141,140648,Onychomycosis due to dermatophyte
280,0.0654263985010455,135777,Neoplasm of uncertain behavior of skin
2275,0.0646792019442884,319835,Congestive heart failure
13287,0.0642077636259407,75860,Constipation
1123,0.0639787051723286,196523,Diarrhea
2220,0.0633598254415923,317576,Coronary arteriosclerosis
13781,0.0629046101219902,80816,Degeneration of intervertebral disc
10461,0.0623234565496108,437663,Fever
4543,0.0613635172236787,4043371,Inflammatory disorder of digestive tract
