,11153,condition_concept_id,concept_name
11875,0.5016177848775483,443410,Infective pneumonia
2036,0.2088094083941986,312437,Dyspnea
1777,0.1895515879073198,254761,Cough
1801,0.1824029244755376,255848,Pneumonia
1758,0.1446296076984551,254061,Pleural effusion
13524,0.1437798267823506,77670,Chest pain
8507,0.1268204243897149,4305080,Abnormal breathing
2288,0.125590376214349,320128,Essential hypertension
8178,0.1217851167696316,4272240,Malaise
1198,0.1217152717628285,197320,Acute renal failure syndrome
45,0.1176435665514178,132797,Sepsis
7043,0.1169477033354905,4168694,Lung field abnormal
2275,0.1159181361981707,319835,Congestive heart failure
10461,0.1140328149751933,437663,Fever
1947,0.1102645709252748,261880,Atelectasis
10992,0.1058009576201355,439777,Anemia
13864,0.1030472535556204,81902,Urinary tract infectious disease
8931,0.1023229349665511,432867,Hyperlipidemia
10069,0.0960472317626868,436222,Altered mental status
1458,0.0940165528611891,200219,Abdominal pain
1854,0.0938290060836622,257907,Disorder of lung
10384,0.0934487388244009,437390,Hypoxemia
2268,0.0923066436205649,319049,Acute respiratory failure
1793,0.0899965846918547,255573,Chronic obstructive lung disease
2065,0.0883539336059298,313217,Atrial fibrillation
9947,0.085054403747509,435796,Dehydration
2301,0.0842447190390137,320536,Electrocardiogram abnormal
449,0.0814095291332283,138525,Pain in limb
1908,0.0804084173690505,260139,Acute bronchitis
2125,0.0793115920770313,314658,Cardiomegaly
12281,0.078945552504341,44784217,Cardiac arrhythmia
13693,0.0763729280870932,79908,Muscle weakness
9164,0.0758245154410836,433595,Edema
2039,0.0710453061792785,312648,Benign essential hypertension
10306,0.0702149266539527,437113,Asthenia
10463,0.0671867254822378,437677,Abnormal findings on diagnostic imaging of lung
9070,0.064514798043188,433316,Dizziness and giddiness
856,0.0634826440537643,194133,Low back pain
1837,0.0622039872626695,257315,Bacterial pneumonia
9863,0.0621762837413358,435515,Hypo-osmolality and or hyponatremia
10499,0.0612773526352588,437827,Pure hypercholesterolemia
2205,0.0609397684357105,317002,Low blood pressure
2220,0.0601425244747884,317576,Coronary arteriosclerosis
2259,0.059105690294103,318800,Gastroesophageal reflux disease
2063,0.0587595177943113,31317,Dysphagia
12825,0.0579114476600564,46270376,Acute exacerbation of chronic obstructive bronchitis
4736,0.0572224619625229,40481919,Coronary atherosclerosis
1832,0.0556881991850252,257011,Acute upper respiratory infection
10503,0.0556373149769699,437833,Hypokalemia
13287,0.0554977095856387,75860,Constipation
