,11115,condition_concept_id,concept_name
13287,0.4635270172145122,75860,Constipation
1458,0.1451093727341911,200219,Abdominal pain
2288,0.1364637772640577,320128,Essential hypertension
8931,0.1346551834690306,432867,Hyperlipidemia
2036,0.1287871199294092,312437,Dyspnea
13524,0.1260613009892743,77670,Chest pain
8178,0.1251454367123343,4272240,Malaise
1777,0.1199836637518093,254761,Cough
13864,0.1148804081225003,81902,Urinary tract infectious disease
449,0.1141196828166913,138525,Pain in limb
856,0.1109175600178209,194133,Low back pain
10992,0.1065110688904335,439777,Anemia
9070,0.0962215446735788,433316,Dizziness and giddiness
2259,0.0907780720023159,318800,Gastroesophageal reflux disease
10499,0.0891286997829233,437827,Pure hypercholesterolemia
2301,0.0884727613260361,320536,Electrocardiogram abnormal
10910,0.0880332009078316,439297,Nuclear senile cataract
9164,0.0865430502640734,433595,Edema
13715,0.0861952526813773,80180,Osteoarthritis
2039,0.0860449725146528,312648,Benign essential hypertension
13693,0.0860272812284712,79908,Muscle weakness
214,0.0838703051824833,134736,Backache
8507,0.0808410126409255,4305080,Abnormal breathing
12281,0.0789344363378156,44784217,Cardiac arrhythmia
570,0.0748926578794029,140648,Onychomycosis due to dermatophyte
13567,0.0748858535385638,78232,Shoulder joint pain
3598,0.0743428671396054,378253,Headache
2739,0.0739305240847572,37017182,Joint pain of pelvic region
6699,0.071022348810135,4150062,Knee pain
1832,0.0686569416723428,257011,Acute upper respiratory infection
1700,0.0683890689054116,24134,Neck pain
1123,0.0682420951432875,196523,Diarrhea
5510,0.0682257647252737,4079750,Osteoarthritis of knee
2575,0.0680923996448277,36714126,Difficulty walking
650,0.06801174707511,141932,Senile hyperkeratosis
1908,0.0678515259791243,260139,Acute bronchitis
1198,0.0678406390337818,197320,Acute renal failure syndrome
9947,0.0672214440174257,435796,Dehydration
13842,0.0671537755362366,81611,Diverticular disease of colon
10306,0.0668893921844786,437113,Asthenia
280,0.0657312933736674,135777,Neoplasm of uncertain behavior of skin
1947,0.0656959108013042,261880,Atelectasis
13781,0.0651202635663182,80816,Degeneration of intervertebral disc
1793,0.0647922943378746,255573,Chronic obstructive lung disease
2275,0.0644547990322563,319835,Congestive heart failure
10069,0.064102334176792,436222,Altered mental status
2320,0.0634150957520451,321052,Peripheral vascular disease
2125,0.0633062262986198,314658,Cardiomegaly
10730,0.0621317970697948,438720,Mixed hyperlipidemia
10025,0.0619725754941604,436070,Vitamin D deficiency
