,11120,condition_concept_id,concept_name
13866,0.5547914746730608,81931,Psoriasis with arthropathy
2288,0.139098971399641,320128,Essential hypertension
538,0.1334132037881884,140168,Psoriasis
8931,0.1294633410540176,432867,Hyperlipidemia
449,0.1155040304251016,138525,Pain in limb
13524,0.1127862885327462,77670,Chest pain
13715,0.1107806980693078,80180,Osteoarthritis
2036,0.1098214791956313,312437,Dyspnea
1777,0.1093273443061122,254761,Cough
856,0.1090802768613526,194133,Low back pain
10910,0.1029035907423632,439297,Nuclear senile cataract
5510,0.0954915673995759,4079750,Osteoarthritis of knee
280,0.0928973592296004,135777,Neoplasm of uncertain behavior of skin
8178,0.0919090894505621,4272240,Malaise
1458,0.090797285949144,200219,Abdominal pain
10499,0.0894384150029663,437827,Pure hypercholesterolemia
13567,0.0889442801134472,78232,Shoulder joint pain
6699,0.086720673110611,4150062,Knee pain
2039,0.0830146614392174,312648,Benign essential hypertension
13864,0.0806675207140014,81902,Urinary tract infectious disease
650,0.0795029081757237,141932,Senile hyperkeratosis
1700,0.0780733125440259,24134,Neck pain
12521,0.0779497788216461,45766714,Inflammatory dermatosis
471,0.0772085764873674,138825,Actinic keratosis
10992,0.0769615090426078,439777,Anemia
2259,0.0767144415978482,318800,Gastroesophageal reflux disease
214,0.0763438404307088,134736,Backache
9070,0.0753555706516705,433316,Dizziness and giddiness
9164,0.0747379020397716,433595,Edema
2301,0.0723907613145556,320536,Electrocardiogram abnormal
10730,0.0716495589802769,438720,Mixed hyperlipidemia
1832,0.0714030821076641,257011,Acute upper respiratory infection
1908,0.0691788845326811,260139,Acute bronchitis
10025,0.0676964798641237,436070,Vitamin D deficiency
8507,0.0673258786969843,4305080,Abnormal breathing
570,0.0659670077508067,140648,Onychomycosis due to dermatophyte
13781,0.0649787379717684,80816,Degeneration of intervertebral disc
2739,0.0647316705270088,37017182,Joint pain of pelvic region
13123,0.064610461114294,74125,Inflammatory polyarthropathy
4794,0.0637434007479705,40483107,Inflamed seborrheic keratosis
13595,0.0633727995808311,78508,Arthralgia of the ankle and/or foot
8532,0.0622697233012272,4307925,Psoriasis vulgaris
13076,0.0617668611898939,73553,Arthropathy
13463,0.0616832908259925,77074,Joint pain
3617,0.0613094526997744,378427,Tear film insufficiency
7374,0.060531523966096,4193704,Type 2 diabetes mellitus without complication
9205,0.0601609227989566,433736,Obesity
13478,0.0597903216318173,77234,Benign neoplasm of colon
13779,0.0596894874861625,80813,Lumbosacral spondylosis without myelopathy
3598,0.0595432541870577,378253,Headache
