,11187,condition_concept_id,concept_name
9359,0.1949855706906809,434119,Hidradenitis
8931,0.1639122054098311,432867,Hyperlipidemia
2288,0.1528714869107233,320128,Essential hypertension
2039,0.1494743427571516,312648,Benign essential hypertension
7838,0.1474568279874016,4241223,Hidradenitis suppurativa
13524,0.1401321963348296,77670,Chest pain
449,0.1401321963348296,138525,Pain in limb
1777,0.1375843382196509,254761,Cough
2036,0.1375843382196509,312437,Dyspnea
10910,0.1214479034901857,439297,Nuclear senile cataract
8178,0.1146536151830424,4272240,Malaise
856,0.1053114687607204,194133,Low back pain
6699,0.1053114687607204,4150062,Knee pain
8507,0.1044621827223275,4305080,Abnormal breathing
1458,0.1036128966839346,200219,Abdominal pain
10499,0.1019143246071488,437827,Pure hypercholesterolemia
9070,0.0993664664919701,433316,Dizziness and giddiness
12521,0.0951200363000056,45766714,Inflammatory dermatosis
13842,0.0942374396803503,81611,Diverticular disease of colon
5510,0.0934214642232198,4079750,Osteoarthritis of knee
2259,0.0934214642232198,318800,Gastroesophageal reflux disease
12281,0.0934214642232198,44784217,Cardiac arrhythmia
13864,0.0925721781848268,81902,Urinary tract infectious disease
1908,0.0917228921464339,260139,Acute bronchitis
13478,0.090873606108041,77234,Benign neoplasm of colon
2301,0.090873606108041,320536,Electrocardiogram abnormal
10992,0.0900243200696481,439777,Anemia
2220,0.0899539196948798,317576,Coronary arteriosclerosis
13715,0.0890972156977857,80180,Osteoarthritis
1832,0.0890972156977857,257011,Acute upper respiratory infection
9164,0.0883257479928623,433595,Edema
4736,0.0883257479928623,40481919,Coronary atherosclerosis
1793,0.0874764619544694,255573,Chronic obstructive lung disease
13567,0.0849286038392907,78232,Shoulder joint pain
280,0.0849286038392907,135777,Neoplasm of uncertain behavior of skin
3598,0.0832300317625049,378253,Headache
7374,0.0832300317625049,4193704,Type 2 diabetes mellitus without complication
2739,0.0815314596857191,37017182,Joint pain of pelvic region
81,0.0772850294937545,133299,Swelling of limb
2320,0.0772850294937545,321052,Peripheral vascular disease
13595,0.0764357434553616,78508,Arthralgia of the ankle and/or foot
650,0.0753899517442802,141932,Senile hyperkeratosis
214,0.0747371713785758,134736,Backache
13781,0.0738878853401829,80816,Degeneration of intervertebral disc
2387,0.073676543750092,35624677,Sebaceous cyst of skin
11875,0.0721893132633971,443410,Infective pneumonia
471,0.0721893132633971,138825,Actinic keratosis
570,0.0713400272250042,140648,Onychomycosis due to dermatophyte
4309,0.0711064317588097,4027396,Peripheral neuritis
10730,0.0696414551482183,438720,Mixed hyperlipidemia
