,11156,condition_concept_id,concept_name
12186,0.3557312609089461,444406,Acute subendocardial infarction
13524,0.2419790687322728,77670,Chest pain
2028,0.2321031589512759,312327,Acute myocardial infarction
2036,0.1857510925921377,312437,Dyspnea
8150,0.1732378866753246,4270024,Acute non-ST segment elevation myocardial infarction
2275,0.1638647961825556,319835,Congestive heart failure
1198,0.1611299028873366,197320,Acute renal failure syndrome
2220,0.153572131279538,317576,Coronary arteriosclerosis
2301,0.1374453694483491,320536,Electrocardiogram abnormal
1758,0.127006299615618,254061,Pleural effusion
2288,0.1221764423060222,320128,Essential hypertension
8931,0.1176468870053132,432867,Hyperlipidemia
2065,0.1129707557240762,313217,Atrial fibrillation
12281,0.1110223676902274,44784217,Cardiac arrhythmia
8507,0.109224130660822,4305080,Abnormal breathing
8178,0.1028391379480625,4272240,Malaise
2125,0.1022921592890187,314658,Cardiomegaly
1947,0.1020204574714545,261880,Atelectasis
2268,0.1003473462790852,319049,Acute respiratory failure
10992,0.0994071149893564,439777,Anemia
2150,0.0986631226424127,315296,Preinfarction syndrome
45,0.0941303796903457,132797,Sepsis
13386,0.0936870767248462,764123,Atherosclerosis of coronary artery without angina pectoris
10069,0.0934797253377577,436222,Altered mental status
11875,0.0928648212243229,443410,Infective pneumonia
4736,0.0890860209458308,40481919,Coronary atherosclerosis
13864,0.0872985089881714,81902,Urinary tract infectious disease
1777,0.0862760521483902,254761,Cough
1458,0.0840845624882997,200219,Abdominal pain
2205,0.0803593875685375,317002,Low blood pressure
2178,0.0786648262326763,316139,Heart failure
8353,0.0766692635133939,4296653,Acute ST segment elevation myocardial infarction
7043,0.0751470027000025,4168694,Lung field abnormal
9947,0.072058182037167,435796,Dehydration
10306,0.0710500252930471,437113,Asthenia
2276,0.0699215698809196,319843,Mitral valve disorder
449,0.0696986662530566,138525,Pain in limb
9070,0.0687941852024809,433316,Dizziness and giddiness
1793,0.0682436315195218,255573,Chronic obstructive lung disease
10071,0.0674249510429138,436230,Blood chemistry abnormal
13693,0.0671389491296883,79908,Muscle weakness
10384,0.0660914671224998,437390,Hypoxemia
10499,0.0659877914289556,437827,Pure hypercholesterolemia
9164,0.0650368350674808,433595,Edema
1854,0.0644862813845217,257907,Disorder of lung
2039,0.0634816996643171,312648,Benign essential hypertension
10461,0.0614937650012605,437663,Fever
12092,0.0599755339981213,444070,Tachycardia
12882,0.059702899385825,46271022,Chronic kidney disease
9863,0.0583551153697498,435515,Hypo-osmolality and or hyponatremia
