,11180,condition_concept_id,concept_name
3819,0.5214062706068401,381270,Parkinson's disease
8178,0.1394952585469119,4272240,Malaise
13693,0.1209144054697019,79908,Muscle weakness
2288,0.1166956922087553,320128,Essential hypertension
2036,0.113363040980672,312437,Dyspnea
8931,0.1113925448180355,432867,Hyperlipidemia
10069,0.1105990564303967,436222,Altered mental status
13864,0.1071606067506283,81902,Urinary tract infectious disease
1777,0.1044627462326561,254761,Cough
13524,0.1039205291677696,77670,Chest pain
449,0.1032196144253553,138525,Pain in limb
9070,0.1026773973604687,433316,Dizziness and giddiness
856,0.097109753840536,194133,Low back pain
2575,0.0943986685161032,36714126,Difficulty walking
10992,0.0907353971265038,439777,Anemia
10306,0.0881697846731382,437113,Asthenia
570,0.0877862652857794,140648,Onychomycosis due to dermatophyte
1458,0.085736420284379,200219,Abdominal pain
3390,0.0841995312183723,376229,Abnormal involuntary movement
7263,0.0833113788993036,4182210,Dementia
9164,0.0823508698304532,433595,Edema
3314,0.0810945132166916,375415,Injury of head
13287,0.0794015638391176,75860,Constipation
2301,0.078978544182988,320536,Electrocardiogram abnormal
12017,0.0788571604506411,443782,Tremor
12281,0.0769815984074302,44784217,Cardiac arrhythmia
10910,0.076915474375127,439297,Nuclear senile cataract
3598,0.0761616604068701,378253,Headache
2039,0.0758178154388932,312648,Benign essential hypertension
10499,0.0755797689226016,437827,Pure hypercholesterolemia
10855,0.0750757846679397,439147,Amnesia
13715,0.0738786728059531,80180,Osteoarthritis
9947,0.0731199549209211,435796,Dehydration
8507,0.0728819084046294,4305080,Abnormal breathing
214,0.0714404045004188,134736,Backache
2739,0.0704353192094096,37017182,Joint pain of pelvic region
2998,0.0691695410796076,372887,Disorder of brain
7514,0.0691657377891874,4206148,Syncope and collapse
11166,0.0680019548206504,440383,Depressive disorder
13567,0.0673010400782361,78232,Shoulder joint pain
3243,0.0672438960361525,374888,Dementia associated with another disease
2259,0.0672349160459329,318800,Gastroesophageal reflux disease
2063,0.0665548390445829,31317,Dysphagia
2320,0.0664678772712153,321052,Peripheral vascular disease
1198,0.0664149780453727,197320,Acute renal failure syndrome
3611,0.0653609060676548,378419,Alzheimer's disease
1700,0.0633203733335811,24134,Neck pain
2275,0.0632674741077386,319835,Congestive heart failure
1947,0.0621301407521228,261880,Atelectasis
11875,0.0615482492678543,443410,Infective pneumonia
