,11179,condition_concept_id,concept_name
7514,0.1661604462795221,4206148,Syncope and collapse
2288,0.1647107465039255,320128,Essential hypertension
13524,0.1507770606607629,77670,Chest pain
8931,0.1454090294916966,432867,Hyperlipidemia
8178,0.1425096299405035,4272240,Malaise
449,0.1419546020264179,138525,Pain in limb
2039,0.1387652625201054,312648,Benign essential hypertension
2036,0.1378623066598767,312437,Dyspnea
9070,0.1262150044627978,433316,Dizziness and giddiness
1458,0.1245416367218235,200219,Abdominal pain
1777,0.1234315808936524,254761,Cough
856,0.1163487619900233,194133,Low back pain
10910,0.1136813144029256,439297,Nuclear senile cataract
13864,0.1126458145632137,81902,Urinary tract infectious disease
8507,0.1067890274698035,4305080,Abnormal breathing
12281,0.105447019677537,44784217,Cardiac arrhythmia
3477,0.1023407689224324,377091,Seizure
3598,0.0977843208636693,378253,Headache
2739,0.0963180530906373,37017182,Joint pain of pelvic region
2220,0.0956635409869881,317576,Coronary arteriosclerosis
2301,0.0949511933022177,320536,Electrocardiogram abnormal
10992,0.0948435013188876,439777,Anemia
6699,0.0948020813252992,4150062,Knee pain
2259,0.0944375853817206,318800,Gastroesophageal reflux disease
10499,0.0939571134560943,437827,Pure hypercholesterolemia
6815,0.0924908456830623,4153380,Disorder of carotid artery
1908,0.0901961780382609,260139,Acute bronchitis
13842,0.0898558749330086,81611,Diverticular disease of colon
9164,0.0888541702459943,433595,Edema
214,0.0881334623575549,134736,Backache
4736,0.0872387904960438,40481919,Coronary atherosclerosis
13781,0.0868825785511829,80816,Degeneration of intervertebral disc
13567,0.0863524026332505,78232,Shoulder joint pain
10069,0.0859547706948011,436222,Altered mental status
1793,0.0816388073628821,255573,Chronic obstructive lung disease
13715,0.0802126423771924,80180,Osteoarthritis
11875,0.0788388157963013,443410,Infective pneumonia
13478,0.0786648518232297,77234,Benign neoplasm of colon
2275,0.0776873399745417,319835,Congestive heart failure
5510,0.0776624879783886,4079750,Osteoarthritis of knee
1700,0.0773974000194224,24134,Neck pain
3112,0.0761216642168974,373503,Transient cerebral ischemia
2320,0.0752766963476925,321052,Peripheral vascular disease
570,0.0740920845310622,140648,Onychomycosis due to dermatophyte
2276,0.0739955149755223,319843,Mitral valve disorder
7374,0.0738932685618375,4193704,Type 2 diabetes mellitus without complication
81,0.0736778845951774,133299,Swelling of limb
2125,0.0730897206862211,314658,Cardiomegaly
1832,0.0727671309324504,257011,Acute upper respiratory infection
471,0.0721536288311216,138825,Actinic keratosis
