,11172,condition_concept_id,concept_name
2952,0.5892429404355154,372328,Otitis media
3358,0.2061152943843909,375827,Acute non-suppurative otitis media - serous
2288,0.1484981049901723,320128,Essential hypertension
1777,0.1430655825108815,254761,Cough
3218,0.1429488279190383,374375,Impacted cerumen
8931,0.1399544160341195,432867,Hyperlipidemia
7068,0.1285163406359175,4170137,Non-suppurative otitis media
1832,0.1226100438742882,257011,Acute upper respiratory infection
1902,0.122083523175088,260123,Acute sinusitis
3305,0.1203558865815924,375281,Acute suppurative otitis media without spontaneous rupture of ear drum
1908,0.1048181518064938,260139,Acute bronchitis
13524,0.1044678880309643,77670,Chest pain
9070,0.1042549825987797,433316,Dizziness and giddiness
3833,0.1032871118143445,381301,Chronic serous otitis media
2036,0.0978472158817401,312437,Dyspnea
10910,0.0963774816079497,439297,Nuclear senile cataract
10499,0.0905946953531294,437827,Pure hypercholesterolemia
449,0.0898186207132307,138525,Pain in limb
8178,0.0895782436123771,4272240,Malaise
1829,0.0888296406411474,257007,Allergic rhinitis
2039,0.088369490190942,312648,Benign essential hypertension
856,0.088342018522273,194133,Low back pain
1736,0.0862731877255346,25297,Acute pharyngitis
1458,0.0808285171413069,200219,Abdominal pain
13864,0.0780470106885727,81902,Urinary tract infectious disease
3773,0.0746963611678412,380733,Otalgia
2259,0.0741872412405809,318800,Gastroesophageal reflux disease
650,0.0733595747872549,141932,Senile hyperkeratosis
471,0.0704579622187669,138825,Actinic keratosis
3598,0.0678206820265448,378253,Headache
280,0.0675390974226877,135777,Neoplasm of uncertain behavior of skin
10730,0.0669072490433012,438720,Mixed hyperlipidemia
1833,0.0642285973984928,257012,Chronic sinusitis
10992,0.0628071024944559,439777,Anemia
3895,0.0621270887302884,381877,Dysfunction of eustachian tube
13715,0.0620601634662602,80180,Osteoarthritis
13567,0.0617425753335329,78232,Shoulder joint pain
2301,0.0616395565760242,320536,Electrocardiogram abnormal
10025,0.0594624268340076,436070,Vitamin D deficiency
6079,0.0593998483545116,4110815,"Sensorineural hearing loss, bilateral"
3883,0.0590451937775261,381859,Infective otitis externa
1700,0.0586726163597744,24134,Neck pain
5510,0.0585283900992622,4079750,Osteoarthritis of knee
6699,0.0568869578962907,4150062,Knee pain
12521,0.0559117136585419,45766714,Inflammatory dermatosis
8507,0.0556232611375176,4305080,Abnormal breathing
7374,0.0544351114675842,4193704,Type 2 diabetes mellitus without complication
3617,0.0540653623231407,378427,Tear film insufficiency
214,0.0540299043547167,134736,Backache
3268,0.0540228173488751,374948,Acute secretory otitis media
