,11229,condition_concept_id,concept_name
4629,0.4633677387800923,40479589,Takotsubo cardiomyopathy
13524,0.2065444081501431,77670,Chest pain
2288,0.1679716227635377,320128,Essential hypertension
2036,0.163445749278176,312437,Dyspnea
8931,0.1570683820942572,432867,Hyperlipidemia
2275,0.1369076729321915,319835,Congestive heart failure
12186,0.1365470842738835,444406,Acute subendocardial infarction
2301,0.1313531918365203,320536,Electrocardiogram abnormal
2220,0.1114373620897803,317576,Coronary arteriosclerosis
1777,0.1065637484280618,254761,Cough
8178,0.1057408623398143,4272240,Malaise
2028,0.1012116257243176,312327,Acute myocardial infarction
2039,0.0991577736338336,312648,Benign essential hypertension
1458,0.0982320267845551,200219,Abdominal pain
13864,0.0961748115639361,81902,Urinary tract infectious disease
10992,0.0952490647146576,439777,Anemia
8150,0.0946495139963879,4270024,Acute non-ST segment elevation myocardial infarction
12281,0.0920603811226982,44784217,Cardiac arrhythmia
8507,0.0886659760086769,4305080,Abnormal breathing
449,0.086608760788058,138525,Pain in limb
10499,0.0864030392659961,437827,Pure hypercholesterolemia
9070,0.0855801531777485,433316,Dizziness and giddiness
1758,0.0836257987181605,254061,Pleural effusion
7767,0.0818659950547827,4232495,Primary cardiomyopathy
856,0.0804371151262011,194133,Low back pain
2065,0.0801285328431083,313217,Atrial fibrillation
2259,0.0795113682769226,318800,Gastroesophageal reflux disease
13386,0.0795113682769226,764123,Atherosclerosis of coronary artery without angina pectoris
1793,0.078791342949706,255573,Chronic obstructive lung disease
1198,0.0774541530563036,197320,Acute renal failure syndrome
2125,0.0761169631629013,314658,Cardiomegaly
10910,0.0739568871812514,439297,Nuclear senile cataract
1947,0.0714882289165087,261880,Atelectasis
13715,0.071282558431731,80180,Osteoarthritis
9164,0.0686081276076421,433595,Edema
2205,0.0681966845635183,317002,Low blood pressure
2276,0.0670284319459945,319843,Mitral valve disorder
2150,0.0661486530069997,315296,Preinfarction syndrome
214,0.0654194440156827,134736,Backache
3598,0.065008000971559,378253,Headache
4736,0.065008000971559,40481919,Coronary atherosclerosis
13754,0.0642269340163631,80502,Osteoporosis
9947,0.0636708110781566,435796,Dehydration
13693,0.0631565072730019,79908,Muscle weakness
10503,0.062774305460258,437833,Hypokalemia
12092,0.0625667870951001,444070,Tachycardia
4671,0.0620811147629051,40480603,Acute systolic heart failure
1854,0.0619221781406305,257907,Disorder of lung
11875,0.0619221781406305,443410,Infective pneumonia
1123,0.0618193173795996,196523,Diarrhea
