,11189,condition_concept_id,concept_name
8405,0.2085800970322427,4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement)
8840,0.1773761079308605,432571,Malignant lymphoma
2139,0.1590855563988194,315085,Lymphadenopathy
10992,0.1518107278651792,439777,Anemia
2036,0.1468348375436498,312437,Dyspnea
2288,0.1402924632320093,320128,Essential hypertension
8931,0.1286359794232414,432867,Hyperlipidemia
1777,0.1269312762575322,254761,Cough
13524,0.1253647922674211,77670,Chest pain
1458,0.1250883539162251,200219,Abdominal pain
8178,0.1206653402970878,4272240,Malaise
9543,0.1031976377000228,434592,B-cell lymphoma (clinical)
449,0.1021439707669506,138525,Pain in limb
856,0.0995178064305879,194133,Low back pain
4492,0.0992597946564956,4038838,Non-Hodgkin's lymphoma (clinical)
11846,0.0986674368199514,443257,Swelling / lump finding
10724,0.0977861034214645,438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck"
10910,0.0961544731577023,439297,Nuclear senile cataract
280,0.0925147015336206,135777,Neoplasm of uncertain behavior of skin
2301,0.0915471673044343,320536,Electrocardiogram abnormal
1758,0.0897042449631271,254061,Pleural effusion
10499,0.0892435143778003,437827,Pure hypercholesterolemia
9070,0.0878152495632872,433316,Dizziness and giddiness
13864,0.0864330578073069,81902,Urinary tract infectious disease
9164,0.0859723272219801,433595,Edema
650,0.0850501221764065,141932,Senile hyperkeratosis
1947,0.0814110944272448,261880,Atelectasis
8507,0.080950363841918,4305080,Abnormal breathing
1466,0.0803249751039289,200349,Malignant lymphoma of intra-abdominal lymph nodes
2259,0.079660318203003,318800,Gastroesophageal reflux disease
1198,0.0790613684420781,197320,Acute renal failure syndrome
1854,0.0789231492664801,257907,Disorder of lung
12281,0.0789231492664801,44784217,Cardiac arrhythmia
2039,0.0780938342128919,312648,Benign essential hypertension
471,0.0764812771642481,138825,Actinic keratosis
7043,0.0756519621106598,4168694,Lung field abnormal
7027,0.0755729324802745,4168222,"Intra-abdominal and pelvic swelling, mass and lump"
49,0.0755190207948796,132841,Malignant lymphoma of lymph nodes of multiple sites
4942,0.0735991362332977,40490918,Marginal zone lymphoma
13842,0.0734777285032233,81611,Diverticular disease of colon
1832,0.0729200227840338,257011,Acute upper respiratory infection
10461,0.0725946944478399,437663,Fever
7044,0.0725107667004089,4168700,Localized enlarged lymph nodes
13287,0.0720834642052494,75860,Constipation
214,0.071459313784186,134736,Backache
13715,0.0712933811030642,80180,Osteoarthritis
1908,0.0706299987305978,260139,Acute bronchitis
13386,0.0688792225063559,764123,Atherosclerosis of coronary artery without angina pectoris
2125,0.0678195421601043,314658,Cardiomegaly
9947,0.066575569579722,435796,Dehydration
