,11213,condition_concept_id,concept_name
3427,0.6131470901109091,374923,Bell's palsy
10389,0.1501660007723222,434657,Weakness of face muscles
3776,0.1389783354040792,378253,Headache
1854,0.1237386841635203,254761,Cough
14626,0.1122723012559649,77670,Chest pain
1524,0.1120054247387505,200219,Abdominal pain
2115,0.1053868906996301,312437,Dyspnea
1910,0.0962286261732429,257011,Acute upper respiratory infection
2374,0.0932538614183216,320128,Essential hypertension
900,0.0919503128178504,194133,Low back pain
1813,0.0902790966634002,25297,Acute pharyngitis
7103,0.0896515425588012,4144111,Gastroesophageal reflux disease without esophagitis
14978,0.089075821032196,81902,Urinary tract infectious disease
11332,0.089008972386018,437663,Fever
8163,0.0864687238312537,4209423,Nicotine dependence
10009,0.0858002373694736,433736,Obesity
2060,0.0836837640582718,27674,Nausea and vomiting
12544,0.0834939590763323,442077,Anxiety disorder
9866,0.0829757225412598,433316,Dizziness and giddiness
8875,0.080817881727509,4272240,Malaise
9724,0.0798507078596309,432867,Hyperlipidemia
224,0.0788145538438718,134736,Backache
1989,0.0780531481848909,260139,Acute bronchitis
464,0.0776447025357566,138525,Pain in limb
8950,0.0775444295664896,4282096,"Major depression, single episode"
1777,0.0770764890432435,24134,Neck pain
2356,0.0752546983795579,31967,Nausea
14384,0.0752381512733483,75860,Constipation
10904,0.0752381512733483,436096,Chronic pain
1907,0.0738343297036101,257007,Allergic rhinitis
1180,0.072664478395495,196523,Diarrhea
11170,0.0712606568257568,437113,Asthenia
14669,0.0679045531077193,78232,Shoulder joint pain
1983,0.0671965115907073,260123,Acute sinusitis
11897,0.0668486461780083,439777,Anemia
3863,0.0625099510733424,379805,Myopia
1303,0.0617681490684796,197684,Dysuria
7413,0.0592394735900014,4155909,Anesthesia of skin
12078,0.0590708922764271,440383,Depressive disorder
563,0.0587933843135583,140214,Eruption
1337,0.057452511666114,197988,Generalized abdominal pain
10887,0.0571890168052861,436070,Vitamin D deficiency
2345,0.056654227635862,318800,Gastroesophageal reflux disease
6084,0.055598117216797,4090425,Altered sensation of skin
2387,0.0549830114814118,320536,Electrocardiogram abnormal
14696,0.054890075699785,78508,Arthralgia of the ankle and/or foot
3935,0.0545191968099216,380706,Regular astigmatism
9250,0.0537797358502076,4305080,Abnormal breathing
11378,0.0536425739793353,437833,Hypokalemia
14819,0.0533786439731396,80180,Osteoarthritis
