,11193,condition_concept_id,concept_name
11049,0.4380377562730903,436642,Behcet's syndrome
1907,0.1639312532801906,257007,Allergic rhinitis
3776,0.1434398466201668,378253,Headache
1813,0.1434398466201668,25297,Acute pharyngitis
11332,0.1434398466201668,437663,Fever
563,0.1434398466201668,140214,Eruption
13545,0.1434398466201668,45766714,Inflammatory dermatosis
2374,0.1434398466201668,320128,Essential hypertension
14384,0.1229484399601429,75860,Constipation
83,0.1229484399601429,133299,Swelling of limb
900,0.1229484399601429,194133,Low back pain
9963,0.1229484399601429,433595,Edema
464,0.1229484399601429,138525,Pain in limb
14888,0.1033519285501394,80813,Lumbosacral spondylosis without myelopathy
2115,0.1024570333001191,312437,Dyspnea
2292,0.1024570333001191,317009,Asthma
11144,0.1024570333001191,436962,Insomnia
11897,0.1024570333001191,439777,Anemia
14626,0.1024570333001191,77670,Chest pain
10904,0.1024570333001191,436096,Chronic pain
8950,0.1024570333001191,4282096,"Major depression, single episode"
14819,0.1024570333001191,80180,Osteoarthritis
6697,0.1024570333001191,4116166,Elbow joint pain
7979,0.1024570333001191,4193704,Type 2 diabetes mellitus without complication
1910,0.1024570333001191,257011,Acute upper respiratory infection
7164,0.0863589107745599,4147466,Panic disorder with agoraphobia
2787,0.0856100025877884,36716659,Recurrent aphthous stomatitis
457,0.0848679338406963,138455,Stomatitis
8745,0.0826815428401115,4260546,Ulcerative stomatitis
14826,0.0826815428401115,80189,Displacement of lumbar intervertebral disc without myelopathy
2064,0.0819656266400953,28060,Streptococcal sore throat
2387,0.0819656266400953,320536,Electrocardiogram abnormal
12544,0.0819656266400953,442077,Anxiety disorder
11659,0.0819656266400953,438867,Generalized aches and pains
11140,0.0819656266400953,436954,Drug abuse
2340,0.0819656266400953,318736,Migraine
380,0.0819656266400953,137275,Disorder of muscle
7646,0.0819656266400953,4170554,Hip pain
2135,0.0819656266400953,312998,Pain in thoracic spine
224,0.0819656266400953,134736,Backache
3110,0.0819656266400953,372328,Otitis media
5913,0.0819656266400953,4079750,Osteoarthritis of knee
2220,0.0819656266400953,315078,Palpitations
11054,0.0819656266400953,436659,Iron deficiency anemia
14173,0.0819656266400953,73553,Arthropathy
2143,0.0819656266400953,31317,Dysphagia
9250,0.0819656266400953,4305080,Abnormal breathing
10887,0.0819656266400953,436070,Vitamin D deficiency
1911,0.0819656266400953,257012,Chronic sinusitis
14978,0.0819656266400953,81902,Urinary tract infectious disease
