,11214,condition_concept_id,concept_name
2405,0.3275260757071064,321042,Cardiac arrest
6390,0.170528122156518,4103295,Ventricular tachycardia
1259,0.1625506045549924,197320,Acute renal failure syndrome
2115,0.1524676581564908,312437,Dyspnea
47,0.1449841918462052,132797,Sepsis
10716,0.14084932724593,435517,Acidosis
11319,0.1359146839386629,437579,Paroxysmal ventricular tachycardia
14626,0.1300682538853294,77670,Chest pain
1835,0.1273848903021739,254061,Pleural effusion
10930,0.1253722977695112,436222,Altered mental status
13959,0.1224980841525776,46271075,Acute hypoxemic respiratory failure
2361,0.1165696166921463,319835,Congestive heart failure
2290,0.1154893753327618,317002,Low blood pressure
2028,0.1153157651142893,261880,Atelectasis
2354,0.1135925229457475,319049,Acute respiratory failure
8727,0.1082234661892831,4256228,Respiratory failure
2207,0.1080884360193601,314658,Cardiomegaly
11334,0.107998415906078,437677,Abnormal findings on diagnostic imaging of lung
2387,0.1065405927684095,320536,Electrocardiogram abnormal
13264,0.1058315031792175,44784217,Cardiac arrhythmia
11897,0.1033088062102197,439777,Anemia
13068,0.1014076576122146,444070,Tachycardia
2261,0.0970352521099442,316139,Heart failure
1879,0.0952734298928529,255848,Pneumonia
11378,0.0952348498443035,437833,Hypokalemia
3156,0.0945440990750897,372887,Disorder of brain
1854,0.0942381985901095,254761,Cough
9250,0.0928357779752971,4305080,Abnormal breathing
1524,0.0890813321006671,200219,Abdominal pain
11255,0.0872552098026601,437390,Hypoxemia
2145,0.0868951293495319,313217,Atrial fibrillation
2374,0.0845555201072724,320128,Essential hypertension
11170,0.082394621402684,437113,Asthenia
10714,0.081037391978108,435515,Hypo-osmolality and or hyponatremia
14978,0.0806735516379676,81902,Urinary tract infectious disease
11332,0.0787803748967795,437663,Fever
3728,0.078648352756942,377845,Anoxic encephalopathy
14482,0.0774815975034675,764123,Atherosclerosis of coronary artery without angina pectoris
9724,0.0766704708518864,432867,Hyperlipidemia
10804,0.0757844386396805,435796,Dehydration
10366,0.0742151533929479,434610,Hyperkalemia
8875,0.0736943227375304,4272240,Malaise
7926,0.0729435647853714,4187218,Pneumonitis due to inhaled substance
12826,0.0723440210382998,443410,Infective pneumonia
1933,0.0718489104152486,257907,Disorder of lung
11537,0.0712187696222744,438398,Leukocytosis
1141,0.0690325668711392,196236,Septic shock
10932,0.0689103967173993,436230,Blood chemistry abnormal
1870,0.0689065339132767,255573,Chronic obstructive lung disease
2060,0.0674250648482456,27674,Nausea and vomiting
