,11223,condition_concept_id,concept_name
2354,0.2635598719526741,319049,Acute respiratory failure
13959,0.2475392987499352,46271075,Acute hypoxemic respiratory failure
2115,0.2186976662737737,312437,Dyspnea
47,0.173746313493576,132797,Sepsis
1259,0.1619610469580895,197320,Acute renal failure syndrome
8727,0.1582941674721752,4256228,Respiratory failure
11255,0.1467632776291165,437390,Hypoxemia
1879,0.1449231889659673,255848,Pneumonia
10930,0.1361133697115041,436222,Altered mental status
14626,0.1294722218297192,77670,Chest pain
1835,0.1285884542841541,254061,Pleural effusion
2028,0.1283873244483447,261880,Atelectasis
1854,0.1282161147533994,254761,Cough
10716,0.1255233020756201,435517,Acidosis
11334,0.1236682533420388,437677,Abnormal findings on diagnostic imaging of lung
9250,0.1166471043881605,4305080,Abnormal breathing
2361,0.1075512707965152,319835,Congestive heart failure
12826,0.105421954105012,443410,Infective pneumonia
11897,0.1039521660906187,439777,Anemia
13068,0.0993797478804886,444070,Tachycardia
2374,0.0976442450362327,320128,Essential hypertension
11332,0.0975948099182516,437663,Fever
11378,0.0973950452031624,437833,Hypokalemia
1524,0.0949881360936412,200219,Abdominal pain
14978,0.0896406994350956,81902,Urinary tract infectious disease
2290,0.0895958618178905,317002,Low blood pressure
3156,0.0893704541234656,372887,Disorder of brain
1870,0.0867240274742117,255573,Chronic obstructive lung disease
2207,0.0860237294447129,314658,Cardiomegaly
10714,0.0850779205473941,435515,Hypo-osmolality and or hyponatremia
10804,0.0848108884083439,435796,Dehydration
2387,0.0824330592334538,320536,Electrocardiogram abnormal
1906,0.0823770327664086,257004,Acute exacerbation of chronic obstructive airways disease
7926,0.0823569674475394,4187218,Pneumonitis due to inhaled substance
8163,0.0814130479657775,4209423,Nicotine dependence
11170,0.0806847038941896,437113,Asthenia
2261,0.0790240787125347,316139,Heart failure
9724,0.0765387453328428,432867,Hyperlipidemia
1933,0.0749167082638972,257907,Disorder of lung
7103,0.0732877228168455,4144111,Gastroesophageal reflux disease without esophagitis
8875,0.0729137210560428,4272240,Malaise
11537,0.0723651851401989,438398,Leukocytosis
13264,0.0713728338015358,44784217,Cardiac arrhythmia
2060,0.069310006311953,27674,Nausea and vomiting
12544,0.0683045025144607,442077,Anxiety disorder
8950,0.0677574205421367,4282096,"Major depression, single episode"
14797,0.0643017071772931,79908,Muscle weakness
7611,0.0637498468013531,4168694,Lung field abnormal
3776,0.0633807647635449,378253,Headache
14384,0.0631681937562263,75860,Constipation
