,11162,condition_concept_id,concept_name
2171,0.5646627524461114,313800,Thrombotic microangiopathy
1253,0.2440074399830325,197253,Hemolytic uremic syndrome
1259,0.191511726386035,197320,Acute renal failure syndrome
9727,0.1839195865887691,432870,Thrombocytopenic disorder
11897,0.1614413142421272,439777,Anemia
1524,0.1360891058659932,200219,Abdominal pain
2115,0.1224921859809147,312437,Dyspnea
2374,0.1213632257414593,320128,Essential hypertension
14626,0.1068749026684478,77670,Chest pain
11332,0.1066867426285386,437663,Fever
2060,0.1017346732833645,27674,Nausea and vomiting
1854,0.1009754593036379,254761,Cough
10716,0.0950915509607567,435517,Acidosis
1180,0.0937036998748011,196523,Diarrhea
3776,0.0921984195555272,378253,Headache
47,0.090504979196344,132797,Sepsis
10804,0.0895641789967978,435796,Dehydration
11378,0.0892076426178756,437833,Hypokalemia
10930,0.0842727517496527,436222,Altered mental status
14978,0.0833548976797929,81902,Urinary tract infectious disease
1835,0.0825645202952678,254061,Pleural effusion
8875,0.0789582538915665,4272240,Malaise
2028,0.0776296294270449,261880,Atelectasis
13068,0.0763010049625234,444070,Tachycardia
5101,0.0740233630233436,40483287,Disorder of kidney and/or ureter
10714,0.0717457210841638,435515,Hypo-osmolality and or hyponatremia
11537,0.0700374896297789,438398,Leukocytosis
10932,0.0673802407007358,436230,Blood chemistry abnormal
3156,0.0669849742076891,372887,Disorder of brain
13957,0.0664204940879614,46271022,Chronic kidney disease
2356,0.0662414197311459,31967,Nausea
2207,0.0649127952666243,314658,Cardiomegaly
12358,0.0637862535292321,441408,Vomiting
1337,0.0635841708021028,197988,Generalized abdominal pain
708,0.0633943673071711,192359,Renal failure syndrome
464,0.0632217734095043,138525,Pain in limb
900,0.0630336133695951,194133,Low back pain
9250,0.0619046531301397,4305080,Abnormal breathing
14384,0.061340173010412,75860,Constipation
11054,0.060587532850775,436659,Iron deficiency anemia
9724,0.0588940924915918,432867,Hyperlipidemia
9963,0.0577651322521364,433595,Edema
2387,0.0570124920924994,320536,Electrocardiogram abnormal
11334,0.0565614414896317,437677,Abnormal findings on diagnostic imaging of lung
11170,0.0564480119727717,437113,Asthenia
1910,0.0560716918929532,257011,Acute upper respiratory infection
9866,0.0558022275099051,433316,Dizziness and giddiness
224,0.0549427316534978,134736,Backache
10366,0.0540939960555203,434610,Hyperkalemia
8163,0.0534374513342239,4209423,Nicotine dependence
