,11169,condition_concept_id,concept_name
7103,0.3734429315472096,4144111,Gastroesophageal reflux disease without esophagitis
2345,0.258180868663674,318800,Gastroesophageal reflux disease
1524,0.1763140283496864,200219,Abdominal pain
14626,0.1682299455970781,77670,Chest pain
1854,0.1631452200085771,254761,Cough
2115,0.1349055893697988,312437,Dyspnea
3776,0.1325464860445742,378253,Headache
2374,0.1270992910502383,320128,Essential hypertension
900,0.116381660517374,194133,Low back pain
1910,0.1150230388178323,257011,Acute upper respiratory infection
2060,0.1130979214060159,27674,Nausea and vomiting
14978,0.1113445936721343,81902,Urinary tract infectious disease
14384,0.1105127844683333,75860,Constipation
1813,0.1099016357616517,25297,Acute pharyngitis
9724,0.1016909857457989,432867,Hyperlipidemia
1907,0.1001960397600787,257007,Allergic rhinitis
11332,0.0976786616280197,437663,Fever
464,0.0967833114433728,138525,Pain in limb
2356,0.0967068338557767,31967,Nausea
1989,0.0957139290144824,260139,Acute bronchitis
224,0.0950018533985655,134736,Backache
12544,0.0949937663646397,442077,Anxiety disorder
8875,0.0932841090683574,4272240,Malaise
1180,0.0927086016353085,196523,Diarrhea
8163,0.0922892311617255,4209423,Nicotine dependence
10009,0.0896540133924613,433736,Obesity
1271,0.0888824640148733,197381,Epigastric pain
8950,0.0873931097649077,4282096,"Major depression, single episode"
9866,0.0869724041147779,433316,Dizziness and giddiness
11897,0.0855481107392545,439777,Anemia
1983,0.0847115644526759,260123,Acute sinusitis
1337,0.0845973570883017,197988,Generalized abdominal pain
10904,0.0799588150059359,436096,Chronic pain
1777,0.079349976880376,24134,Neck pain
1303,0.0738438620674374,197684,Dysuria
12078,0.0736975460781782,440383,Depressive disorder
14669,0.0734971004998888,78232,Shoulder joint pain
3863,0.0721662350905483,379805,Myopia
12358,0.0718740916612141,441408,Vomiting
10887,0.0644605921323373,436070,Vitamin D deficiency
563,0.0642653480275562,140214,Eruption
6636,0.063427040953382,4113821,Anxiety state
7222,0.0624527822123938,4150062,Knee pain
9250,0.0623706715077872,4305080,Abnormal breathing
14696,0.0613316854314958,78508,Arthralgia of the ankle and/or foot
1893,0.0605217454494541,256451,Bronchitis
3935,0.0601686349249093,380706,Regular astigmatism
14819,0.0600635562578001,80180,Osteoarthritis
11960,0.0596045903906529,440029,Viral disease
1870,0.0591254603224023,255573,Chronic obstructive lung disease
