,11183,condition_concept_id,concept_name
9724,0.4425904808979212,432867,Hyperlipidemia
2374,0.206207155919367,320128,Essential hypertension
14626,0.1533830234949101,77670,Chest pain
1854,0.1492088635693443,254761,Cough
11374,0.1408037851941352,437827,Pure hypercholesterolemia
2115,0.1337690137086767,312437,Dyspnea
10009,0.1306883839207319,433736,Obesity
1524,0.1299078297140392,200219,Abdominal pain
3776,0.1215498490194799,378253,Headache
900,0.1196461264990075,194133,Low back pain
11616,0.119379405305246,438720,Mixed hyperlipidemia
8163,0.1086488782787303,4209423,Nicotine dependence
10887,0.1066668064075905,436070,Vitamin D deficiency
1910,0.1031160805156411,257011,Acute upper respiratory infection
14978,0.1018391528005081,81902,Urinary tract infectious disease
7103,0.1010992121840612,4144111,Gastroesophageal reflux disease without esophagitis
7979,0.1008456163537466,4193704,Type 2 diabetes mellitus without complication
12544,0.0993636467209095,442077,Anxiety disorder
8875,0.0991536383758552,4272240,Malaise
464,0.0942425998006895,138525,Pain in limb
8950,0.0931623789659556,4282096,"Major depression, single episode"
224,0.0930423544287629,134736,Backache
1989,0.0905725984940272,260139,Acute bronchitis
11897,0.0899050463871438,439777,Anemia
1813,0.089028200462653,25297,Acute pharyngitis
1907,0.0884064066796966,257007,Allergic rhinitis
10904,0.0871178099123365,436096,Chronic pain
9866,0.0844836419170922,433316,Dizziness and giddiness
14384,0.0842888982510041,75860,Constipation
2060,0.0823245090132578,27674,Nausea and vomiting
1777,0.0820201010965707,24134,Neck pain
11332,0.0789261352489377,437663,Fever
14669,0.0772882138053261,78232,Shoulder joint pain
12078,0.0754418524903649,440383,Depressive disorder
2345,0.0749753275663461,318800,Gastroesophageal reflux disease
1180,0.073680062769142,196523,Diarrhea
2119,0.0732844011542126,312648,Benign essential hypertension
1983,0.0729379982116971,260123,Acute sinusitis
2356,0.0724839749375263,31967,Nausea
3863,0.0720719908554084,379805,Myopia
8333,0.0693575124227454,4223659,Fatigue
1870,0.068365642983445,255573,Chronic obstructive lung disease
14819,0.0677271791258785,80180,Osteoarthritis
11226,0.064326690111591,437264,Tobacco dependence syndrome
10124,0.0635163182793694,434005,Morbid obesity
6636,0.062690524756894,4113821,Anxiety state
1303,0.0624127593401814,197684,Dysuria
7222,0.06142262272458,4150062,Knee pain
563,0.0608574413790599,140214,Eruption
1337,0.060684414512132,197988,Generalized abdominal pain
