,11221,condition_concept_id,concept_name
8574,0.332051225338795,4245975,Hepatic failure
1259,0.1790677296230401,197320,Acute renal failure syndrome
10930,0.1568298197118632,436222,Altered mental status
1551,0.1432789153869338,200528,Ascites
47,0.1417318343023734,132797,Sepsis
2115,0.1393107268546538,312437,Dyspnea
1524,0.1369723348189819,200219,Abdominal pain
4611,0.1336612572197797,4029488,Hepatic encephalopathy
10716,0.1294600844365686,435517,Acidosis
11897,0.1250701201790369,439777,Anemia
10019,0.1226493108601792,4337543,Hepatic necrosis
14626,0.1114118051680614,77670,Chest pain
10714,0.1102311966264407,435515,Hypo-osmolality and or hyponatremia
11378,0.1087472953163343,437833,Hypokalemia
9727,0.1069542478999558,432870,Thrombocytopenic disorder
3156,0.1057523388134762,372887,Disorder of brain
10932,0.101090776750994,436230,Blood chemistry abnormal
1835,0.0995965705706786,254061,Pleural effusion
5725,0.099236833189325,4064161,Cirrhosis of liver
2290,0.0988546199156254,317002,Low blood pressure
2028,0.097350108865101,261880,Atelectasis
985,0.0946558712342395,194984,Disease of liver
2374,0.0934527043533308,320128,Essential hypertension
14978,0.0924617869591164,81902,Urinary tract infectious disease
2060,0.091610296158648,27674,Nausea and vomiting
741,0.0915046652763495,192680,Portal hypertension
1854,0.088457005874672,254761,Cough
11170,0.0875480625610019,437113,Asthenia
10804,0.0865162825938302,435796,Dehydration
11334,0.0854892032544593,437677,Abnormal findings on diagnostic imaging of lung
1337,0.084582374676061,197988,Generalized abdominal pain
8875,0.0829851197936549,4272240,Malaise
13959,0.0818721938110751,46271075,Acute hypoxemic respiratory failure
13068,0.0810374993241403,444070,Tachycardia
9963,0.0803460340772788,433595,Edema
11332,0.0798046049855947,437663,Fever
1170,0.079469070309964,196463,Alcoholic cirrhosis
8163,0.0778125545539266,4209423,Nicotine dependence
2387,0.0772609098190032,320536,Electrocardiogram abnormal
1141,0.0754728694112416,196236,Septic shock
735,0.0746896992753521,192671,Gastrointestinal hemorrhage
10468,0.0711654336638496,434894,Acute posthemorrhagic anemia
1879,0.0704647024896327,255848,Pneumonia
7103,0.069650617743116,4144111,Gastroesophageal reflux disease without esophagitis
1180,0.0695889617462713,196523,Diarrhea
10565,0.0692075083241259,435243,Alcohol dependence
2356,0.0684140333180274,31967,Nausea
10018,0.0680553469108901,433753,Alcohol abuse
3159,0.0678786337754869,372892,Metabolic encephalopathy
10904,0.0673517358768594,436096,Chronic pain
