,11149,condition_concept_id,concept_name
1683,0.725253921846785,201620,Kidney stone
1524,0.2168623574254819,200219,Abdominal pain
14978,0.125077072906842,81902,Urinary tract infectious disease
1728,0.119872900430519,201916,Ureteric stone
2060,0.1028060221369568,27674,Nausea and vomiting
14788,0.1022698204078278,79864,Hematuria syndrome
900,0.0989248353672326,194133,Low back pain
14626,0.0966329011727506,77670,Chest pain
10041,0.0951859056562444,433811,Hydronephrosis
8679,0.0902511466141065,42537304,Hydronephrosis co-occurrent and due to calculus of kidney and ureter
2115,0.089193701638023,312437,Dyspnea
1854,0.087848253236419,254761,Cough
2356,0.0863486082143639,31967,Nausea
8163,0.0857779232632353,4209423,Nicotine dependence
224,0.0830877765639206,134736,Backache
2374,0.0805274176439589,320128,Essential hypertension
1337,0.0782999181654371,197988,Generalized abdominal pain
817,0.0748462525750114,193322,Right lower quadrant pain
3776,0.0731147656095534,378253,Headache
1303,0.073052821442135,197684,Dysuria
14384,0.0713360830879671,75860,Constipation
7103,0.0690402052514778,4144111,Gastroesophageal reflux disease without esophagitis
12544,0.0686872325002647,442077,Anxiety disorder
1180,0.0667522146990033,196523,Diarrhea
1008,0.0665140175059921,195083,Left lower quadrant pain
11332,0.0644248838374251,437663,Fever
10904,0.0634898218816326,436096,Chronic pain
8950,0.062826134373578,4282096,"Major depression, single episode"
9724,0.0602421776755521,432867,Hyperlipidemia
11897,0.0595312946113691,439777,Anemia
1259,0.0562932225640093,197320,Acute renal failure syndrome
1294,0.0557173073942116,197610,Cyst of ovary
9866,0.0547667981665603,433316,Dizziness and giddiness
1910,0.0546731020524094,257011,Acute upper respiratory infection
8875,0.0542014557971348,4272240,Malaise
10009,0.0541952470466101,433736,Obesity
1271,0.0537283534985103,197381,Epigastric pain
5101,0.0529606780705535,40483287,Disorder of kidney and/or ureter
10804,0.052449011469862,435796,Dehydration
1377,0.0523841175801855,198263,Right upper quadrant pain
1777,0.0522189331337364,24134,Neck pain
11378,0.052163247781048,437833,Hypokalemia
1989,0.04945853086627,260139,Acute bronchitis
464,0.0477855005799316,138525,Pain in limb
12358,0.0474197350199371,441408,Vomiting
47,0.0458622816677023,132797,Sepsis
14669,0.0454565019879682,78232,Shoulder joint pain
1813,0.0454168736067412,25297,Acute pharyngitis
1694,0.0452703557676108,201690,Renal colic
11226,0.0443020133598781,437264,Tobacco dependence syndrome
