,11182,condition_concept_id,concept_name
9691,0.8107020187513972,432791,Angioedema
12792,0.1983669917096554,443257,Swelling / lump finding
10618,0.1655363677594806,43530807,Allergic disposition
4821,0.1018156947849106,4042836,Disorder of head
2115,0.0985356672590308,312437,Dyspnea
1881,0.0937565593870151,255919,Finding of head and neck region
1854,0.0877474315671056,254761,Cough
2374,0.0827237684336014,320128,Essential hypertension
14626,0.0804585806805203,77670,Chest pain
563,0.0758837897282191,140214,Eruption
1524,0.0724694769261135,200219,Abdominal pain
8163,0.0706871825299741,4209423,Nicotine dependence
3776,0.0666009614852002,378253,Headache
11332,0.0625147404404263,437663,Fever
9724,0.0602051372412063,432867,Hyperlipidemia
539,0.059028461112924,139900,Urticaria
1813,0.0585839734571384,25297,Acute pharyngitis
1910,0.0566074861039597,257011,Acute upper respiratory infection
9963,0.0558302157965299,433595,Edema
900,0.054364506073948,194133,Low back pain
2060,0.0540552852620438,27674,Nausea and vomiting
11897,0.0535206125973099,439777,Anemia
14978,0.0530320426897826,81902,Urinary tract infectious disease
10009,0.0524102264438387,433736,Obesity
7103,0.0517031074947357,4144111,Gastroesophageal reflux disease without esophagitis
11378,0.0478500162949547,437833,Hypokalemia
9250,0.0471914115225243,4305080,Abnormal breathing
10904,0.0471025806302466,436096,Chronic pain
224,0.0462586871536085,134736,Backache
2143,0.0461476485382614,31317,Dysphagia
14384,0.0458145326922201,75860,Constipation
464,0.0458145326922201,138525,Pain in limb
9866,0.0451170097462728,433316,Dizziness and giddiness
12544,0.044970639215582,442077,Anxiety disorder
1989,0.0449601978951189,260139,Acute bronchitis
1180,0.044082330292805,196523,Diarrhea
1259,0.0439297200161077,197320,Acute renal failure syndrome
1907,0.0432606445392364,257007,Allergic rhinitis
8950,0.0423945433395289,4282096,"Major depression, single episode"
8875,0.0415775422487996,4272240,Malaise
1777,0.0415284421398214,24134,Neck pain
2356,0.0414655337836896,31967,Nausea
13545,0.0409510413400164,45766714,Inflammatory dermatosis
11226,0.0408382863790741,437264,Tobacco dependence syndrome
13068,0.0408382863790741,444070,Tachycardia
2387,0.0397296165711981,320536,Electrocardiogram abnormal
13652,0.0393742930020873,45768910,Uncomplicated asthma
7979,0.0390855926021848,4193704,Type 2 diabetes mellitus without complication
10804,0.0377531292180194,435796,Dehydration
12306,0.0374836554734607,441202,Anaphylaxis
