,11117,condition_concept_id,concept_name
14861,0.4920802980742078,80502,Osteoporosis
1854,0.1252839917130624,254761,Cough
2115,0.1242336366395996,312437,Dyspnea
2374,0.1219209857674271,320128,Essential hypertension
14626,0.120808945135276,77670,Chest pain
9724,0.1170644189358647,432867,Hyperlipidemia
900,0.1143236816256518,194133,Low back pain
14978,0.1086158624517792,81902,Urinary tract infectious disease
7103,0.1083385637304787,4144111,Gastroesophageal reflux disease without esophagitis
14819,0.1068543113619116,80180,Osteoarthritis
1524,0.105752574281467,200219,Abdominal pain
11897,0.1003346041158933,439777,Anemia
8875,0.0986150448617378,4272240,Malaise
464,0.0949466196371084,138525,Pain in limb
10887,0.0938148968698751,436070,Vitamin D deficiency
224,0.0935787112488872,134736,Backache
14384,0.0910544774245798,75860,Constipation
10904,0.0908428944724448,436096,Chronic pain
3776,0.0884416739924019,378253,Headache
14669,0.0858786745619986,78232,Shoulder joint pain
9866,0.0832033419074547,433316,Dizziness and giddiness
8950,0.0809378599922676,4282096,"Major depression, single episode"
12544,0.0809329394584971,442077,Anxiety disorder
2345,0.0792304347738764,318800,Gastroesophageal reflux disease
1870,0.0786891760591126,255573,Chronic obstructive lung disease
14797,0.078393699342978,79908,Muscle weakness
1777,0.07781824158172,24134,Neck pain
1989,0.0770088796572308,260139,Acute bronchitis
9963,0.0758598691410292,433595,Edema
11374,0.0749544909272425,437827,Pure hypercholesterolemia
1910,0.073227383573769,257011,Acute upper respiratory infection
11799,0.0721595290014065,439297,Nuclear senile cataract
2060,0.0720503317502006,27674,Nausea and vomiting
11378,0.0710228848865817,437833,Hypokalemia
5913,0.0698272947382984,4079750,Osteoarthritis of knee
1180,0.0697682483330514,196523,Diarrhea
12078,0.0695536855067209,440383,Depressive disorder
8163,0.0686611282346709,4209423,Nicotine dependence
2387,0.0686070023631946,320536,Electrocardiogram abnormal
7222,0.0682234644465767,4150062,Knee pain
2119,0.0678114929988455,312648,Benign essential hypertension
11170,0.0671406832995618,437113,Asthenia
11332,0.0669340208811974,437663,Fever
10930,0.0664812719387012,436222,Altered mental status
9250,0.0664026032339748,4305080,Abnormal breathing
2356,0.0659948478196932,31967,Nausea
11616,0.0639423363486849,438720,Mixed hyperlipidemia
14393,0.06370170554437,75909,Disorder of bone
10804,0.0625842690280049,435796,Dehydration
1907,0.0621118977860292,257007,Allergic rhinitis
