,11208,condition_concept_id,concept_name
1143,0.3547119898874309,196044,Primary malignant neoplasm of stomach
9996,0.2271045209928064,432838,Primary malignant neoplasm of cardia of stomach
1583,0.2075798446086143,200219,Abdominal pain
2211,0.1483445832070209,31317,Dysphagia
12231,0.1430877742947582,439777,Anemia
15097,0.1423825926114059,77670,Chest pain
2446,0.1403311549871083,320128,Essential hypertension
1316,0.1373822134021805,197381,Epigastric pain
4191,0.1363834669673305,4000609,Disorder of upper gastrointestinal tract
2106,0.1343586088573303,26638,Primary malignant neoplasm of esophagus
2415,0.1237273317154495,318800,Gastroesophageal reflux disease
2183,0.1199449935956508,312437,Dyspnea
10008,0.1152651515152219,432867,Hyperlipidemia
1920,0.1107776317120709,254761,Cough
7838,0.108662086662014,4168222,"Intra-abdominal and pelvic swelling, mass and lump"
795,0.1066597169273034,193138,Primary malignant neoplasm of lower third of esophagus
2128,0.1058413599286048,27674,Nausea and vomiting
9137,0.1050079633937338,4272240,Malaise
1006,0.0993665099269154,194984,Disease of liver
1705,0.0959047089359132,201340,Gastritis
1670,0.0959047089359132,201061,Diaphragmatic hernia
7334,0.0940455935888935,4144111,Gastroesophageal reflux disease without esophagitis
15048,0.0912889742812436,77234,Benign neoplasm of colon
915,0.0907761148751692,194133,Low back pain
1386,0.0891093218054274,197988,Generalized abdominal pain
4947,0.0882118178447972,4043371,Inflammatory disorder of digestive tract
2426,0.0865450247750554,31967,Nausea
5181,0.0841730500219613,40482267,Imaging of gastrointestinal tract abnormal
468,0.0793008856642544,138525,Pain in limb
2326,0.0792367782384951,31610,Disorder of esophagus
11374,0.0782751668521056,436659,Iron deficiency anemia
2291,0.0769930183369196,315085,Lymphadenopathy
14830,0.0766083737823638,75860,Constipation
11119,0.0751339029898999,435796,Dehydration
11697,0.074941580712622,437827,Pure hypercholesterolemia
1213,0.0747492584353441,196523,Diarrhea
2094,0.0731465727913616,261880,Atelectasis
15460,0.0731465727913616,81902,Urinary tract infectious disease
10299,0.0723131762564907,433736,Obesity
742,0.0719926391276942,192671,Gastrointestinal hemorrhage
1976,0.0706463831867489,257011,Acute upper respiratory infection
11201,0.0705822757609896,436070,Vitamin D deficiency
1469,0.0700794029824176,198700,Secondary malignant neoplasm of liver
11655,0.0693642346715629,437663,Fever
2459,0.0673127970472653,320536,Electrocardiogram abnormal
1250,0.0671183014479493,196931,Neoplasm of digestive tract
1901,0.0663511856608758,254061,Pleural effusion
2187,0.0656460039775235,312648,Benign essential hypertension
224,0.0653895742744863,134736,Backache
15436,0.0650690371456898,81611,Diverticular disease of colon
