,11201,condition_concept_id,concept_name
12214,0.316466107946891,439727,Human immunodeficiency virus infection
8755,0.2402467108322802,4241530,Asymptomatic human immunodeficiency virus infection
10008,0.1947918417958502,432867,Hyperlipidemia
2446,0.1778395140205135,320128,Essential hypertension
1920,0.168061082365737,254761,Cough
15097,0.164222819473208,77670,Chest pain
1976,0.1619381391800359,257011,Acute upper respiratory infection
1583,0.1603388629748155,200219,Abdominal pain
9137,0.1487783806913648,4272240,Malaise
1879,0.1409647740887163,25297,Acute pharyngitis
468,0.1307294063753055,138525,Pain in limb
915,0.1298155342580367,194133,Low back pain
2049,0.1257488033361904,260123,Acute sinusitis
2055,0.1252004800658291,260139,Acute bronchitis
3886,0.1162445333165946,378253,Headache
1973,0.1142340146586032,257007,Allergic rhinitis
13974,0.1138684658116957,45766714,Inflammatory dermatosis
11697,0.1131830617237441,437827,Pure hypercholesterolemia
2187,0.1118122535478408,312648,Benign essential hypertension
1213,0.1117208663361139,196523,Diarrhea
2183,0.1076541354142677,312437,Dyspnea
15460,0.1026735323751525,81902,Urinary tract infectious disease
12231,0.0936261984141912,439777,Anemia
567,0.0916156797561998,140214,Eruption
11201,0.0911130500917019,436070,Vitamin D deficiency
1842,0.0859953662349965,24134,Neck pain
11940,0.0851728813294545,438720,Mixed hyperlipidemia
11655,0.0848987196942739,437663,Fever
4947,0.0837106859418244,4043371,Inflammatory disorder of digestive tract
594,0.0825226521893749,140641,Verruca vulgaris
224,0.0809690695900179,134736,Backache
12411,0.080557827137247,440383,Depressive disorder
2415,0.0787757765085727,318800,Gastroesophageal reflux disease
7461,0.0784102276616652,4150062,Knee pain
292,0.0771765003033523,135777,Neoplasm of uncertain behavior of skin
8225,0.0756229177039953,4193704,Type 2 diabetes mellitus without complication
15143,0.0750289008277706,78232,Shoulder joint pain
1977,0.0735667054401404,257012,Chronic sinusitis
9526,0.0727442205345985,4305080,Abnormal breathing
12295,0.0721045100525103,440029,Viral disease
10155,0.0717389612056028,433316,Dizziness and giddiness
15048,0.0684947151892984,77234,Benign neoplasm of colon
11248,0.0678550047072103,436230,Blood chemistry abnormal
6830,0.066484196531307,4113821,Anxiety state
13196,0.0660272604726726,443410,Infective pneumonia
1959,0.0643822906615887,256451,Bronchitis
4676,0.0626916272446414,4027384,Inflammatory disorder
2107,0.0582405342143593,26662,Testicular hypofunction
11547,0.0567057648765306,437264,Tobacco dependence syndrome
1350,0.0566600712706672,197684,Dysuria
