,11145,condition_concept_id,concept_name
1691,0.7338836223176417,201214,Toxic shock syndrome
48,0.3005796720084604,132797,Sepsis
11655,0.2166395582648246,437663,Fever
1171,0.2054572133347314,196236,Septic shock
1302,0.1882480492044772,197320,Acute renal failure syndrome
2360,0.124058550459344,317002,Low blood pressure
567,0.1043079354608415,140214,Eruption
2183,0.0962842481176998,312437,Dyspnea
11119,0.0950498346802934,435796,Dehydration
11030,0.0944326279615902,435517,Acidosis
1901,0.0870261473371517,254061,Pleural effusion
3404,0.0848922199939015,37394658,Severe sepsis
1583,0.0839401137436357,200219,Abdominal pain
13449,0.0796196667127133,444070,Tachycardia
2128,0.0746820129630877,27674,Nausea and vomiting
13440,0.0740891163237364,444044,Acute tubular necrosis
2424,0.0678631401620779,319049,Acute respiratory failure
10011,0.066658325619946,432870,Thrombocytopenic disorder
1797,0.0666179449297462,201965,Shock
12231,0.0648067054638364,439777,Anemia
11028,0.06357229202643,435515,Hypo-osmolality and or hyponatremia
2094,0.06357229202643,261880,Atelectasis
15460,0.06357229202643,81902,Urinary tract infectious disease
15097,0.0623378785890236,77670,Chest pain
3886,0.0617206718703204,378253,Headache
5357,0.0582842107420816,40489908,Sepsis due to Streptococcus
1213,0.0561658114019915,196523,Diarrhea
11861,0.0555486046832883,438398,Leukocytosis
11701,0.0536969845271787,437833,Hypokalemia
1920,0.0506109509336627,254761,Cough
13196,0.0506109509336627,443410,Infective pneumonia
9526,0.0475249173401467,4305080,Abnormal breathing
6992,0.0470593854942359,4120302,Streptococcus pyogenes infection
13659,0.0462905039027403,44784217,Cardiac arrhythmia
1879,0.0450560904653339,25297,Acute pharyngitis
11657,0.0444388837466306,437677,Abnormal findings on diagnostic imaging of lung
12705,0.0438216770279274,441408,Vomiting
41,0.0423366378992779,132736,Bacteremia
11217,0.0417140402831121,436093,Disseminated intravascular coagulation
7857,0.0413528501531146,4168694,Lung field abnormal
5331,0.0401213381548416,40487616,Sepsis due to Streptococcus pyogenes
2132,0.039501229997005,28060,Streptococcal sore throat
468,0.039501229997005,138525,Pain in limb
11246,0.0388840232783018,436222,Altered mental status
14395,0.0383102224340646,46271075,Acute hypoxemic respiratory failure
9137,0.0376496098408954,4272240,Malaise
1999,0.0376496098408954,257907,Disorder of lung
10254,0.0376496098408954,433595,Edema
84,0.036415196403489,133299,Swelling of limb
4676,0.0357979896847858,4027384,Inflammatory disorder
