,11146,condition_concept_id,concept_name
13198,0.5114798760320356,443412,Type 1 diabetes mellitus without complication
8225,0.2012758257477439,4193704,Type 2 diabetes mellitus without complication
2446,0.1864666169265676,320128,Essential hypertension
10008,0.175223182897475,432867,Hyperlipidemia
1779,0.1582478920919185,201826,Type 2 diabetes mellitus
4391,0.1512743057860638,4008576,Diabetes mellitus without complication
13151,0.1504225256200611,443238,Diabetic - poor control
15097,0.1334802131306887,77670,Chest pain
1698,0.1245265568775664,201254,Type 1 diabetes mellitus
1920,0.1200569296469762,254761,Cough
1583,0.1166930777517415,200219,Abdominal pain
2187,0.1157339439917087,312648,Benign essential hypertension
5273,0.1142332897355808,40484648,Type 1 diabetes mellitus uncontrolled
9137,0.1135449162235956,4272240,Malaise
2183,0.1126087282472956,312437,Dyspnea
468,0.1119708354595226,138525,Pain in limb
10299,0.1105114836141138,433736,Obesity
11697,0.1071017401514135,437827,Pure hypercholesterolemia
11940,0.1006356182954986,438720,Mixed hyperlipidemia
11201,0.1004336953986496,436070,Vitamin D deficiency
915,0.0977444495451605,194133,Low back pain
1976,0.0964916097533474,257011,Acute upper respiratory infection
15460,0.087510630000313,81902,Urinary tract infectious disease
2055,0.0860283323711714,260139,Acute bronchitis
12231,0.0841100648511058,439777,Anemia
2956,0.0835180636307985,37016349,Hyperglycemia due to type 2 diabetes mellitus
2049,0.0822744021524784,260123,Acute sinusitis
3886,0.0773640044336502,378253,Headache
1879,0.0747206501476268,25297,Acute pharyngitis
10155,0.071678039224652,433316,Dizziness and giddiness
15143,0.0704940367840373,78232,Shoulder joint pain
2415,0.0702049199090035,318800,Gastroesophageal reflux disease
2459,0.0689704367441766,320536,Electrocardiogram abnormal
13045,0.0680663728651026,442588,Obstructive sleep apnea syndrome
7461,0.0667584631923306,4150062,Knee pain
1973,0.0656846005136336,257007,Allergic rhinitis
1842,0.0648814980829842,24134,Neck pain
12135,0.0646612185591489,439297,Nuclear senile cataract
224,0.0643170318031562,134736,Backache
9526,0.0642481944519577,4305080,Abnormal breathing
11899,0.0631192618923019,438557,Abnormal glucose level
10420,0.0628760365847338,434005,Morbid obesity
11655,0.0622014305429882,437663,Fever
11248,0.060544744957477,436230,Blood chemistry abnormal
10254,0.0592138895009722,433595,Edema
457,0.0591588196200133,138384,Acquired hypothyroidism
1213,0.0576857003043649,196523,Diarrhea
13323,0.0573053623638436,443730,Disorder of nervous system due to diabetes mellitus
2128,0.0552259122882042,27674,Nausea and vomiting
15048,0.0547440508298145,77234,Benign neoplasm of colon
