,11195,condition_concept_id,concept_name
11386,0.3200017127578764,436676,Posttraumatic stress disorder
1583,0.1527888708707553,200219,Abdominal pain
1920,0.1461561350556727,254761,Cough
9137,0.1422498993384897,4272240,Malaise
1976,0.1412930026695154,257011,Acute upper respiratory infection
15097,0.1407686757276116,77670,Chest pain
3886,0.1394054256786618,378253,Headache
915,0.1384092044890447,194133,Low back pain
468,0.1380028511090693,138525,Pain in limb
1879,0.1351845937963366,25297,Acute pharyngitis
12411,0.1350535120608606,440383,Depressive disorder
6830,0.1309375455669161,4113821,Anxiety state
2049,0.1308588965256306,260123,Acute sinusitis
10669,0.1306360575753214,434613,Generalized anxiety disorder
1842,0.1146834103678996,24134,Neck pain
2055,0.1141721915995434,260139,Acute bronchitis
15460,0.1119438020964525,81902,Urinary tract infectious disease
9216,0.1104625784855743,4282096,"Major depression, single episode"
12897,0.1087191914037443,442077,Anxiety disorder
1973,0.1054159316697507,257007,Allergic rhinitis
10008,0.104629441256895,432867,Hyperlipidemia
2446,0.1031482176460169,320128,Essential hypertension
7461,0.09904535932562,4150062,Knee pain
224,0.0974199458057183,134736,Backache
2183,0.0952439889968177,312437,Dyspnea
10155,0.0932253302704883,433316,Dizziness and giddiness
15143,0.0922946499486091,78232,Shoulder joint pain
13974,0.0915474840563962,45766714,Inflammatory dermatosis
15172,0.0836825799278399,78508,Arthralgia of the ankle and/or foot
2415,0.0834859573246259,318800,Gastroesophageal reflux disease
1213,0.082581493349842,196523,Diarrhea
11464,0.0821751399698666,436962,Insomnia
11655,0.0787407985003969,437663,Fever
11201,0.0781771470378504,436070,Vitamin D deficiency
1350,0.0780198489552793,197684,Dysuria
1977,0.0776266037488514,257012,Chronic sinusitis
2663,0.0745199666180717,36684319,Adjustment disorder with mixed anxiety and depressed mood
2128,0.0743364521884054,27674,Nausea and vomiting
4947,0.0739038824613348,4043371,Inflammatory disorder of digestive tract
2426,0.0730387430071936,31967,Nausea
10860,0.0726453208500381,435220,Severe recurrent major depression without psychotic features
10299,0.0719507646027433,433736,Obesity
13655,0.0684115577448929,44784105,Injury of free lower limb
10191,0.0670351995223955,433440,Dysthymia
1386,0.0667337115308009,197988,Generalized abdominal pain
14830,0.0666026297953249,75860,Constipation
567,0.0662093845888971,140214,Eruption
12295,0.0635746417058307,440029,Viral disease
629,0.0630765311110221,141095,Acne
292,0.0630109902432842,135777,Neoplasm of uncertain behavior of skin
