,11119,condition_concept_id,concept_name
15459,0.2487548556502025,81893,Ulcerative colitis
1583,0.1913363990187708,200219,Abdominal pain
1213,0.1905674426711504,196523,Diarrhea
4947,0.1707751749410941,4043371,Inflammatory disorder of digestive tract
1744,0.1547942560644608,201618,Disorder of intestine
1920,0.1404849814217849,254761,Cough
15097,0.1396491593048062,77670,Chest pain
9137,0.1390139344959023,4272240,Malaise
468,0.1340324346787091,138525,Pain in limb
1976,0.1317924314052061,257011,Acute upper respiratory infection
10008,0.1309900421729065,432867,Hyperlipidemia
2446,0.1284825758219703,320128,Essential hypertension
2049,0.1243368981217558,260123,Acute sinusitis
915,0.1234007773507397,194133,Low back pain
1378,0.1220300290788945,197925,Hemorrhage of rectum and anus
1879,0.1158115125285728,25297,Acute pharyngitis
2055,0.1146747944494817,260139,Acute bronchitis
15460,0.1088909053999889,81902,Urinary tract infectious disease
3886,0.1048455263538118,378253,Headache
1386,0.1044108988529829,197988,Generalized abdominal pain
2415,0.1034747780819667,318800,Gastroesophageal reflux disease
1973,0.0984264124954152,257007,Allergic rhinitis
1842,0.0977911876865114,24134,Neck pain
2183,0.0970556642235701,312437,Dyspnea
13974,0.0945481978726339,45766714,Inflammatory dermatosis
7461,0.0942138690258424,4150062,Knee pain
12231,0.0941470032564841,439777,Anemia
15048,0.0937458086403343,77234,Benign neoplasm of colon
15143,0.0891655034392909,78232,Shoulder joint pain
2187,0.0890317719005743,312648,Benign essential hypertension
11697,0.0864908726649589,437827,Pure hypercholesterolemia
224,0.0864908726649589,134736,Backache
11201,0.0806066849614287,436070,Vitamin D deficiency
292,0.080238923229958,135777,Neoplasm of uncertain behavior of skin
2128,0.0789684736121504,27674,Nausea and vomiting
11655,0.0782329501492091,437663,Fever
1316,0.0782329501492091,197381,Epigastric pain
10155,0.0776311582249844,433316,Dizziness and giddiness
13234,0.073953540910278,443530,Hematochezia
1977,0.0731511516779784,257012,Chronic sinusitis
2426,0.0717804034061333,31967,Nausea
15172,0.0713123430206252,78508,Arthralgia of the ankle and/or foot
6830,0.0711117457125503,4113821,Anxiety state
15436,0.0698078632100635,81611,Diverticular disease of colon
14830,0.068804876669689,75860,Constipation
1031,0.0663642760881111,195083,Left lower quadrant pain
9526,0.0645254674307579,4305080,Abnormal breathing
1082,0.0642245714686456,195562,Hemorrhoids
12411,0.0624191956959715,440383,Depressive disorder
1350,0.061416209155597,197684,Dysuria
