,11234,condition_concept_id,concept_name
2446,0.2218897166820078,320128,Essential hypertension
10008,0.185664156229437,432867,Hyperlipidemia
13275,0.1762222576182349,443597,Chronic kidney disease stage 3
14393,0.1679016969442583,46271022,Chronic kidney disease
15097,0.1554333549080659,77670,Chest pain
2183,0.1484146525703803,312437,Dyspnea
1583,0.1435315449282939,200219,Abdominal pain
1920,0.1432276255303528,254761,Cough
1302,0.1408268662593688,197320,Acute renal failure syndrome
10299,0.1246967011659606,433736,Obesity
11201,0.1221490815147635,436070,Vitamin D deficiency
1779,0.1204234720472593,201826,Type 2 diabetes mellitus
9137,0.1194138069332941,4272240,Malaise
12231,0.1188161667749268,439777,Anemia
915,0.1181246991514233,194133,Low back pain
8225,0.1170762792149018,4193704,Type 2 diabetes mellitus without complication
11940,0.1140982770605801,438720,Mixed hyperlipidemia
2187,0.112725540451088,312648,Benign essential hypertension
468,0.1118158219847678,138525,Pain in limb
11697,0.1091743748684345,437827,Pure hypercholesterolemia
15460,0.1076262216936878,81902,Urinary tract infectious disease
5231,0.1059006122261836,40483287,Disorder of kidney and/or ureter
1976,0.1040872944760521,257011,Acute upper respiratory infection
2055,0.0913389975825517,260139,Acute bronchitis
3886,0.0903640078361368,378253,Headache
11248,0.0901783926333674,436230,Blood chemistry abnormal
13278,0.0899619609020968,443601,Chronic kidney disease stage 2
2459,0.0889443574940766,320536,Electrocardiogram abnormal
10155,0.0863539035653173,433316,Dizziness and giddiness
2049,0.0852912055362751,260123,Acute sinusitis
706,0.0839941072277247,192279,Disorder of kidney due to diabetes mellitus
15143,0.0826477186924389,78232,Shoulder joint pain
11655,0.0806630638320587,437663,Fever
2415,0.0804856075393012,318800,Gastroesophageal reflux disease
10254,0.0787355213417615,433595,Edema
1842,0.0786947267917023,24134,Neck pain
224,0.0779073919755597,134736,Backache
9526,0.076920163864127,4305080,Abnormal breathing
1879,0.0767059924763162,25297,Acute pharyngitis
1973,0.0756861287248362,257007,Allergic rhinitis
7334,0.0750395351063978,4144111,Gastroesophageal reflux disease without esophagitis
13045,0.0747396951634627,442588,Obstructive sleep apnea syndrome
13151,0.0739686776852087,443238,Diabetic - poor control
2956,0.0734016339215209,37016349,Hyperglycemia due to type 2 diabetes mellitus
13324,0.0723063826141045,443731,Renal disorder due to type 2 diabetes mellitus
713,0.0719029043223172,192359,Renal failure syndrome
7461,0.0713109132309868,4150062,Knee pain
1213,0.0706480017925248,196523,Diarrhea
14817,0.0698178326988201,75650,Proteinuria
4391,0.0688783158328246,4008576,Diabetes mellitus without complication
