,11161,condition_concept_id,concept_name
13045,0.3161991978852438,442588,Obstructive sleep apnea syndrome
2446,0.183102225978047,320128,Essential hypertension
10008,0.1744900415292165,432867,Hyperlipidemia
15097,0.1634565549520312,77670,Chest pain
1920,0.1588285555082393,254761,Cough
9137,0.1566708440740117,4272240,Malaise
1976,0.1462298533933602,257011,Acute upper respiratory infection
468,0.1456373574968264,138525,Pain in limb
915,0.1419844103552043,194133,Low back pain
1583,0.1385040801283205,200219,Abdominal pain
2049,0.1372864310811132,260123,Acute sinusitis
2055,0.1313171515565852,260139,Acute bronchitis
2183,0.122294418769999,312437,Dyspnea
1879,0.1212773785696495,25297,Acute pharyngitis
10299,0.1157629679420668,433736,Obesity
2187,0.1149045486903958,312648,Benign essential hypertension
1973,0.1132040388141234,257007,Allergic rhinitis
3886,0.1099663053322771,378253,Headache
7461,0.1092525110632245,4150062,Knee pain
2226,0.1077829346269398,313459,Sleep apnea
11697,0.1059191384799692,437827,Pure hypercholesterolemia
1842,0.1052893200072757,24134,Neck pain
2415,0.1037334351136219,318800,Gastroesophageal reflux disease
15143,0.1021052377286588,78232,Shoulder joint pain
9526,0.0973932624885078,4305080,Abnormal breathing
15460,0.0919138417760747,81902,Urinary tract infectious disease
13974,0.0914799668282192,45766714,Inflammatory dermatosis
224,0.0913563357946905,134736,Backache
11201,0.0911557269478326,436070,Vitamin D deficiency
10155,0.0868496347234173,433316,Dizziness and giddiness
15048,0.0851351288810852,77234,Benign neoplasm of colon
11940,0.0839851270031671,438720,Mixed hyperlipidemia
1977,0.082167984076396,257012,Chronic sinusitis
292,0.0816641292982413,135777,Neoplasm of uncertain behavior of skin
15172,0.0770454604984892,78508,Arthralgia of the ankle and/or foot
8225,0.0721048844793606,4193704,Type 2 diabetes mellitus without complication
12411,0.0695786126055568,440383,Depressive disorder
2290,0.0686478808625765,315078,Palpitations
4947,0.0683726268633994,4043371,Inflammatory disorder of digestive tract
6830,0.0677241471026261,4113821,Anxiety state
8876,0.0675038761113507,4248728,Snoring
1213,0.0674815503575886,196523,Diarrhea
2459,0.064941282517725,320536,Electrocardiogram abnormal
1959,0.0639732281985851,256451,Bronchitis
8588,0.0635276899456797,4223659,Fatigue
6081,0.062825558981677,4079750,Osteoarthritis of knee
12231,0.0627112585921882,439777,Anemia
11248,0.0617292083069884,436230,Blood chemistry abnormal
679,0.0614702829348811,141932,Senile hyperkeratosis
15436,0.0614189643926616,81611,Diverticular disease of colon
