,11172,condition_concept_id,concept_name
3216,0.7323781437279717,372328,Otitis media
3589,0.3135241927020775,375281,Acute suppurative otitis media without spontaneous rupture of ear drum
1976,0.2484943347371392,257011,Acute upper respiratory infection
1879,0.2070279381704156,25297,Acute pharyngitis
1920,0.17148654504043,254761,Cough
3643,0.165901286227349,375827,Acute non-suppurative otitis media - serous
2049,0.1566210815072441,260123,Acute sinusitis
11655,0.1265212548495109,437663,Fever
1973,0.1032758205990103,257007,Allergic rhinitis
2055,0.0915570110802038,260139,Acute bronchitis
7886,0.0861410295796104,4170137,Non-suppurative otitis media
12295,0.0781799383982932,440029,Viral disease
4061,0.0733363462636511,380733,Otalgia
1583,0.0649447730591887,200219,Abdominal pain
2132,0.0613893544976072,28060,Streptococcal sore throat
3886,0.0612239446808355,378253,Headache
3551,0.059319498192518,374948,Acute secretory otitis media
3500,0.058368245344159,374375,Impacted cerumen
1977,0.0557365632593334,257012,Chronic sinusitis
13974,0.0550157215578263,45766714,Inflammatory dermatosis
9137,0.0516274978110393,4272240,Malaise
915,0.0512389632414279,194133,Low back pain
15097,0.0497672323716979,77670,Chest pain
643,0.0490181282014977,141323,Acute maxillary sinusitis
15460,0.0487884584559081,81902,Urinary tract infectious disease
2446,0.0481601391519118,320128,Essential hypertension
4171,0.0458574917026071,381859,Infective otitis externa
468,0.0455293495660976,138525,Pain in limb
10008,0.0441260436205717,432867,Hyperlipidemia
1213,0.0433436194872808,196523,Diarrhea
14443,0.0429720423988853,46273463,Upper respiratory tract infection due to Influenza
567,0.0422660756809008,140214,Eruption
2061,0.0413084242417132,260427,Common cold
10155,0.0408800247162611,433316,Dizziness and giddiness
1842,0.03865859467699,24134,Neck pain
3951,0.0371642538323056,379019,Conjunctivitis
1959,0.0369265515956138,256451,Bronchitis
3732,0.035875485259904,376707,Acute conjunctivitis
2183,0.0357654103818365,312437,Dyspnea
1350,0.0350409986842839,197684,Dysuria
10299,0.0349553187791935,433736,Obesity
11201,0.0337507426135301,436070,Vitamin D deficiency
14830,0.0329281560247281,75860,Constipation
2362,0.0329275610253871,317009,Asthma
2415,0.0311262005207954,318800,Gastroesophageal reflux disease
12705,0.0309935156677734,441408,Vomiting
1956,0.0297523293711273,256439,Allergic rhinitis due to pollen
4947,0.0294837048402254,4043371,Inflammatory disorder of digestive tract
2283,0.029007705367501,314754,Wheezing
2128,0.0289354129475809,27674,Nausea and vomiting
