,11149,condition_concept_id,concept_name
1746,0.804323644187541,201620,Kidney stone
1583,0.2811424994182182,200219,Abdominal pain
1792,0.2283375335222044,201916,Ureteric stone
10332,0.1394744463587633,433811,Hydronephrosis
15266,0.1285248811240048,79864,Hematuria syndrome
15460,0.1143346466598062,81902,Urinary tract infectious disease
1757,0.089108168738755,201690,Renal colic
2446,0.0853214817852518,320128,Essential hypertension
915,0.0837129740144443,194133,Low back pain
8940,0.0805927270562411,42537304,Hydronephrosis co-occurrent and due to calculus of kidney and ureter
827,0.0682800598201009,193322,Right lower quadrant pain
15097,0.0678371726577908,77670,Chest pain
10008,0.0668719057655766,432867,Hyperlipidemia
224,0.0636670574536955,134736,Backache
2128,0.0632801395481608,27674,Nausea and vomiting
1031,0.0632663500211292,195083,Left lower quadrant pain
1920,0.0602626665741801,254761,Cough
1350,0.0596835064388515,197684,Dysuria
2426,0.0596397044118099,31967,Nausea
1976,0.0523499115039699,257011,Acute upper respiratory infection
9137,0.0513732885306707,4272240,Malaise
1386,0.0496787990030778,197988,Generalized abdominal pain
15163,0.0492926922461921,78472,Microscopic hematuria
2049,0.047095290556269,260123,Acute sinusitis
2183,0.0453651104881236,312437,Dyspnea
5231,0.0449952267042163,40483287,Disorder of kidney and/or ureter
1879,0.0448046067717202,25297,Acute pharyngitis
3886,0.0439366777173763,378253,Headache
11201,0.0421261939329879,436070,Vitamin D deficiency
10299,0.0412363638651231,433736,Obesity
2055,0.0404982185946063,260139,Acute bronchitis
1427,0.0400034179187654,198263,Right upper quadrant pain
468,0.0396327229862092,138525,Pain in limb
1213,0.0387485709588869,196523,Diarrhea
11655,0.0384411456209464,437663,Fever
11697,0.0382797270398114,437827,Pure hypercholesterolemia
14741,0.0378003381882999,75004,Frank hematuria
971,0.0371149175799629,194686,Acquired renal cystic disease
1842,0.0370151462961458,24134,Neck pain
1973,0.0360815142012394,257007,Allergic rhinitis
2415,0.0360296006877085,318800,Gastroesophageal reflux disease
14830,0.0348688469711047,75860,Constipation
1316,0.033272506430031,197381,Epigastric pain
10155,0.032727414537957,433316,Dizziness and giddiness
2187,0.0322853385242959,312648,Benign essential hypertension
8225,0.0312073219698818,4193704,Type 2 diabetes mellitus without complication
12231,0.0308869182535586,439777,Anemia
15143,0.0305227125101937,78232,Shoulder joint pain
11940,0.0298186354829315,438720,Mixed hyperlipidemia
7334,0.0292427199421987,4144111,Gastroesophageal reflux disease without esophagitis
