,11216,condition_concept_id,concept_name
3537,0.3408641556937399,374925,Acute infective polyneuritis
7777,0.2723172217892565,4164770,Guillain-Barré syndrome
9137,0.1957325485501354,4272240,Malaise
15274,0.1957325485501354,79908,Muscle weakness
6261,0.1617343391245536,4090425,Altered sensation of skin
11490,0.1563917633576765,437113,Asthenia
15097,0.1447352344117627,77670,Chest pain
2446,0.1436019607642433,320128,Essential hypertension
2183,0.1393926586448855,312437,Dyspnea
3886,0.1363166301730471,378253,Headache
915,0.1342119791133683,194133,Low back pain
1583,0.1312978468768899,200219,Abdominal pain
1920,0.1222316576967347,254761,Cough
468,0.1139749496933791,138525,Pain in limb
11655,0.1113846099276205,437663,Fever
224,0.1040992793364244,134736,Backache
10155,0.1031279019242649,433316,Dizziness and giddiness
15460,0.1013470433353058,81902,Urinary tract infectious disease
1976,0.0998899772170666,257011,Acute upper respiratory infection
10008,0.0994042885109869,432867,Hyperlipidemia
8702,0.0935767980081284,4236484,Paresthesia
1842,0.0922808541551507,24134,Neck pain
12231,0.0922808541551507,439777,Anemia
14830,0.0875858633297132,75860,Constipation
1879,0.0801386365031572,25297,Acute pharyngitis
11201,0.0796529477970774,436070,Vitamin D deficiency
2128,0.0772245042666787,27674,Nausea and vomiting
7656,0.076738815560599,4155909,Anesthesia of skin
2049,0.0759293343837994,260123,Acute sinusitis
10299,0.0757674381484395,433736,Obesity
11701,0.07479606073628,437833,Hypokalemia
2211,0.07479606073628,31317,Dysphagia
11028,0.0743103720302003,435515,Hypo-osmolality and or hyponatremia
1213,0.0739865795594804,196523,Diarrhea
11119,0.0726914096766011,435796,Dehydration
9526,0.0712343435583619,4305080,Abnormal breathing
7986,0.0709105510876421,4175154,Disorder of the peripheral nervous system
2459,0.0707486548522822,320536,Electrocardiogram abnormal
2055,0.0707486548522822,260139,Acute bronchitis
2426,0.0702629661462024,31967,Nausea
2094,0.0671869376743641,261880,Atelectasis
388,0.0664672893356165,137379,Musculoskeletal symptom
13659,0.0658917677914848,44784217,Cardiac arrhythmia
13449,0.0657298715561248,444070,Tachycardia
7969,0.0647584941439654,4174262,Polyneuropathy
682,0.0639490129671658,141941,Cervical spondylosis without myelopathy
382,0.0639490129671658,137275,Disorder of muscle
2772,0.0626538430842865,36714126,Difficulty walking
6830,0.0624919468489266,4113821,Anxiety state
15143,0.0621681543782068,78232,Shoulder joint pain
