,11177,condition_concept_id,concept_name
3734,0.3044090959511415,376713,Cerebral hemorrhage
3886,0.2425582808349047,378253,Headache
10922,0.2191178507013387,43530727,Spontaneous cerebral hemorrhage
10040,0.2019058009044914,432923,Subarachnoid hemorrhage
3262,0.1843566767545446,372887,Disorder of brain
3724,0.1762011060630301,376690,Cerebral edema
2446,0.1719971708144027,320128,Essential hypertension
12250,0.1716271758678591,439847,Intracranial hemorrhage
11246,0.1628049371094032,436222,Altered mental status
7147,0.1507216456908282,4134162,Subarachnoid hemorrhage due to traumatic injury
3598,0.1338470195309589,375415,Injury of head
3223,0.132097403404147,372448,Loss of consciousness
15097,0.1314179836814512,77670,Chest pain
7434,0.1258544715896271,4148906,Spontaneous subarachnoid hemorrhage
6733,0.1216237776750676,4110192,Cerebral infarction due to thrombosis of cerebral arteries
2424,0.1163028875397668,319049,Acute respiratory failure
2094,0.1088541457656815,261880,Atelectasis
2183,0.1052820342222879,312437,Dyspnea
9137,0.0993404220217765,4272240,Malaise
3763,0.0981259040970227,377091,Seizure
10155,0.0971852480572623,433316,Dizziness and giddiness
13211,0.0967923157874891,443454,Cerebral infarction
10008,0.0870523583125024,432867,Hyperlipidemia
2459,0.0858021192723147,320536,Electrocardiogram abnormal
13659,0.0837660156925803,44784217,Cardiac arrhythmia
1842,0.0826348470371723,24134,Neck pain
12231,0.0826229399986944,439777,Anemia
3461,0.0805340143503188,374060,Acute ill-defined cerebrovascular disease
11655,0.0792294340324704,437663,Fever
2211,0.0790032003013888,31317,Dysphagia
2128,0.0786340821085715,27674,Nausea and vomiting
9264,0.0785157795233763,42873157,Intracranial hemorrhage following injury
11701,0.0768718404138306,437833,Hypokalemia
11028,0.0761812321821079,435515,Hypo-osmolality and or hyponatremia
1583,0.0740379652560717,200219,Abdominal pain
3744,0.0738117315249901,376961,Disturbance of consciousness
1920,0.0723590728306767,254761,Cough
12040,0.0721472762860937,439040,Subdural hemorrhage
15460,0.0704658537126781,81902,Urinary tract infectious disease
3802,0.0696522037108264,377550,Compression of brain
11490,0.0696085469422636,437113,Asthenia
9526,0.0682392375172961,4305080,Abnormal breathing
13162,0.0678939334014347,443257,Swelling / lump finding
4155,0.0657863875908324,381591,Cerebrovascular disease
10134,0.0657244036577098,4332246,Aneurysm
3382,0.0651076863975877,373503,Transient cerebral ischemia
1302,0.0648814526665061,197320,Acute renal failure syndrome
1901,0.0643813570504309,254061,Pleural effusion
11861,0.0630477687408973,438398,Leukocytosis
10984,0.0628057212584365,4353709,Intracerebral vascular finding
