,11123,condition_concept_id,concept_name
9212,0.3239966655540783,4281109,Autoimmune thyroiditis
247,0.2701334392763517,135215,Hashimoto thyroiditis
601,0.1885801905834958,140673,Hypothyroidism
457,0.1806133400085739,138384,Acquired hypothyroidism
11201,0.1776466406811043,436070,Vitamin D deficiency
99,0.1709272017439457,133444,Thyroiditis
9137,0.1525302987557593,4272240,Malaise
237,0.1403634119102192,134898,Non-toxic uninodular goiter
1920,0.1350297693896761,254761,Cough
1976,0.1264464618116436,257011,Acute upper respiratory infection
10008,0.1230217006832516,432867,Hyperlipidemia
1879,0.1225379531738663,25297,Acute pharyngitis
1583,0.1188306492523819,200219,Abdominal pain
8588,0.1182270351035028,4223659,Fatigue
15097,0.1174307781411517,77670,Chest pain
915,0.1152903024359067,194133,Low back pain
323,0.1146779093861611,136368,Non-toxic multinodular goiter
2049,0.1107824606006607,260123,Acute sinusitis
2446,0.1091813847731374,320128,Essential hypertension
3886,0.1061076616604056,378253,Headache
1842,0.1033036384865346,24134,Neck pain
15460,0.1028327338313807,81902,Urinary tract infectious disease
1973,0.100371186770349,257007,Allergic rhinitis
468,0.0947502975683756,138525,Pain in limb
2183,0.0897886748836176,312437,Dyspnea
2055,0.0892963654714113,260139,Acute bronchitis
10299,0.0860000328853339,433736,Obesity
642,0.0853477256028049,141253,Disorder of thyroid gland
291,0.0835279872991764,135772,Goiter
10155,0.0829134669183706,433316,Dizziness and giddiness
12231,0.0796513819435772,439777,Anemia
292,0.0764107017258363,135777,Neoplasm of uncertain behavior of skin
2290,0.0761153160785125,315078,Palpitations
13974,0.0757086256945159,45766714,Inflammatory dermatosis
11940,0.0751349782055103,438720,Mixed hyperlipidemia
11697,0.0749979877603746,437827,Pure hypercholesterolemia
15143,0.0712007838592699,78232,Shoulder joint pain
8231,0.0711446963826255,4194160,Thyroid function tests abnormal
1164,0.068360646794611,196168,Irregular periods
11248,0.068186994066285,436230,Blood chemistry abnormal
224,0.0650490566823958,134736,Backache
2415,0.0643983520680013,318800,Gastroesophageal reflux disease
1977,0.0642570806714551,257012,Chronic sinusitis
7334,0.0628015571918885,4144111,Gastroesophageal reflux disease without esophagitis
11655,0.0624505191762283,437663,Fever
677,0.0622911646037732,141825,Simple goiter
1213,0.0614230908377107,196523,Diarrhea
12897,0.0613974051292478,442077,Anxiety disorder
7461,0.0609693099881988,4150062,Knee pain
1350,0.0600660292405854,197684,Dysuria
