,11154,condition_concept_id,concept_name
1973,0.6910463366539837,257007,Allergic rhinitis
1920,0.1918842604526751,254761,Cough
1976,0.1810939452282667,257011,Acute upper respiratory infection
1879,0.1787581640218039,25297,Acute pharyngitis
2049,0.1703771822631256,260123,Acute sinusitis
1956,0.150269647638753,256439,Allergic rhinitis due to pollen
2055,0.1172161272699656,260139,Acute bronchitis
1583,0.1105533527930909,200219,Abdominal pain
9137,0.1012238119430505,4272240,Malaise
3886,0.0996855095116169,378253,Headache
15097,0.0964299937478292,77670,Chest pain
915,0.0950235552767038,194133,Low back pain
11655,0.0919499322621853,437663,Fever
468,0.0910832083421702,138525,Pain in limb
2446,0.089901402446645,320128,Essential hypertension
10008,0.0897920680071935,432867,Hyperlipidemia
13974,0.0844482644498832,45766714,Inflammatory dermatosis
1977,0.082761200917499,257012,Chronic sinusitis
15460,0.0801961487046714,81902,Urinary tract infectious disease
3216,0.0764535977106,372328,Otitis media
1842,0.0717638128910992,24134,Neck pain
2183,0.070630047885636,312437,Dyspnea
9206,0.0697871245496107,4280726,Seasonal allergic rhinitis
11201,0.0692915292935637,436070,Vitamin D deficiency
2132,0.0656672582839897,28060,Streptococcal sore throat
12295,0.064772703779387,440029,Viral disease
2415,0.0612153586994166,318800,Gastroesophageal reflux disease
10299,0.0602426135047819,433736,Obesity
10155,0.0597920230876487,433316,Dizziness and giddiness
7461,0.0586347346118793,4150062,Knee pain
15143,0.0582063423991195,78232,Shoulder joint pain
567,0.0581172182651424,140214,Eruption
643,0.0570126091101996,141323,Acute maxillary sinusitis
2362,0.0565577115787849,317009,Asthma
224,0.0552238314174772,134736,Backache
1213,0.0551588933867727,196523,Diarrhea
1350,0.053951244805559,197684,Dysuria
292,0.0536301991333516,135777,Neoplasm of uncertain behavior of skin
14443,0.0511009291007081,46273463,Upper respiratory tract infection due to Influenza
11697,0.0503902552442736,437827,Pure hypercholesterolemia
1959,0.0502554094356169,256451,Bronchitis
6830,0.0498101200822146,4113821,Anxiety state
15172,0.0486511750240292,78508,Arthralgia of the ankle and/or foot
2187,0.046686468278735,312648,Benign essential hypertension
4947,0.0465261111008729,4043371,Inflammatory disorder of digestive tract
4061,0.0452512052735724,380733,Otalgia
14830,0.044884106610202,75860,Constipation
3500,0.0428001259309608,374375,Impacted cerumen
8588,0.042435677799456,4223659,Fatigue
11940,0.0424220938236453,438720,Mixed hyperlipidemia
