,11134,condition_concept_id,concept_name
742,0.5563128026715115,192671,Gastrointestinal hemorrhage
1583,0.2328131317185634,200219,Abdominal pain
2111,0.1600863862966586,26727,Hematemesis
12231,0.1512356728739001,439777,Anemia
1378,0.1497590568164885,197925,Hemorrhage of rectum and anus
15097,0.1453817105485172,77670,Chest pain
2446,0.1276741307880372,320128,Essential hypertension
1316,0.1256711831403837,197381,Epigastric pain
1213,0.1212977745152322,196523,Diarrhea
4947,0.1192055736303308,4043371,Inflammatory disorder of digestive tract
2128,0.1174270716234039,27674,Nausea and vomiting
1705,0.1172485651489079,201340,Gastritis
13234,0.1151327384070879,443530,Hematochezia
2183,0.1136994364206937,312437,Dyspnea
2008,0.1047760944158987,25844,Ulcer of esophagus
2415,0.1001552576683112,318800,Gastroesophageal reflux disease
10773,0.0999557504321098,434894,Acute posthemorrhagic anemia
1386,0.0975052240506098,197988,Generalized abdominal pain
1920,0.0952266414055729,254761,Cough
1670,0.094244855795845,201061,Diaphragmatic hernia
10008,0.0927669271908268,432867,Hyperlipidemia
9137,0.0919675856984146,4272240,Malaise
7334,0.0897113163626897,4144111,Gastroesophageal reflux disease without esophagitis
2169,0.0867856477476048,30753,Esophagitis
2161,0.0826813113818038,30437,Gastro-esophageal reflux disease with esophagitis
1744,0.0812480093954096,201618,Disorder of intestine
2426,0.0797608929571453,31967,Nausea
915,0.0764165216555589,194133,Low back pain
11374,0.0752575421189416,436659,Iron deficiency anemia
15048,0.0752352288096296,77234,Benign neoplasm of colon
14830,0.0742993823661323,75860,Constipation
10155,0.0719354841266671,433316,Dizziness and giddiness
15460,0.0719341715790605,81902,Urinary tract infectious disease
3886,0.0717451647237118,378253,Headache
4191,0.0714370594981642,4000609,Disorder of upper gastrointestinal tract
2211,0.0697527174569111,31317,Dysphagia
1976,0.0670646199586187,257011,Acute upper respiratory infection
1082,0.0666669180338225,195562,Hemorrhoids
6591,0.0661608722662082,4103703,Melena
12705,0.0655473149254028,441408,Vomiting
15436,0.0628460919510446,81611,Diverticular disease of colon
11119,0.0627095869999594,435796,Dehydration
468,0.0619903109115491,138525,Pain in limb
11655,0.0611647184670052,437663,Fever
10299,0.0606580750908622,433736,Obesity
1879,0.0579791654258159,25297,Acute pharyngitis
1427,0.0575998391675119,198263,Right upper quadrant pain
9526,0.0571155091006809,4305080,Abnormal breathing
11701,0.0563319181795478,437833,Hypokalemia
2055,0.0563174801558754,260139,Acute bronchitis
